gene	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	max_pval	minimump_p_val	subtype
Tpm3-rs7	2.6322157825299366e-73	0.3576726019628299	0.458	0.085	5.541603886960275e-69	2.232349765743932e-49	0.3412257957151732	0.444	0.13	4.6997659618207e-45	2.232349765743932e-49	5.264431565059952e-73	BEC
Aig1	2.96948496256376e-73	0.4866993844414232	0.581	0.224	6.251656691685483e-69	5.228986246430024e-68	0.500677419961097	0.606	0.251	1.1008584744609129e-63	5.228986246430024e-68	5.938969925127571e-73	BEC
Lpp	4.046645484228912e-66	0.4836699347937157	0.71	0.426	8.519402737947128e-62	1.0652023013300901e-72	0.5326858589657133	0.741	0.501	2.242570404990239e-68	4.046645484228912e-66	2.1304046026601812e-72	BEC
Asns	3.783422056041588e-72	0.4924907320745185	0.517	0.165	7.965238454584355e-68	2.1095124324705473e-45	0.40418906051935055	0.485	0.203	4.4411565240802433e-41	2.1095124324705473e-45	7.566844112083225e-72	BEC
Trim25	8.094792005463236e-49	0.38157086754171826	0.667	0.434	1.704196560910175e-44	5.458045330460125e-72	0.5194116213098383	0.706	0.414	1.1490822834217701e-67	8.094792005463236e-49	1.0916090660920416e-71	BEC
Gna13	6.484344290875368e-72	0.5005011079077917	0.691	0.392	1.3651490035579913e-67	4.224803998002862e-51	0.42812311300951894	0.7	0.491	8.894479856995425e-47	4.224803998002862e-51	1.2968688581750895e-71	BEC
Marcks	8.43353097140873e-72	0.5248372630558598	0.83	0.573	1.77551127541068e-67	3.408744975135764e-64	0.4944941868815035	0.847	0.636	7.176430796153324e-60	3.408744975135764e-64	1.6867061942817557e-71	BEC
Tmem106a	1.4098397758973455e-71	0.3626743374210959	0.468	0.1	2.968135680196682e-67	9.322437326203095e-47	0.3408407387932114	0.437	0.135	1.9626527302855377e-42	9.322437326203095e-47	2.819679551794727e-71	BEC
Car13	1.5575051376400859e-71	0.3918563189869217	0.472	0.113	3.279015566273673e-67	5.455244695867355e-33	0.30027246379806527	0.408	0.176	1.1484926658209542e-28	5.455244695867355e-33	3.115010275280188e-71	BEC
Psma7	3.275482041766072e-60	0.3608530563632071	0.838	0.664	6.895872342530111e-56	5.4190664882950575e-71	0.40159693036648725	0.876	0.692	1.1408760677807585e-66	3.275482041766072e-60	1.0838132976590171e-70	BEC
Rbms2	5.468804717670222e-71	0.4427718475194926	0.568	0.221	1.1513474572111119e-66	5.275328577841455e-38	0.3491126817395652	0.492	0.255	1.1106149254929615e-33	5.275328577841455e-38	1.0937609435340383e-70	BEC
Phf11a	1.176322569156105e-70	0.3364779922301792	0.356	0.007	2.476511904844348e-66	1.9819379516261202e-54	0.32665003152284783	0.348	0.006	4.172573969558471e-50	1.9819379516261202e-54	2.3526451383121862e-70	BEC
Rai14	1.863010344684308e-70	0.49897820828259754	0.682	0.394	3.9221956786638733e-66	3.652051314892607e-57	0.46153031831169394	0.702	0.466	7.688663633243406e-53	3.652051314892607e-57	3.726020689368675e-70	BEC
Ranbp1	4.046816094428097e-70	0.48459779796913105	0.777	0.557	8.519761923599472e-66	1.3701350869925186e-55	0.40509209896018816	0.799	0.6	2.884545398645349e-51	1.3701350869925186e-55	8.093632188856218e-70	BEC
Brd2	4.658137166064266e-56	0.39354790655322913	0.782	0.57	9.8067761757151e-52	5.910126902245744e-70	0.47190263800304266	0.82	0.588	1.2442590167297966e-65	4.658137166064266e-56	1.1820253804491612e-69	BEC
Tcof1	7.037246950097945e-70	0.5095791510438016	0.615	0.302	1.4815516004041203e-65	1.3565693035518193e-41	0.4028546796668282	0.602	0.389	2.855985354767645e-37	1.3565693035518193e-41	1.407449390019597e-69	BEC
Casp8	1.7940654949461824e-69	0.4648085018500724	0.723	0.452	3.7770460865101978e-65	6.771209083310228e-54	0.42681671662949994	0.724	0.515	1.4255426483093023e-49	6.771209083310228e-54	3.588130989892325e-69	BEC
Anxa7	1.8195329057476932e-69	0.4420827220782235	0.75	0.517	3.8306626264706185e-65	1.5597670942234253e-39	0.32651705226424765	0.735	0.571	3.2837776634685775e-35	1.5597670942234253e-39	3.639065811495398e-69	BEC
Tnfrsf12a	1.8811743886736638e-69	0.503383328774774	0.581	0.242	3.960436440474664e-65	1.412005960412791e-45	0.4451267626097188	0.587	0.346	2.972696148457049e-41	1.412005960412791e-45	3.7623487773473723e-69	BEC
Gbp9	3.788895046947421e-69	0.48556740735532267	0.679	0.372	7.976760742338405e-65	1.1840699817575402e-66	0.5212916955080886	0.682	0.379	2.4928225325941493e-62	1.1840699817575402e-66	7.577790093894919e-69	BEC
Synpo	4.5281952916286085e-69	0.45808253308630253	0.563	0.222	9.53320954746571e-65	2.911312000250215e-56	0.4761345594030493	0.59	0.302	6.129185154126778e-52	2.911312000250215e-56	9.056390583257209e-69	BEC
C3	6.788329394105268e-69	0.44626276384823116	0.538	0.141	1.429146987340982e-64	4.722953026428394e-46	0.35489426022514714	0.709	0.338	9.943233006539697e-42	4.722953026428394e-46	1.3576658788210586e-68	BEC
Plod3	9.930591922815613e-69	0.46445304785016384	0.649	0.371	2.090687517510371e-64	7.080333362753801e-59	0.4502990823508597	0.668	0.437	1.4906225828605576e-54	7.080333362753801e-59	1.986118384563105e-68	BEC
Tmem173	1.1305547500348522e-68	0.4834480478777262	0.689	0.403	2.3801569152483743e-64	2.0344933773722328e-58	0.4599831885225942	0.695	0.443	4.2832189073817617e-54	2.0344933773722328e-58	2.261109500069714e-68	BEC
Flnb	9.087822709088804e-57	0.433401637692009	0.706	0.476	1.913259314944466e-52	1.1530289784032332e-68	0.5060055799692048	0.742	0.507	2.427471908232327e-64	9.087822709088804e-57	2.3060579568064628e-68	BEC
Snhg1	2.4234217001492914e-68	0.5168151627659276	0.686	0.413	5.102029705324303e-64	2.2977759001506545e-40	0.3964392576726451	0.691	0.501	4.837507602587173e-36	2.2977759001506545e-40	4.846843400298567e-68	BEC
D1Ertd622e	2.670928774235997e-68	0.462826304598861	0.554	0.221	5.623106348399045e-64	3.6936935504880825e-36	0.3625990656610153	0.521	0.296	7.77633303184256e-32	3.6936935504880825e-36	5.341857548472076e-68	BEC
Atp8b1	3.952408498451443e-68	0.49718776028915296	0.653	0.361	8.321005611789824e-64	3.9409281104086295e-61	0.5031622608565045	0.666	0.418	8.296835950843288e-57	3.9409281104086295e-61	7.904816996902916e-68	BEC
Trim12a	5.80213877751066e-68	0.4668627915016533	0.611	0.277	1.2215242768293192e-63	1.470951683729633e-57	0.4617394803741285	0.605	0.3	3.0967945797559967e-53	1.470951683729633e-57	1.1604277555021178e-67	BEC
Zc3h7a	3.578370271671291e-57	0.4455473065931934	0.703	0.456	7.5335429329495685e-53	1.2372182900952495e-67	0.5249821107030777	0.717	0.472	2.604715666137529e-63	3.578370271671291e-57	2.474436580190531e-67	BEC
Lmna	1.71625213278922e-67	0.5353143257612202	0.784	0.509	3.613225615161145e-63	2.6590205744143435e-17	0.2644528758930591	0.81	0.627	5.598036015314518e-13	2.6590205744143435e-17	3.4325042655784326e-67	BEC
Mvp	3.89501331707178e-67	0.4531477234003365	0.68	0.413	8.200171536431218e-63	6.88393482916088e-52	0.41447359762727115	0.672	0.466	1.4492747995832402e-47	6.88393482916088e-52	7.790026634143676e-67	BEC
H2-Q7	1.4029818685505623e-40	0.3433434505188282	0.835	0.638	2.9536977278594987e-36	3.935293150239476e-67	0.4162409087232002	0.886	0.702	8.28497266919917e-63	1.4029818685505623e-40	7.87058630047889e-67	BEC
Abl2	4.522683470223612e-67	0.4492358698937964	0.533	0.202	9.521605509861771e-63	3.248540791160695e-52	0.45203897644704705	0.52	0.232	6.83915292763061e-48	3.248540791160695e-52	9.04536694044715e-67	BEC
Ogfr	9.192285250487008e-67	0.4643956071740688	0.676	0.414	1.9352518137850296e-62	1.1527124406607791e-35	0.32360363050724716	0.648	0.46	2.4268055013231383e-31	1.1527124406607791e-35	1.8384570500973886e-66	BEC
9930111J21Rik2	9.621957879802318e-65	0.48448275460853474	0.735	0.468	2.025710792434782e-60	1.346616428370377e-66	0.5332568081843005	0.736	0.466	2.8350315666481546e-62	9.621957879802318e-65	2.6932328567407255e-66	BEC
Flt1	7.194301296211332e-41	0.34467172413243574	0.856	0.688	1.5146162518913716e-36	1.416158262754377e-66	0.4843595743120841	0.895	0.66	2.9814379905767896e-62	7.194301296211332e-41	2.832316525508796e-66	BEC
S100a6	1.6648118768349594e-66	0.6051224779302957	0.788	0.468	3.50492844430064e-62	1.2477140717617148e-38	0.44058234226068316	0.837	0.629	2.6268124352799383e-34	1.2477140717617148e-38	3.3296237536699346e-66	BEC
Shisa5	2.0319523404815058e-66	0.4088773929939492	0.836	0.622	4.277869262415714e-62	1.0912999864795386e-28	0.2635118947445878	0.846	0.687	2.2975138615353726e-24	1.0912999864795386e-28	4.0639046809629906e-66	BEC
Rapgef5	6.274659782958809e-58	0.45289412825334774	0.744	0.502	1.3210041241063181e-53	2.0443028138100443e-66	0.500052987925236	0.778	0.536	4.303870713914286e-62	6.274659782958809e-58	4.0886056276200644e-66	BEC
Zup1	2.0666710586134087e-66	0.4551176855580219	0.556	0.228	4.350962579698809e-62	6.661963299890513e-51	0.4338002896861889	0.548	0.244	1.4025431335259496e-46	6.661963299890513e-51	4.1333421172268047e-66	BEC
Mast4	2.9671096263179396e-66	0.5296041195604285	0.748	0.491	6.246655896287158e-62	8.76498323940614e-54	0.4870082738993947	0.785	0.534	1.8452919213921747e-49	8.76498323940614e-54	5.934219252635824e-66	BEC
Dync1h1	7.010155795387019e-58	0.42790687708939834	0.725	0.468	1.4758480996028292e-53	5.005952195518565e-66	0.4755876913659489	0.772	0.534	1.0539031157225235e-61	7.010155795387019e-58	1.0011904391037069e-65	BEC
Ilrun	6.158735691999622e-66	0.4466459448139187	0.644	0.358	1.2965986252366804e-61	5.9456840602430026e-61	0.4713258890613137	0.675	0.439	1.2517448652029594e-56	5.9456840602430026e-61	1.2317471383999422e-65	BEC
Stx11	1.0296448659572936e-65	0.35159105331330365	0.43	0.091	2.1677113362998903e-61	2.9691880570423915e-33	0.27229187095489726	0.392	0.149	6.251031616491347e-29	2.9691880570423915e-33	2.059289731914583e-65	BEC
Rtn4	1.078543822001661e-65	0.4361492822604395	0.799	0.586	2.270658308460097e-61	7.435790245059835e-41	0.3463538890397919	0.789	0.615	1.565456920292447e-36	7.435790245059835e-41	2.1570876440033057e-65	BEC
Nus1	1.5290764742101241e-65	0.4681623287930313	0.752	0.501	3.2191647011545744e-61	1.5255713068419837e-51	0.414438694285966	0.776	0.574	3.211785272294428e-47	1.5255713068419837e-51	3.0581529484202187e-65	BEC
Cct6a	1.7335982482851602e-65	0.45470879824890775	0.73	0.501	3.6497443921147476e-61	1.4798914854240753e-31	0.29881982902695237	0.722	0.574	3.1156155442633057e-27	1.4798914854240753e-31	3.46719649657032e-65	BEC
Slc3a2	5.148066213948189e-65	0.4799325681931894	0.763	0.551	1.0838223800225123e-60	1.9765823561989377e-52	0.42424681017963806	0.774	0.58	4.161298834505624e-48	1.9765823561989377e-52	1.0296132427896431e-64	BEC
Rmdn3	8.679466676989743e-65	0.42800796589607104	0.513	0.189	1.8272881195066506e-60	1.798394577166893e-45	0.3780995466449282	0.478	0.203	3.78616010330946e-41	1.798394577166893e-45	1.735893335397976e-64	BEC
Pcgf5	1.0196628957470522e-64	0.42570128806288	0.59	0.27	2.146696294416269e-60	6.170929332022404e-38	0.34418055303886286	0.554	0.325	1.2991657522706767e-33	6.170929332022404e-38	2.0393257914941004e-64	BEC
Ttc39b	5.383389403485493e-62	0.4034047243277607	0.546	0.227	1.1333649711158008e-57	3.9047892450662216e-64	0.4764921299808411	0.571	0.236	8.220752797637917e-60	5.383389403485493e-62	7.809578490132457e-64	BEC
Atf4	3.9449994659744435e-64	0.408746652157539	0.82	0.638	8.305407375715996e-60	4.197487327316604e-55	0.386113649125692	0.867	0.667	8.836970070199647e-51	4.197487327316604e-55	7.88999893194883e-64	BEC
Morc3	5.4273739542977936e-64	0.420380456059242	0.589	0.273	1.1426250385983144e-59	6.273163724598917e-50	0.4080195422207545	0.575	0.308	1.32068915893981e-45	6.273163724598917e-50	1.0854747908595675e-63	BEC
Gm12185	6.683722459694054e-64	0.2721228738739705	0.347	0.019	1.4071240894393893e-59	3.77776986032436e-43	0.26154018131223955	0.311	0.021	7.953338886940876e-39	3.77776986032436e-43	1.3367444919388063e-63	BEC
Laptm4a	9.864548424451878e-64	0.3239388555925522	0.886	0.743	2.076783379799854e-59	6.50385129048843e-58	0.3245853957949485	0.901	0.747	1.3692558121865293e-53	6.50385129048843e-58	1.9729096848903643e-63	BEC
Rbms1	1.3481322723707436e-63	0.4250764965074736	0.82	0.606	2.8382228730221265e-59	2.083851040798726e-57	0.4141630570103877	0.841	0.629	4.387131596193558e-53	2.083851040798726e-57	2.696264544741483e-63	BEC
Ywhag	1.3601651395216063e-63	0.4216302197724735	0.639	0.352	2.863555668234838e-59	4.822451995206151e-43	0.3603197754831872	0.636	0.427	1.015270818550751e-38	4.822451995206151e-43	2.720330279043179e-63	BEC
Bst1	1.708754933963522e-63	0.5676296715443796	0.538	0.202	3.597441762473403e-59	1.7394508641065225e-43	0.5149052469245516	0.553	0.304	3.662065904203462e-39	1.7394508641065225e-43	3.4175098679270314e-63	BEC
Mbnl1	8.814131174517102e-61	0.42296603755511253	0.766	0.537	1.8556390361710854e-56	2.6202448263775027e-63	0.45213743150728347	0.799	0.574	5.516401432972556e-59	8.814131174517102e-61	5.240489652755012e-63	BEC
BC005537	5.9126289680528485e-46	0.3482084032620206	0.705	0.475	1.2447857766441663e-41	3.3180898103476335e-63	0.44736400664650644	0.748	0.516	6.985574477724872e-59	5.9126289680528485e-46	6.63617962069522e-63	BEC
Dst	2.011132824703188e-42	0.3862989547295609	0.746	0.504	4.2340379358476213e-38	4.414938178926976e-63	0.5066585578726225	0.779	0.524	9.294769348094962e-59	2.011132824703188e-42	8.829876357853892e-63	BEC
2200002D01Rik	2.104345969518361e-62	0.5224194590295854	0.73	0.424	4.430279569627005e-58	2.840310876714766e-48	0.48642995817815027	0.744	0.503	5.979706488747597e-44	2.840310876714766e-48	4.20869193903671e-62	BEC
Resf1	2.232939099448444e-62	0.4703539723665521	0.649	0.375	4.701006686068809e-58	4.694057750033044e-58	0.4915095847351879	0.671	0.41	9.882399781144568e-54	4.694057750033044e-58	4.465878198896888e-62	BEC
Wnk1	1.7876328554926122e-53	0.3992166674264056	0.759	0.521	3.763503450668596e-49	4.024578043933057e-62	0.4452316880834848	0.796	0.565	8.472944155892264e-58	1.7876328554926122e-53	8.049156087866124e-62	BEC
Glipr2	1.0084950876999456e-61	0.45387942985272056	0.477	0.152	2.1231847081346953e-57	1.2173468048443167e-41	0.41012806083535847	0.502	0.234	2.56288022823874e-37	1.2173468048443167e-41	2.016990175399891e-61	BEC
Dcp2	1.0665201321740268e-61	0.4434378586398837	0.643	0.365	2.2453448342659788e-57	5.984116762379061e-55	0.44532561813653854	0.653	0.41	1.2598361019836637e-50	5.984116762379061e-55	2.1330402643480305e-61	BEC
Vcan	1.5417267136236022e-61	0.4928731887504236	0.391	0.059	3.24579725019177e-57	1.0519433629242601e-55	0.48954216289346275	0.396	0.044	2.214656361964445e-51	1.0519433629242601e-55	3.083453427247249e-61	BEC
Mindy3	2.374643947097307e-61	0.43902065008797675	0.572	0.281	4.9993379018239604e-57	3.801889219845106e-35	0.33816157913721795	0.556	0.358	8.004117374539902e-31	3.801889219845106e-35	4.7492878941946435e-61	BEC
Anxa4	3.7388983154780206e-61	0.4555203357515633	0.602	0.326	7.871502623575877e-57	6.494772324998965e-38	0.3756487119371559	0.593	0.404	1.3673444175820323e-33	6.494772324998965e-38	7.477796630955954e-61	BEC
Apobec3	1.41605582577274e-47	0.37838993854516156	0.691	0.447	2.9812223299993498e-43	3.794571014542035e-61	0.4742321865771702	0.703	0.451	7.988710356915347e-57	1.41605582577274e-47	7.589142029084062e-61	BEC
H13	4.054635896625492e-61	0.428840185324308	0.723	0.47	8.536224953165649e-57	2.3785024622227124e-26	0.2610955975368311	0.7	0.557	5.007461233717477e-22	2.3785024622227124e-26	8.109271793251076e-61	BEC
Ankrd17	5.767108300359074e-46	0.382820002454601	0.695	0.459	1.2141493104745958e-41	1.3813679352388615e-60	0.4858850351723667	0.727	0.484	2.908193914058375e-56	5.767108300359074e-46	2.762735870477692e-60	BEC
Manf	2.1259328730830305e-60	0.4393161637125814	0.782	0.569	4.475726477701704e-56	2.57046031306504e-25	0.2588121953487824	0.789	0.648	5.411590097095829e-21	2.57046031306504e-25	4.25186574616605e-60	BEC
Wdr43	2.365742058172351e-60	0.43876419861847293	0.634	0.354	4.9805967550702505e-56	1.071192672140574e-30	0.33004654892576857	0.588	0.414	2.2551819326575506e-26	1.071192672140574e-30	4.7314841163446845e-60	BEC
Ddx21	2.6955551534886646e-60	0.45004177956672875	0.716	0.468	5.674952264639686e-56	1.3611251567622768e-22	0.2583352703628341	0.709	0.545	2.8655767925316215e-18	1.3611251567622768e-22	5.391110306977268e-60	BEC
Mpeg1	3.3327275944230257e-52	0.31326232642483065	0.275	0.003	7.016391404538796e-48	4.42915152548364e-60	0.4317290089217819	0.379	0.01	9.324692706600708e-56	3.3327275944230257e-52	8.858303050967323e-60	BEC
Serpinb9	2.635743460837444e-49	0.4902352798892864	0.73	0.491	5.549030708101071e-45	5.327515425846121e-60	0.5651595495867637	0.78	0.547	1.1216018226033839e-55	2.635743460837444e-49	1.0655030851692335e-59	BEC
Dgkh	1.6259801432631544e-49	0.41336163592538516	0.653	0.392	3.423175995611919e-45	8.689432894426378e-60	0.506525864105944	0.68	0.408	1.8293863072635853e-55	1.6259801432631544e-49	1.737886578885291e-59	BEC
Chic2	1.2065404150020088e-59	0.44387848436327015	0.7	0.479	2.540129535703729e-55	3.402423708813389e-53	0.42437866181832345	0.706	0.524	7.163122634164829e-49	3.402423708813389e-53	2.413080830003996e-59	BEC
Hspa9	5.108104727173315e-59	0.4473567212953263	0.688	0.446	1.075409288211798e-54	2.9979001249609494e-39	0.3765587390060612	0.691	0.513	6.311479133080287e-35	2.9979001249609494e-39	1.0216209454346757e-58	BEC
Sema3f	5.556324739580866e-49	0.397995700692471	0.664	0.416	1.1697730474239596e-44	8.89933583597902e-59	0.4910904021938541	0.703	0.427	1.8735771735486631e-54	5.556324739580866e-49	1.779867167195796e-58	BEC
Slc46a3	1.0749435277329156e-58	0.300364412329139	0.374	0.056	2.2630786089361074e-54	4.5809617740809725e-36	0.2621736921736662	0.335	0.074	9.644298822972671e-32	4.5809617740809725e-36	2.1498870554658638e-58	BEC
Cltb	1.1235863958732564e-58	0.44562565715022573	0.726	0.499	2.3654864392319668e-54	4.6307702666874035e-38	0.36182092130927723	0.721	0.557	9.749160642456991e-34	4.6307702666874035e-38	2.2471727917464895e-58	BEC
Slfn8	1.3040497651536128e-58	0.3263968396591277	0.362	0.048	2.745415970577901e-54	6.410673224944928e-53	0.35382233551357767	0.378	0.041	1.3496390340476557e-48	6.410673224944928e-53	2.6080995303072058e-58	BEC
Rnf135	2.695267404641785e-58	0.3077597069876965	0.412	0.092	5.67434646699235e-54	1.1004950548374598e-37	0.27380706043875175	0.361	0.095	2.3168722389493042e-33	1.1004950548374598e-37	5.3905348092836544e-58	BEC
Nras	2.5250257773077323e-53	0.37605229763637615	0.721	0.499	5.315936768965969e-49	3.1484878248728544e-58	0.4302585954537964	0.727	0.513	6.62851141770482e-54	2.5250257773077323e-53	6.296975649745661e-58	BEC
Slc30a4	3.4283450005021204e-58	0.4015019205802168	0.512	0.214	7.217694729557114e-54	2.4982983630017345e-52	0.45613251013544487	0.558	0.273	5.2596675436275513e-48	2.4982983630017345e-52	6.856690001004299e-58	BEC
Adcy4	4.481096008548836e-58	0.42557758781384913	0.717	0.469	9.434051426797865e-54	9.112684563207775e-47	0.38932374923369784	0.728	0.516	1.918493481092133e-42	9.112684563207775e-47	8.962192017097686e-58	BEC
Gls	4.6825240507270864e-36	0.3147423484637194	0.723	0.517	9.858117883995735e-32	4.685129445486631e-58	0.4562362149508554	0.751	0.513	9.863603021583005e-54	4.6825240507270864e-36	9.370258890973284e-58	BEC
1110038B12Rik	5.1534260139893566e-58	0.4388010514089392	0.602	0.316	1.0849507787251792e-53	4.416239479578549e-39	0.39210898612734296	0.599	0.4	9.297508976356719e-35	4.416239479578549e-39	1.0306852027978756e-57	BEC
Ifit1bl1	9.086984070400708e-54	0.3358699945475119	0.304	0.016	1.913082756341461e-49	5.991159528964933e-58	0.424880376599691	0.377	0.015	1.2613188156329874e-53	9.086984070400708e-54	1.198231905792982e-57	BEC
Cox18	1.8162102850024027e-57	0.36349110381286415	0.513	0.218	3.8236675130155582e-53	2.6286656344904582e-33	0.30403937710088397	0.46	0.246	5.534129760292761e-29	2.6286656344904582e-33	3.6324205700048195e-57	BEC
Larp1	2.0125704387323578e-57	0.40636068986565826	0.618	0.341	4.237064544663233e-53	1.578878124770366e-47	0.40654897490308184	0.625	0.398	3.324012116079052e-43	1.578878124770366e-47	4.025140877464749e-57	BEC
Oas2	2.5163355140052644e-57	0.2760168046373823	0.332	0.026	5.297641157635283e-53	1.5935974175683497e-54	0.34094682206513444	0.38	0.031	3.355000643206647e-50	1.5935974175683497e-54	5.032671028010576e-57	BEC
Zzef1	4.179617195094303e-51	0.44243851076716634	0.551	0.296	8.799348080832036e-47	3.7996524543914646e-57	0.5213360006125771	0.574	0.292	7.99940831223035e-53	4.179617195094303e-51	7.599304908782903e-57	BEC
Ccdc25	4.510902274640182e-57	0.44630079735347755	0.609	0.333	9.496802558799975e-53	2.1454579507836585e-50	0.4395889873489302	0.633	0.395	4.5168326237848365e-46	2.1454579507836585e-50	9.021804549280468e-57	BEC
Serpina3g	4.843897137690566e-57	0.519847773792534	0.557	0.241	1.019785664397995e-52	6.773977812586097e-52	0.5284200616074377	0.608	0.302	1.4261255488837508e-47	6.773977812586097e-52	9.687794275381031e-57	BEC
Spop	6.420673654842078e-57	0.3987429260801727	0.771	0.56	1.3517444245539026e-52	1.8215069292159265e-36	0.31328430387739803	0.777	0.623	3.83481853807829e-32	1.8215069292159265e-36	1.2841347309684354e-56	BEC
Degs1	6.985464217564327e-57	0.47274727461948085	0.777	0.558	1.4706497817238177e-52	1.0580177267484008e-51	0.46478433466505087	0.806	0.636	2.227444720123408e-47	1.0580177267484008e-51	1.397092843512852e-56	BEC
Pcdh19	1.407928435285225e-52	0.4030254065830121	0.482	0.173	2.964111734805984e-48	7.273116845196137e-57	0.5012791442322451	0.565	0.232	1.5312092894191429e-52	1.407928435285225e-52	1.4546233690392338e-56	BEC
Ncl	1.0681904191967303e-56	0.36137746236140544	0.857	0.688	2.2488612895348764e-52	3.397592501588553e-33	0.29284469921198464	0.879	0.721	7.152951493594381e-29	3.397592501588553e-33	2.136380838393487e-56	BEC
Slc7a1	1.6557024372742154e-56	0.38210830364309173	0.48	0.17	3.4857503411934056e-52	1.8672154242766415e-30	0.31632914584767546	0.457	0.242	3.9310486327296134e-26	1.8672154242766415e-30	3.311404874548467e-56	BEC
Parp3	1.6902141290507556e-56	0.37195401224303315	0.517	0.219	3.5584078058905554e-52	3.721384440483954e-39	0.33213556737810823	0.498	0.242	7.834630662550868e-35	3.721384440483954e-39	3.3804282581015392e-56	BEC
H2afy	1.849787480862227e-56	0.40035456667836034	0.728	0.508	3.894357583459247e-52	2.969666193456585e-35	0.30201051455296457	0.728	0.559	6.252038237084148e-31	2.969666193456585e-35	3.6995749617244106e-56	BEC
Eef1e1	1.9143644329422725e-56	0.3390297585211748	0.473	0.166	4.0303114406733665e-52	4.364485834907358e-29	0.2833363962071458	0.426	0.219	9.188552028230462e-25	4.364485834907358e-29	3.828728865884507e-56	BEC
Gpr146	8.952442195064415e-56	0.4078627805884222	0.623	0.333	1.8847576553269113e-51	1.3730998076907622e-54	0.4544977403177423	0.605	0.333	2.8907870251313615e-50	1.3730998076907622e-54	1.790488439012886e-55	BEC
Serpinh1	1.4046538090784649e-55	0.38106484107669747	0.853	0.664	2.957217664252892e-51	8.922517409865195e-21	0.2710066345638058	0.87	0.691	1.8784575902989195e-16	8.922517409865195e-21	2.8093076181569167e-55	BEC
Uba1	1.4839997830429387e-55	0.3939514262215067	0.662	0.403	3.1242647432402985e-51	3.2748320338904313e-37	0.3303149343855671	0.67	0.507	6.894503880949525e-33	3.2748320338904313e-37	2.9679995660859005e-55	BEC
Nid1	3.799961896456584e-37	0.3318412876000534	0.729	0.528	8.000059780610046e-33	2.2743373743326225e-55	0.4318197661978822	0.768	0.538	4.78816247418247e-51	3.799961896456584e-37	4.548674748665274e-55	BEC
Calhm6	1.1370533708311743e-53	0.37428961751291967	0.295	0.013	2.3938384616108714e-49	2.8145189255964867e-55	0.44654187245247123	0.368	0.017	5.925406694058283e-51	1.1370533708311743e-53	5.6290378511929706e-55	BEC
Mycbp2	3.901733884287202e-55	0.44648574434569577	0.724	0.469	8.214320346589847e-51	1.831749813519214e-50	0.4365847679837619	0.725	0.507	3.8563828824020015e-46	1.831749813519214e-50	7.803467768574452e-55	BEC
Csrnp1	4.435675695130881e-55	0.45198427657232465	0.708	0.472	9.338428040959045e-51	1.1222158304497019e-31	0.3280883769362245	0.745	0.545	2.3626009878457575e-27	1.1222158304497019e-31	8.87135139026178e-55	BEC
Akap12	5.688094271690385e-55	0.5980678588755648	0.581	0.29	1.1975144870189766e-50	1.5565500187621387e-28	0.46769387594332174	0.543	0.342	3.2770047544999306e-24	1.5565500187621387e-28	1.1376188543380743e-54	BEC
Rpl10-ps3	7.116171095376515e-55	0.40055802033631194	0.627	0.369	1.4981675007096178e-50	3.760805431220985e-46	0.38403299725230305	0.64	0.443	7.91762367434954e-42	3.760805431220985e-46	1.4232342190752996e-54	BEC
Gng12	7.78922616244213e-55	0.41270887786968335	0.712	0.478	1.6398657839789415e-50	2.4218787404601593e-52	0.41621877217896863	0.722	0.513	5.0987813122907733e-48	2.4218787404601593e-52	1.5578452324884256e-54	BEC
Csf2rb	7.762043510121218e-37	0.3483879968482788	0.716	0.518	1.63414302018582e-32	9.094317491026398e-55	0.4674254222176688	0.738	0.497	1.9146266613857877e-50	7.762043510121218e-37	1.8188634982052936e-54	BEC
Tra2a	6.328434586730171e-43	0.3633529316482148	0.716	0.489	1.332325333544303e-38	9.784875545034618e-55	0.4589942901907116	0.747	0.503	2.0600098484961381e-50	6.328434586730171e-43	1.9569751090069192e-54	BEC
Slc25a22	2.834312816298805e-54	0.29963499004045707	0.411	0.104	5.967078772153874e-50	3.538053282127575e-41	0.2998185890754604	0.391	0.106	7.448663574863184e-37	3.538053282127575e-41	5.668625632597598e-54	BEC
Gnb4	3.457864010052908e-54	0.43400829803562346	0.692	0.466	7.279841100364388e-50	1.5343386618782725e-42	0.3786414817889563	0.711	0.516	3.230243184852327e-38	1.5343386618782725e-42	6.9157280201058e-54	BEC
Itgb1	3.611406361101813e-54	0.34241013391654995	0.876	0.684	7.603093812027646e-50	4.1825422791699316e-44	0.29093465066999435	0.894	0.756	8.805506260336458e-40	4.1825422791699316e-44	7.222812722203607e-54	BEC
Adar	4.285959155636478e-54	0.36419804815696233	0.551	0.263	9.023229810361477e-50	5.400033360835998e-51	0.4044208268896635	0.575	0.306	1.1368690234568026e-46	5.400033360835998e-51	8.571918311272955e-54	BEC
Gnl3	4.579290553673563e-54	0.4465072871089578	0.612	0.351	9.640780402648952e-50	1.3917562122625317e-30	0.33972108872909207	0.609	0.426	2.9300643536763077e-26	1.3917562122625317e-30	9.158581107347183e-54	BEC
