gene	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	max_pval	minimump_p_val	subtype
Mxra7	8.682295059678439e-7	-0.7313263689827094	0.149	1	0.018278835789141017	2.2782422530134106e-8	-0.684030277030069	0.11	0.833	4.7963834152691336e-4	8.682295059678439e-7	4.556484454122935e-8	Cxcl9+ TRC
Gusb	0.001682248840741694	-0.25284406465811493	0.15	0.75	1	2.8370551883240633e-8	-0.6787700451669836	0.112	0.833	5.97285228797865e-4	0.001682248840741694	5.674110296159302e-8	Cxcl9+ TRC
Mfap2	0.014622536101259622	-0.47507004647421575	0.135	0.5	1	3.404636202005036e-8	-0.5240115930029176	0.078	0.667	7.167780596081201e-4	0.014622536101259622	6.809272288094572e-8	Cxcl9+ TRC
Cdk5	3.6917621304825256e-8	-0.3420771087541738	0.065	0.75	7.772266813304861e-4	0.002923549214462769	-0.4563846800980461	0.055	0.333	1	0.002923549214462769	7.383524124673963e-8	Cxcl9+ TRC
Tm7sf3	3.897920747420024e-8	-0.7832884500913029	0.133	1	8.206292549543377e-4	0.0016268913098774788	-0.2768306713344473	0.102	0.5	1	0.0016268913098774788	7.79584134290217e-8	Cxcl9+ TRC
Lum	0.003512307925682856	-0.46781755750055043	0.166	0.75	1	5.0084986846889015e-8	-1.1696263760159809	0.171	1	0.0010544392280875544	0.003512307925682856	1.001699711852718e-7	Cxcl9+ TRC
Sfrp2	5.1858107503794615e-8	-1.2809663482316145	0.137	1	0.001091768737277388	9.632045203810113e-6	-0.9329094567506842	0.121	0.667	0.20278344767581433	9.632045203810113e-6	1.0371621231832562e-7	Cxcl9+ TRC
Rab30	5.8689204339254135e-8	-0.6239930403346073	0.132	1	0.0012355838189543173	3.5112557200403358e-6	-0.6780368471104588	0.108	0.667	0.07392246667400919	3.5112557200403358e-6	1.173784052340857e-7	Cxcl9+ TRC
Ankrd44	1.3285249724051642e-7	-0.38901767643927604	0.069	0.75	0.002796943624404592	6.854643685316175e-4	-0.32651358499438266	0.089	0.5	1	6.854643685316175e-4	2.657049768312466e-7	Cxcl9+ TRC
Iah1	2.3546917861221303e-7	-0.9379012379600391	0.171	1	0.004957332617322921	7.208200270503935e-5	-0.5267352122188053	0.139	0.667	1	7.208200270503935e-5	4.7093830177869225e-7	Cxcl9+ TRC
Fancl	7.039375158159644e-7	-0.30767741768184875	0.075	0.75	0.014819996520473498	4.1318391815365153e-7	-0.5413429262430591	0.049	0.5	0.008698761028888826	7.039375158159644e-7	8.263676655863528e-7	Cxcl9+ TRC
Tle5	6.200194487093696e-5	-0.8839827358462657	0.324	1	1	4.30859599013465e-7	-1.0028971487818161	0.286	1	0.009070887138030477	6.200194487093696e-5	8.617190123869359e-7	Cxcl9+ TRC
Gucy1a1	4.914846931766948e-7	-0.7617874384499272	0.088	0.75	0.010347227245448955	0.006139940880708594	-0.33349710272942534	0.068	0.333	1	0.006139940880708594	9.829691447961858e-7	Cxcl9+ TRC
Ccpg1	2.3866950912696598e-6	-0.5946258720182122	0.172	1	0.05024709175650015	5.350260101941916e-7	-0.3822444648488824	0.122	0.833	0.011263902592618315	2.3866950912696598e-6	1.0700517341355528e-6	Cxcl9+ TRC
Ramp1	1.6684868189064246e-4	-0.2677308732060305	0.058	0.5	1	6.008225528991528e-7	-0.3010932336392827	0.05	0.5	0.012649117206185863	1.6684868189064246e-4	1.201644744810565e-6	Cxcl9+ TRC
Idh2	9.005816356062569e-7	-0.69211064240591	0.172	1	0.018959945174418527	0.0037772088344116823	-0.5297533102730015	0.145	0.5	1	0.0037772088344116823	1.8011624601652324e-6	Cxcl9+ TRC
Gstm1	3.9629285164733205e-4	-1.1108943822243342	0.481	1	1	9.567655356341896e-7	-1.3890175424832605	0.358	1	0.020142784821706592	3.9629285164733205e-4	1.9135301558680904e-6	Cxcl9+ TRC
Gm15478	1.210462668244975e-6	-0.5346004480994486	0.09	0.75	0.025483870554561458	0.004360247333809901	-0.31044297436450424	0.064	0.333	1	0.004360247333809901	2.4209238712700776e-6	Cxcl9+ TRC
Myl9	1.9953061589356532e-6	-0.9236508254677553	0.179	1	0.04200718056407231	3.69134925190373e-5	-0.5831845844227646	0.177	0.833	0.7771397580032922	3.69134925190373e-5	3.990608336624639e-6	Cxcl9+ TRC
Dpep1	2.5873382103210163e-6	-0.4677921639803154	0.089	0.75	0.05447123134188835	7.127074691954564e-4	-0.2579135188395625	0.089	0.5	1	7.127074691954564e-4	5.174669726323021e-6	Cxcl9+ TRC
Ptpn13	7.522075363758576e-5	-0.2802417065753453	0.106	0.75	1	4.409257841502083e-6	-0.33224091634506925	0.094	0.667	0.09282810533714336	7.522075363758576e-5	8.818496241449452e-6	Cxcl9+ TRC
Nrp1	4.690859578497491e-6	-1.157138113532418	0.211	1	0.09875666670610768	2.6398270370314553e-5	-0.4703574528029192	0.172	0.833	0.5557627861062323	2.6398270370314553e-5	9.381697152831404e-6	Cxcl9+ TRC
H2-M2	6.3609259947940455e-6	-0.9415325828215895	0.11	0.75	0.13391657496839904	6.319140359871943e-5	-0.7189549190255273	0.084	0.5	1	6.319140359871943e-5	1.2721811528208578e-5	Cxcl9+ TRC
Loxl1	8.661423182683973e-6	-0.7051556140465871	0.182	1	0.18234894226504567	3.290754390114987e-5	-0.7242396539134068	0.183	0.833	0.6928025217509082	3.290754390114987e-5	1.7322771345116395e-5	Cxcl9+ TRC
Tmem205	1.217546709939363e-5	-0.6300790935200744	0.208	1	0.2563301088435341	1.1855332552988896e-4	-0.5844424056366118	0.185	0.833	1	1.1855332552988896e-4	2.435078595678816e-5	Cxcl9+ TRC
Spns2	1.3188039777988376e-5	-0.8229022389242342	0.24	1	0.2776478014459893	0.015398386557426811	-0.27850859143616746	0.224	0.667	1	0.015398386557426811	2.6375905631583588e-5	Cxcl9+ TRC
Suclg2	0.00396766942096128	-0.4073454786837378	0.318	1	1	1.3400352034598121e-5	-0.7434035767934182	0.246	1	0.28211761138439423	0.00396766942096128	2.6800524499761603e-5	Cxcl9+ TRC
Tnrc18	1.4567990154918297e-5	-0.7114571575183166	0.234	1	0.3066998967314949	0.0015239812491154392	-0.46512425698180876	0.193	0.667	1	0.0015239812491154392	2.913576808349944e-5	Cxcl9+ TRC
Lpl	3.79848928704246e-4	-1.339691654301007	0.522	1	1	1.655765065377947e-5	-1.173899070517852	0.5	1	0.34858821921401917	3.79848928704246e-4	3.3115027151763785e-5	Cxcl9+ TRC
Irak1bp1	1.773983648448992e-5	-0.5510550400071457	0.206	1	0.3734767775079663	1.9174702271404842e-4	-0.4395033374218365	0.154	0.667	1	1.9174702271404842e-4	3.5479358267181354e-5	Cxcl9+ TRC
Il11ra1	0.013069333343238594	-0.6718906631488203	0.594	1	1	1.783465864523974e-5	-0.9366996433763143	0.515	1	0.37547306845823225	0.013069333343238594	3.566899921543051e-5	Cxcl9+ TRC
Col6a2	0.003499295278838021	-0.6753721446678908	0.568	1	1	2.1273462019081123e-5	-0.9525900010222844	0.495	1	0.4478701958877149	0.003499295278838021	4.254647147797599e-5	Cxcl9+ TRC
Vps13b	5.685377217159359e-5	-0.4119210094746935	0.111	0.75	1	2.4401811623667267e-5	-0.30009442350919024	0.105	0.667	0.513731340113067	5.685377217159359e-5	4.8803027798924e-5	Cxcl9+ TRC
Asph	2.57396081373502e-5	-0.45890192227675997	0.183	1	0.5418959701156337	6.71141232855122e-4	-0.32470729920589797	0.15	0.667	1	6.71141232855122e-4	5.147855374727336e-5	Cxcl9+ TRC
Hmgn2	3.2674460303671284e-5	-0.6549090119779845	0.248	1	0.6878954127731916	0.003002946133556846	-0.36921531136461705	0.188	0.667	1	0.003002946133556846	6.534785298698642e-5	Cxcl9+ TRC
Ildr2	3.479823087130923e-5	-0.45347651351175244	0.17	1	0.7326071545336732	2.207373160845351e-4	-0.5289326503612026	0.156	0.667	1	2.207373160845351e-4	6.959525082574665e-5	Cxcl9+ TRC
Mustn1	3.7266365299158265e-5	-0.6424573749959679	0.197	1	0.7845687886431789	0.02428019719504602	-0.5234147352868697	0.186	0.5	1	0.02428019719504602	7.453134181633389e-5	Cxcl9+ TRC
Gucy1b1	3.62722996914433e-4	-0.31832166844463383	0.132	0.75	1	4.270257844275007e-5	-0.37603769243388174	0.115	0.667	0.8990173839552172	3.62722996914433e-4	8.540333337529442e-5	Cxcl9+ TRC
Col1a1	6.966353322831739e-4	-0.8953509829657766	0.83	1	1	4.319050579673505e-5	-0.8078663108855619	0.84	1	0.909289718538663	6.966353322831739e-4	8.637914617367914e-5	Cxcl9+ TRC
Dap	5.181967298839874e-5	-0.4564123327846042	0.205	1	1	0.018737168074514723	-0.3204314813020467	0.174	0.5	1	0.018737168074514723	1.036366606982888e-4	Cxcl9+ TRC
H3f3a	0.0037469881913050657	-0.4933293679202342	0.892	1	1	6.255247155790632e-5	-0.7272729135560945	0.804	1	1	0.0037469881913050657	1.2510103030411473e-4	Cxcl9+ TRC
Dpt	6.700754174602448e-5	-1.1392638177366363	0.14	0.75	1	0.019339856903459095	-0.27589638805027983	0.148	0.5	1	0.019339856903459095	1.3401059348139806e-4	Cxcl9+ TRC
Cygb	6.882521647488333e-5	-1.0543628491892878	0.337	1	1	0.006566153539615691	-0.6342139227661703	0.305	0.667	1	0.006566153539615691	1.3764569603934374e-4	Cxcl9+ TRC
Hlx	0.006742744271305765	-0.3387937862808533	0.11	0.5	1	8.528838911654537e-5	-0.3795662063498575	0.075	0.5	1	0.006742744271305765	1.7056950412377267e-4	Cxcl9+ TRC
Postn	0.011821911999501663	-0.5659539581246493	0.36	1	1	8.628024970595632e-5	-0.9742527580340239	0.425	1	1	0.011821911999501663	1.7255305513042322e-4	Cxcl9+ TRC
Gstm2	1.6794338359615166e-4	-1.0751816030407044	0.425	1	1	9.266783605925672e-5	-0.9677201165350815	0.322	0.833	1	1.6794338359615166e-4	1.8532708479067342e-4	Cxcl9+ TRC
Mxd4	9.305584206912562e-5	-0.7522466036074325	0.298	1	1	0.0024943084431466064	-0.46028878725209793	0.226	0.667	1	0.0024943084431466064	1.8610302474850792e-4	Cxcl9+ TRC
Fcgrt	9.72518338084483e-5	-0.7110654245070677	0.285	1	1	0.0022683276045578037	-0.40123882620749707	0.208	0.667	1	0.0022683276045578037	1.9449420969771736e-4	Cxcl9+ TRC
Hes1	1.1477887914335823e-4	-0.8156863035707101	0.291	1	1	0.0022054773760760474	-0.5253152319857626	0.214	0.667	1	0.0022054773760760474	2.2954458409561927e-4	Cxcl9+ TRC
Hexa	1.15570837354701e-4	-0.6289262232945968	0.251	1	1	0.0017663105076416597	-0.5007364637262484	0.22	0.833	1	0.0017663105076416597	2.3112831809095534e-4	Cxcl9+ TRC
Cxcl12	5.386825015648757e-4	-1.1891813087905556	0.814	1	1	1.2018749427986643e-4	-0.8314460775461017	0.828	1	1	5.386825015648757e-4	2.4036054352595144e-4	Cxcl9+ TRC
Aldh2	1.2110681880146279e-4	-0.8263931296138515	0.349	1	1	0.001079775371712373	-0.566769180079734	0.21	0.667	1	0.001079775371712373	2.4219897074136522e-4	Cxcl9+ TRC
Pcolce	7.863281147175678e-4	-0.8729339545154149	0.741	1	1	1.212106236679432e-4	-0.8847823038844738	0.651	1	1	7.863281147175678e-4	2.4240655532059666e-4	Cxcl9+ TRC
Rab2b	1.293860745162274e-4	-0.3503405271750353	0.119	0.75	1	4.292384958992073e-4	-0.314276736551901	0.087	0.5	1	4.292384958992073e-4	2.5875540827617594e-4	Cxcl9+ TRC
Clec3b	1.444729390438497e-4	-1.1063178532301974	0.363	1	1	0.0017345828710484774	-0.6541297642808523	0.303	0.833	1	0.0017345828710484774	2.889250056575832e-4	Cxcl9+ TRC
Dapk1	1.5007037930877266e-4	-0.6706555180174167	0.28	1	1	5.49953843898882e-4	-0.5681736390510732	0.273	0.833	1	5.49953843898882e-4	3.0011823749879964e-4	Cxcl9+ TRC
Thsd7a	1.6275681091715036e-4	-0.8146020999118839	0.306	1	1	0.016154422811471975	-0.2987215508806576	0.296	0.833	1	0.016154422811471975	3.254871320548008e-4	Cxcl9+ TRC
Gm12940	1.6478653660778185e-4	-0.323775839758588	0.117	0.75	1	3.6177550384823375e-4	-0.3015904524205087	0.084	0.5	1	3.6177550384823375e-4	3.2954591861291657e-4	Cxcl9+ TRC
Apoe	8.176807915499912e-4	-0.3407939094075636	0.995	1	1	1.6783396232575022e-4	-0.33182821360418346	0.992	1	1	8.176807915499912e-4	3.3563975641259043e-4	Cxcl9+ TRC
Serpinf1	2.1703910053590315e-4	-0.9307877665639177	0.42	1	1	0.006044868910652489	-0.5443341165885086	0.398	0.833	1	0.006044868910652489	4.3403109510064533e-4	Cxcl9+ TRC
Ei24	2.2169765601934532e-4	-0.5116719727437389	0.271	1	1	0.0022137567429949853	-0.36524713718326063	0.194	0.667	1	0.0022137567429949853	4.433461621880065e-4	Cxcl9+ TRC
Rnaseh2c	2.2750018409196975e-4	-0.5050259891071814	0.158	0.75	1	0.003425937534729195	-0.30306961251688225	0.114	0.5	1	0.003425937534729195	4.5494861185017767e-4	Cxcl9+ TRC
Igfbp7	9.187780921755622e-4	-0.3508844042432755	0.979	1	1	2.3883526327409365e-4	-0.35904768545600296	0.971	1	1	9.187780921755622e-4	4.7761348426520443e-4	Cxcl9+ TRC
Ogn	2.4161550066040233e-4	-0.5682838395336612	0.138	0.75	1	9.269748015743611e-4	-0.590271572267391	0.107	0.5	1	9.269748015743611e-4	4.831726232706453e-4	Cxcl9+ TRC
Nfic	2.4298869612337915e-4	-0.8734394042987552	0.43	1	1	0.015149246477432661	-0.3994490359676966	0.395	0.833	1	0.015149246477432661	4.8591834874031484e-4	Cxcl9+ TRC
Ctsa	2.500827954079491e-4	-0.533082190473919	0.263	1	1	0.00782280964088508	-0.3208576013028225	0.226	0.667	1	0.00782280964088508	5.001030494113387e-4	Cxcl9+ TRC
Cdc42ep5	2.526569030636345e-4	-0.412802374535732	0.215	1	1	5.63967935840755e-4	-0.5897289342800431	0.159	0.667	1	5.63967935840755e-4	5.05249970616603e-4	Cxcl9+ TRC
Mmp23	8.495054438004231e-4	-0.7729422927424442	0.467	1	1	2.6468291057147155e-4	-0.7185414737251306	0.4	1	1	8.495054438004231e-4	5.292957640997949e-4	Cxcl9+ TRC
Adam12	0.001798558299704216	-0.4956398916699257	0.299	1	1	2.7812281411040545e-4	-0.6162959120051068	0.268	0.833	1	0.001798558299704216	5.561682759210819e-4	Cxcl9+ TRC
Igfbp4	0.001600211217015233	-0.8922065312803975	0.68	1	1	2.796580111910506e-4	-0.7905428360846687	0.662	1	1	0.001600211217015233	5.592378137788778e-4	Cxcl9+ TRC
Fam114a1	0.001088700348731742	-0.5219249291477179	0.313	1	1	2.8757886299056104e-4	-0.5419700543649917	0.241	0.833	1	0.001088700348731742	5.750750243786833e-4	Cxcl9+ TRC
Zbtb20	3.176592553802863e-4	-0.7557776863734468	0.345	1	1	0.047232339617681154	-0.26372028984425316	0.36	0.833	1	0.047232339617681154	6.35217603358044e-4	Cxcl9+ TRC
Psap	0.0011530264961445674	-0.66561199475141	0.796	1	1	3.882295069932792e-4	-0.566667952562306	0.771	1	1	0.0011530264961445674	7.763082918364583e-4	Cxcl9+ TRC
H2afv	3.882916047773264e-4	-0.3969841651428071	0.149	0.75	1	0.007686806254121912	-0.2797300243063499	0.132	0.5	1	0.007686806254121912	7.76432439184312e-4	Cxcl9+ TRC
Stn1	0.0029286068825566097	-0.4908337776732052	0.21	0.75	1	4.342815849244531e-4	-0.3066163861192742	0.138	0.667	1	0.0029286068825566097	8.683745693539019e-4	Cxcl9+ TRC
Rpp21	4.417257250785287e-4	-0.6293569924428729	0.296	1	1	0.0034124434926566674	-0.6470472209093342	0.25	0.667	1	0.0034124434926566674	8.832563285408613e-4	Cxcl9+ TRC
Col5a1	4.4178456589022354e-4	-0.7351615286092379	0.404	1	1	0.03718460481700613	-0.4385907249832827	0.453	0.833	1	0.03718460481700613	8.833739581777886e-4	Cxcl9+ TRC
Ifi27	6.335254416293542e-4	-0.8619541684820566	0.586	1	1	4.613832500154252e-4	-0.7529639304124954	0.363	0.833	1	6.335254416293542e-4	9.225536255274554e-4	Cxcl9+ TRC
Bace1	4.749311393765177e-4	-0.35652102026212984	0.227	1	1	0.015174977766535376	-0.2751688656983934	0.154	0.5	1	0.015174977766535376	9.496367191658864e-4	Cxcl9+ TRC
Gxylt2	5.040162454300072e-4	-0.4544661658375563	0.142	0.75	1	0.00970200916894554	-0.3215984900707348	0.136	0.5	1	0.00970200916894554	0.0010077784584843568	Cxcl9+ TRC
Slc29a1	5.098817748512368e-4	-0.5323065886455134	0.247	1	1	0.0011625233574886202	-0.5974930618234219	0.179	0.667	1	0.0011625233574886202	0.0010195035702781478	Cxcl9+ TRC
Adamts2	0.0012465719262291658	-0.541147786942402	0.307	1	1	5.1917833445416e-4	-0.7129760926458719	0.273	0.833	1	0.0012465719262291658	0.0010380871227653537	Cxcl9+ TRC
Gstt1	0.01643823265895868	-0.5597794132107281	0.319	0.75	1	5.639189989570738e-4	-0.6670452835494651	0.253	0.833	1	0.01643823265895868	0.0011275199932767627	Cxcl9+ TRC
Bnip3l	5.999044023829912e-4	-0.5433698678689542	0.303	1	1	0.030159788378519462	-0.28730333387191426	0.28	0.667	1	0.030159788378519462	0.0011994489194739845	Cxcl9+ TRC
Ndn	6.144781632624051e-4	-0.6774587115130654	0.298	1	1	0.012454368599281292	-0.4124129173013081	0.235	0.667	1	0.012454368599281292	0.001228578743111684	Cxcl9+ TRC
Cotl1	6.307195517038872e-4	-0.6066195463023479	0.375	1	1	0.006981375492403743	-0.42632589527791664	0.327	0.833	1	0.006981375492403743	0.0012610412962548725	Cxcl9+ TRC
Ecm2	6.792155784805804e-4	-0.7101055636163593	0.179	0.75	1	0.011536311545327802	-0.37325577113545505	0.159	0.5	1	0.011536311545327802	0.0013579698231591104	Cxcl9+ TRC
Oat	7.149281025410552e-4	-0.6602812571389207	0.86	1	1	6.885189379475643e-4	-0.5811466633463341	0.753	1	1	7.149281025410552e-4	0.0013765638175672163	Cxcl9+ TRC
Rcn3	7.290859912381556e-4	-0.7488036260176014	0.753	1	1	0.003988372458372378	-0.5872552379449374	0.687	0.833	1	0.003988372458372378	0.0014576404160936917	Cxcl9+ TRC
Chrdl1	7.641011253704329e-4	-0.7095384087079644	0.356	1	1	0.0039419965373170985	-0.5371762817176053	0.383	0.833	1	0.0039419965373170985	0.0015276184002110738	Cxcl9+ TRC
Myl12b	7.689526630940961e-4	-0.7548310083216705	0.506	1	1	0.0013929887544212446	-0.5715341172255379	0.387	0.833	1	0.0013929887544212446	0.0015373140379901134	Cxcl9+ TRC
Ube2e3	0.040975079414519625	-0.2981662648837342	0.308	0.75	1	7.834044921972157e-4	-0.46842766183105483	0.234	0.833	1	0.040975079414519625	0.0015661952617960363	Cxcl9+ TRC
H2-M3	7.899345998510349e-4	-0.7282398361273652	0.517	1	1	0.005403828250034054	-0.5626095592913694	0.399	0.833	1	0.005403828250034054	0.0015792452030300285	Cxcl9+ TRC
Rcbtb2	0.005380493087404318	-0.3660609823113308	0.207	0.75	1	8.201091826172701e-4	-0.3147584084439707	0.154	0.667	1	0.005380493087404318	0.0016395457861631273	Cxcl9+ TRC
Tmem176a	8.379531467108411e-4	-0.563441409519976	0.907	1	1	0.0018395887702711317	-0.47801700086177656	0.872	1	1	0.0018395887702711317	0.0016752041279455988	Cxcl9+ TRC
Eci1	0.01062621059627083	-0.28682424943720297	0.205	0.75	1	8.397862819339977e-4	-0.29699202447019635	0.149	0.667	1	0.01062621059627083	0.0016788673228686712	Cxcl9+ TRC
Tmem176b	0.0010548525413624256	-0.46250475305102823	0.935	1	1	8.427572551665122e-4	-0.5051131366860964	0.903	1	1	0.0010548525413624256	0.0016848042705418888	Cxcl9+ TRC
Nedd4	8.590996355412835e-4	-0.5955960056135621	0.876	1	1	0.0012618214518149533	-0.46082896463251943	0.838	1	1	0.0012618214518149533	0.0017174612188987795	Cxcl9+ TRC
Lrp1	0.01419552059392626	-0.5358642776030764	0.55	1	1	8.976365453222409e-4	-0.6445702264013867	0.526	1	1	0.01419552059392626	0.0017944673392769838	Cxcl9+ TRC
Gm17056	0.01244479220675024	-0.4219355262299105	0.205	0.75	1	9.14712530305821e-4	-0.31729508185877936	0.092	0.5	1	0.01244479220675024	0.0018285883615985442	Cxcl9+ TRC
Nr2f1	0.006074144785569136	-0.3837928288006728	0.19	0.75	1	9.256393767856601e-4	-0.26494390509206156	0.142	0.667	1	0.006074144785569136	0.001850421945315464	Cxcl9+ TRC
Grcc10	9.266116645625122e-4	-0.628585345768395	0.463	1	1	0.003569083689428001	-0.49456038304183697	0.419	0.833	1	0.003569083689428001	0.0018523647199481204	Cxcl9+ TRC
Tprgl	0.005329610461551843	-0.4983218254179751	0.444	1	1	9.580517334941999e-4	-0.6029545356997537	0.314	1	1	0.005329610461551843	0.0019151856038643485	Cxcl9+ TRC
Nfia	9.765491762028092e-4	-0.7636665943151678	0.514	1	1	0.007728310056288859	-0.6048525269596932	0.533	0.833	1	0.007728310056288859	0.0019521447041120756	Cxcl9+ TRC
Cd81	0.0010007913625854582	-0.7507390922565933	0.775	1	1	0.0013503948054241744	-0.6515878139751277	0.701	1	1	0.0013503948054241744	0.002000581141819492	Cxcl9+ TRC
Srpx	0.001018746076170106	-0.8272352977323081	0.454	1	1	0.014523044486839314	-0.4288015047685744	0.404	0.833	1	0.014523044486839314	0.0020364543087725	Cxcl9+ TRC
Igfbp3	0.0023382624581276394	-0.8182283755529423	0.805	1	1	0.001034884849328596	-0.8200442433698836	0.777	1	1	0.0023382624581276394	0.0020686987120058214	Cxcl9+ TRC
Nucb1	0.0010412484304200334	-0.66621610937898	0.685	1	1	0.009791457051059022	-0.5146820002217058	0.593	1	1	0.009791457051059022	0.002081412662546215	Cxcl9+ TRC
Tgfbr3	0.014831065345617409	-0.32786971863575864	0.219	0.75	1	0.001094049332542059	-0.37152614885296675	0.219	0.833	1	0.014831065345617409	0.0021869017211420816	Cxcl9+ TRC
Tspan3	0.0011144957815724399	-0.6084149274040069	0.457	1	1	0.009199736779453148	-0.35864936675987874	0.353	0.833	1	0.009199736779453148	0.0022277494622977376	Cxcl9+ TRC
Vtn	0.0011335770910024408	-0.8802219052509377	0.631	1	1	0.037669445963055236	-0.4306470519325043	0.517	0.833	1	0.037669445963055236	0.002265869184983637	Cxcl9+ TRC
Gas6	0.0011683977115598682	-0.9669929296600412	0.446	1	1	0.005508482852808978	-0.6140006875448416	0.415	1	1	0.005508482852808978	0.0023354302699073576	Cxcl9+ TRC
Timp2	0.0012906117478083514	-0.7311762462656234	0.674	1	1	0.008830222126116984	-0.5413715058358654	0.63	0.833	1	0.008830222126116984	0.002579557816933121	Cxcl9+ TRC
Des	0.003194823924785345	-0.5465049933244821	0.818	1	1	0.0013667683324428304	-0.5357882230981816	0.825	1	1	0.003194823924785345	0.0027316686092110918	Cxcl9+ TRC
Ctsl	0.004886578477477473	-0.38404131198414526	0.92	1	1	0.0013693994077990164	-0.5006004728166402	0.873	1	1	0.004886578477477473	0.002736923560859954	Cxcl9+ TRC
Tpm2	0.002381914666405778	-0.9125062257678017	0.51	1	1	0.001429433318238705	-0.6781187292362044	0.447	1	1	0.002381914666405778	0.0028568233568661205	Cxcl9+ TRC
mt-Nd4l	0.02868982588388761	-0.4078807304923635	0.819	1	1	0.00150509460094198	-0.6332430719850299	0.706	1	1	0.02868982588388761	0.0030079238921261746	Cxcl9+ TRC
Ech1	0.01215688142870555	-0.4875711130368733	0.267	0.75	1	0.0016754152337245772	-0.5933981919746898	0.194	0.667	1	0.01215688142870555	0.0033480234512437575	Cxcl9+ TRC
Col6a1	0.001685812085564548	-0.6813205779727792	0.706	1	1	0.007023305255721247	-0.6093771394542133	0.627	0.833	1	0.007023305255721247	0.003368782208741259	Cxcl9+ TRC
Tnfsf12	0.001729860429244401	-0.559894366322615	0.334	1	1	0.005738347272593569	-0.40913135399557843	0.255	0.667	1	0.005738347272593569	0.003456728441384136	Cxcl9+ TRC
Mxra8	0.009417687294006162	-0.2815903021015987	0.109	0.5	1	0.0018147600708650856	-0.4015711803647007	0.112	0.5	1	0.009417687294006162	0.0036262267876153663	Cxcl9+ TRC
Sox4	0.0019791054086126976	-0.6935846945446813	0.333	1	1	0.016160188523424088	-0.6774088519552253	0.309	0.667	1	0.016160188523424088	0.003954293959006995	Cxcl9+ TRC
Dcaf8	0.002061213181263067	-0.6014869305190382	0.422	1	1	0.0074390490551239	-0.3734230207356946	0.326	0.833	1	0.0074390490551239	0.00411817776274752	Cxcl9+ TRC
Gpx4	0.0020660192553998086	-0.7018574302014168	0.667	1	1	0.03521712526373323	-0.42571401037500367	0.601	0.833	1	0.03521712526373323	0.004127770075235934	Cxcl9+ TRC
Fbln1	0.002235395329252663	-0.6763281034602711	0.092	0.5	1	0.04851075662918789	-0.44139491043877055	0.102	0.333	1	0.04851075662918789	0.0044657936662272826	Cxcl9+ TRC
Fmod	0.0053904256235329	-0.6774322541631875	0.457	1	1	0.0022863042708820562	-0.6911871045399023	0.363	0.833	1	0.0053904256235329	0.0045673813545450605	Cxcl9+ TRC
Gsn	0.002348758674632843	-0.8863872571536546	0.774	1	1	0.019985899673698838	-0.5757019037708115	0.727	1	1	0.019985899673698838	0.004692000681954023	Cxcl9+ TRC
Tecr	0.003670411188372545	-0.46655518956070646	0.364	1	1	0.0024079979147732687	-0.3490669881124808	0.255	0.833	1	0.003670411188372545	0.004810197375588986	Cxcl9+ TRC
Tcn2	0.002444218348175467	-0.5383712946670565	0.208	0.75	1	0.02305079489840012	-0.27222418538557347	0.161	0.5	1	0.02305079489840012	0.004882462493017378	Cxcl9+ TRC
Col1a2	0.00254421416874301	-0.5774136234180633	0.889	1	1	0.0028286705972809015	-0.45424949829966543	0.905	1	1	0.0028286705972809015	0.005081955311749587	Cxcl9+ TRC
Pla2g15	0.019334029193529022	-0.3192395214113952	0.129	0.5	1	0.0026467454995638957	-0.3061052841445913	0.118	0.5	1	0.019334029193529022	0.005286485737388331	Cxcl9+ TRC
Acta2	0.002750731305431047	-0.8496842132532412	0.546	1	1	0.003197747634893716	-0.6508913890253326	0.477	1	1	0.003197747634893716	0.005493896088147416	Cxcl9+ TRC
Fkbp9	0.0029530368461956366	-0.6351517222376628	0.522	1	1	0.03205685979503081	-0.3390005504066591	0.419	0.833	1	0.03205685979503081	0.005897353265776285	Cxcl9+ TRC
Smim27	0.009613006069671814	-0.302721044131545	0.21	0.75	1	0.0029917057091140985	-0.28247808753019	0.165	0.667	1	0.009613006069671814	0.00597446111517825	Cxcl9+ TRC
Abcc9	0.01763549230209858	-0.5606240632668477	0.498	1	1	0.0030991139581822377	-0.5873824613377944	0.474	1	1	0.01763549230209858	0.0061886234090386735	Cxcl9+ TRC
Oaz1	0.00477995385331013	-0.3238367521562513	0.921	1	1	0.003269341957492421	-0.3689029756695119	0.887	1	1	0.00477995385331013	0.0065279953181498224	Cxcl9+ TRC
Erp29	0.003421984274459818	-0.5447793362823485	0.66	1	1	0.04296818877822522	-0.3321999960326467	0.573	0.833	1	0.04296818877822522	0.006832258572544986	Cxcl9+ TRC
Myc	0.003826278688567945	-0.6319951117598736	0.375	1	1	0.006470510302406496	-0.3832066120370067	0.306	0.833	1	0.006470510302406496	0.007637916968533302	Cxcl9+ TRC
Ftl1	0.00387219783083763	-0.37296273176859596	0.942	1	1	0.0070790762508917	-0.4110156961159568	0.917	1	1	0.0070790762508917	0.007729401745634116	Cxcl9+ TRC
Rfc1	0.003920218569453714	-0.5140383237851309	0.335	1	1	0.049368122911986535	-0.26310510673979404	0.274	0.667	1	0.049368122911986535	0.00782506902527514	Cxcl9+ TRC
