gene	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	max_pval	minimump_p_val	subtype
Cfap20	5.607361287064178e-17	-0.2756088162793338	0.311	0.782	1.1805177717656214e-12	6.9171813496480815e-6	-0.2524168287731925	0.193	0.545	0.14562741895414105	6.9171813496480815e-6	1.1214722574128415e-16	CD34+ SC
Tax1bp3	6.879038809653137e-17	-0.2966605752054935	0.311	0.742	1.448244040596275e-12	3.473036164200856e-9	-0.3061992708991377	0.193	0.697	7.311783036492062e-5	3.473036164200856e-9	1.3758077619306282e-16	CD34+ SC
Prlr	6.99713406923896e-17	-0.40544604995470945	0.126	0.444	1.4731066355968782e-12	4.743050015086376e-8	-0.32910306716822196	0.091	0.394	9.985543196761348e-4	4.743050015086376e-8	1.399426813847791e-16	CD34+ SC
Emilin2	7.356742805982917e-17	-0.41085501846826944	0.332	0.71	1.5488150629435835e-12	3.263987500825839e-4	-0.25916460614494463	0.221	0.515	1	3.263987500825839e-4	1.4713485611965885e-16	CD34+ SC
Sdhd	9.588728304266312e-17	-0.26672808633182427	0.313	0.734	2.0187149698971866e-12	2.8174006642193055e-9	-0.2858921591276232	0.196	0.697	5.931473618380904e-5	2.8174006642193055e-9	1.91774566085326e-16	CD34+ SC
Rexo2	1.0752313774542382e-16	-0.38131442336402244	0.507	0.847	2.2636846189544077e-12	2.6631095575111503e-6	-0.351008002304347	0.378	0.848	0.05606644551428225	2.6631095575111503e-6	2.1504627549084858e-16	CD34+ SC
Ctsa	1.1139707855469806e-16	-0.29261400581869745	0.338	0.782	2.3452426948120583e-12	4.532686317231378e-15	-0.49177474601528504	0.235	0.879	9.542664503667221e-11	4.532686317231378e-15	2.227941571093964e-16	CD34+ SC
Trappc2l	1.1263754638280416e-16	-0.2731606054366589	0.303	0.734	2.371358263997176e-12	1.8368010736144403e-8	-0.2953570023068151	0.211	0.697	3.867017300280481e-4	1.8368010736144403e-8	2.252750927656092e-16	CD34+ SC
Klf9	1.5771762221026508e-16	-0.4120806012727044	0.761	0.96	3.320429100392711e-12	1.417919776155073e-8	-0.4818984066121892	0.67	1	2.9851465047392754e-4	1.417919776155073e-8	3.1543524442053066e-16	CD34+ SC
Ralbp1	1.683238239837922e-16	-0.3565529718248033	0.478	0.863	3.5437214663307774e-12	2.2196363024362195e-6	-0.3627263492511638	0.394	0.879	0.04673000307518973	2.2196363024362195e-6	3.3664764796758555e-16	CD34+ SC
Nnmt	1.7442518396193102e-16	-0.3813474808731968	0.396	0.798	3.672173397950534e-12	3.0407162825902924e-8	-0.3783468687488954	0.311	0.848	6.401619989737342e-4	3.0407162825902924e-8	3.488503679238634e-16	CD34+ SC
Add1	2.1984500949074236e-16	-0.3069075362363954	0.392	0.806	4.628396984808599e-12	1.0793730544600871e-7	-0.34842394248772607	0.279	0.758	0.0022724040915548215	1.0793730544600871e-7	4.396900189814863e-16	CD34+ SC
Tmem158	2.3043253448866965e-16	-0.39606693792621084	0.365	0.734	4.851296148589962e-12	3.717665400910564e-11	-0.5005357656392024	0.271	0.818	7.82680096853701e-7	3.717665400910564e-11	4.608650689773389e-16	CD34+ SC
Lamtor2	2.6220309140361083e-16	-0.3306425080180603	0.515	0.871	5.520161683320219e-12	1.5978772203152518e-5	-0.3192346085949104	0.34	0.758	0.33640109119296996	1.5978772203152518e-5	5.24406182807222e-16	CD34+ SC
Uqcrh	2.753158652693943e-16	-0.27278528739360564	0.858	0.927	5.7962249115165575e-12	5.577896334275036e-7	-0.37021474704264246	0.728	1	0.011743145152549234	5.577896334275036e-7	5.506317305387896e-16	CD34+ SC
Jmjd1c	2.9383714818488675e-16	-0.4470691490761228	0.493	0.831	6.186153480736421e-12	2.5115868371288645e-7	-0.49908238739990707	0.366	0.848	0.005287643768207399	2.5115868371288645e-7	5.876742963697762e-16	CD34+ SC
Smpd3	3.4504608002841533e-16	-0.46644392215359964	0.085	0.363	7.264255122838228e-12	9.02511936075482e-6	-0.35442665759478575	0.054	0.242	0.19000583790197123	9.02511936075482e-6	6.900921600568324e-16	CD34+ SC
Gpx8	3.919368318245784e-16	-0.3519474833897963	0.676	0.911	8.25144612040285e-12	1.2853420348032512e-10	-0.549120725240128	0.464	0.909	2.7060305858712847e-6	1.2853420348032512e-10	7.838736636491575e-16	CD34+ SC
Os9	3.926001113673115e-16	-0.33675692529240386	0.542	0.879	8.265410144616008e-12	1.7411627345921193e-7	-0.38058695088951405	0.347	0.818	0.0036656699051367887	1.7411627345921193e-7	7.852002227346262e-16	CD34+ SC
Lix1l	4.115433387019573e-16	-0.26637397475415064	0.326	0.798	8.664221909692308e-12	3.160599546902298e-9	-0.3697748932920925	0.261	0.788	6.654010226093408e-5	3.160599546902298e-9	8.230866774039132e-16	CD34+ SC
Tpi1	4.589691485869637e-16	-0.31986124127084	0.373	0.806	9.662677485201348e-12	4.297836697718599e-8	-0.4205144904963623	0.305	0.818	9.048235599706967e-4	4.297836697718599e-8	9.179382971739293e-16	CD34+ SC
Eif4ebp2	4.838590165124127e-16	-0.26480823685204713	0.264	0.702	1.0186683874635826e-11	1.8019345700853538e-9	-0.3125726134755563	0.166	0.606	3.793612850400695e-5	1.8019345700853538e-9	9.677180330248296e-16	CD34+ SC
Smoc2	5.560571439463242e-16	-0.5442135491646829	0.452	0.855	1.1706671051501965e-11	6.181902109226764e-4	-0.35272366728870574	0.424	0.758	1	6.181902109226764e-4	1.1121142878926516e-15	CD34+ SC
2310039H08Rik	5.644251510840342e-16	-0.31614219634623086	0.295	0.71	1.1882842705772171e-11	5.0468917209973465e-14	-0.44357560092172166	0.175	0.727	1.0625221140215715e-9	5.0468917209973465e-14	1.1288503021680703e-15	CD34+ SC
Mmp23	5.685275732862054e-16	-0.4174286010801197	0.553	0.823	1.1969211000394483e-11	1.1255351133594003e-12	-0.6170968772881192	0.369	0.909	2.3695890741555455e-8	1.1255351133594003e-12	1.1370551465724095e-15	CD34+ SC
Nbl1	5.766770707045729e-16	-0.39520947729488765	0.425	0.847	1.2140782369543372e-11	2.9124837624696495e-8	-0.4665493316729794	0.403	0.909	6.131652065127353e-4	2.9124837624696495e-8	1.1533541414091475e-15	CD34+ SC
Mbtps1	5.885252583196535e-16	-0.27210762985330367	0.328	0.766	1.2390222263403665e-11	7.314192022678447e-7	-0.2701863424963945	0.24	0.697	0.015398568465344934	7.314192022678447e-7	1.1770505166393123e-15	CD34+ SC
Etfa	7.692771854987444e-16	-0.3097369326924264	0.402	0.806	1.6195592586305064e-11	2.625316610739156e-6	-0.33267452465040465	0.272	0.667	0.055270790605891455	2.625316610739156e-6	1.5385543709974936e-15	CD34+ SC
Ltbp3	8.005786763190537e-16	-0.28053037727101904	0.344	0.798	1.6854582872545036e-11	4.6612870878881e-11	-0.4242513509834746	0.243	0.788	9.813407706130817e-7	4.6612870878881e-11	1.6011573526381087e-15	CD34+ SC
Lars2	8.049232415682471e-16	-0.35648043223105386	0.581	0.935	1.6946049004736304e-11	4.352388746672798e-4	-0.2618856096838381	0.519	0.879	1	4.352388746672798e-4	1.609846483136494e-15	CD34+ SC
Pdia5	9.273363177819701e-16	-0.28133600601013714	0.283	0.702	1.9523211498263816e-11	1.148756683917773e-9	-0.28112410054301945	0.122	0.515	2.4184774466520877e-5	1.148756683917773e-9	1.8546726355639438e-15	CD34+ SC
Hdlbp	9.334854894180833e-16	-0.28964480647697544	0.837	0.935	1.9652670008718908e-11	1.1786753478117922e-4	-0.2849479398111886	0.76	1	1	1.1786753478117922e-4	1.8669709788361693e-15	CD34+ SC
Micos13	1.065073425754985e-15	-0.312327793746577	0.491	0.887	2.24229908324197e-11	3.322147561435409e-8	-0.35505146296766216	0.294	0.818	6.994117261089966e-4	3.322147561435409e-8	2.1301468515099692e-15	CD34+ SC
Tmem165	1.1088019461691666e-15	-0.3056501611875275	0.384	0.782	2.3343607372699465e-11	1.886459121783689e-11	-0.3880905313018501	0.249	0.848	3.9715623890912004e-7	1.886459121783689e-11	2.2176038923383408e-15	CD34+ SC
Lamb1	1.1111187059138212e-15	-0.44409484641791297	0.629	0.839	2.3392382115603678e-11	7.06131982618259e-5	-0.3720268187515924	0.395	0.758	1	7.06131982618259e-5	2.222237411827646e-15	CD34+ SC
Rap2b	1.212732227841458e-15	-0.2627162578779803	0.247	0.677	2.5531651592746212e-11	6.632962195905678e-10	-0.3269662584450001	0.164	0.636	1.3964375311040223e-5	6.632962195905678e-10	2.4254644556829218e-15	CD34+ SC
mt-Nd3	1.2591638761855442e-15	-0.3278640492793097	0.849	0.952	2.6509177085334263e-11	1.4049317315953832e-7	-0.439401344090545	0.68	0.97	0.0029578027745277603	1.4049317315953832e-7	2.5183277523710907e-15	CD34+ SC
Mlec	1.506612526820047e-15	-0.3030891252294236	0.425	0.823	3.171871352714245e-11	5.118228280501979e-8	-0.346827385399669	0.3	0.848	0.0010775405998940816	5.118228280501979e-8	3.0132250536400897e-15	CD34+ SC
Mrpl42	1.5101912853248148e-15	-0.2557690428007024	0.324	0.782	3.1794057129943325e-11	4.824463488350001e-7	-0.29435653631201286	0.215	0.636	0.010156942982023258	4.824463488350001e-7	3.0203825706496237e-15	CD34+ SC
Ctsf	1.6224919149134652e-15	-0.28736485635190023	0.34	0.774	3.415832228467318e-11	2.255620031892259e-13	-0.48564507797841927	0.235	0.818	4.748756853142773e-9	2.255620031892259e-13	3.244983829826925e-15	CD34+ SC
Opcml	1.9054917875536845e-15	-0.2710748811603661	0.142	0.452	4.011631860336772e-11	4.0406891562168844e-11	-0.31486703912052083	0.041	0.303	8.506862880583406e-7	4.0406891562168844e-11	3.810983575107385e-15	CD34+ SC
Oat	2.3114206980324652e-15	-0.32215780660327964	0.765	0.911	4.866233995567749e-11	1.2965378396513436e-10	-0.5059885564495205	0.666	0.97	2.7296011138179736e-6	1.2965378396513436e-10	4.622841396064932e-15	CD34+ SC
Pik3r1	2.513669784318807e-15	-0.3549118669099925	0.437	0.879	5.292028996926384e-11	1.545583828488517e-6	-0.3933077029752923	0.425	0.879	0.03253917634116875	1.545583828488517e-6	5.027339568637614e-15	CD34+ SC
Cdk4	2.954905742261282e-15	-0.3001212276439989	0.466	0.839	6.220963059182677e-11	3.032284037721692e-5	-0.28468160286292987	0.359	0.788	0.6383867584615478	3.032284037721692e-5	5.909811484522565e-15	CD34+ SC
Fkbp3	3.1622562313604866e-15	-0.2942843613865171	0.351	0.774	6.657498043883232e-11	1.1173957176353068e-6	-0.2694383152215085	0.225	0.667	0.023524532043376113	1.1173957176353068e-6	6.324512462720971e-15	CD34+ SC
Arpc1a	4.686376926671542e-15	-0.2947111921394965	0.507	0.871	9.866229343721596e-11	2.0411670062883575e-6	-0.30357189003462304	0.331	0.848	0.04297268898338879	2.0411670062883575e-6	9.372753853343079e-15	CD34+ SC
Ncor1	5.134502516728292e-15	-0.3400842992300941	0.612	0.895	1.0809668148468074e-10	0.0019214590001435823	-0.2580728034447062	0.506	0.879	1	0.0019214590001435823	1.0269005033456592e-14	CD34+ SC
Cygb	5.2148763891049654e-15	-0.46000025770290964	0.513	0.887	1.0978879261982683e-10	1.8899032316873205e-8	-0.5954827479952365	0.595	0.879	3.978813273671316e-4	1.8899032316873205e-8	1.0429752778209909e-14	CD34+ SC
Atp6v0b	5.708729046634917e-15	-0.29037789665423186	0.462	0.839	1.201858726188049e-10	2.433928638041513e-5	-0.2913858314448761	0.341	0.758	0.5124149961668797	2.433928638041513e-5	1.141745809326982e-14	CD34+ SC
Rab2a	5.789751653053013e-15	-0.27771706246715877	0.843	0.935	1.218916415517251e-10	1.7290891474719602e-7	-0.3646494802159802	0.704	0.97	0.0036402513821727177	1.7290891474719602e-7	1.1579503306105978e-14	CD34+ SC
Fkbp11	6.591740120439838e-15	-0.36321665014894416	0.447	0.823	1.3877590475561992e-10	2.03471323139933e-8	-0.381356811667826	0.22	0.667	4.2836817660650095e-4	2.03471323139933e-8	1.3183480240879654e-14	CD34+ SC
Ccdc186	6.7105570508828715e-15	-0.25949091163280535	0.338	0.774	1.412773575922371e-10	5.177352321464852e-6	-0.2826863252800246	0.239	0.636	0.10899879842379952	5.177352321464852e-6	1.3421114101765721e-14	CD34+ SC
Sox9	6.796771522198446e-15	-0.3057805014835977	0.163	0.5	1.4309243085684387e-10	2.79882912294123e-4	-0.25446343505680874	0.128	0.364	1	2.79882912294123e-4	1.3593543044396808e-14	CD34+ SC
Timm8b	7.55472876172418e-15	-0.2831504348258675	0.367	0.766	1.5904970462057917e-10	1.4821388857286591e-6	-0.26301775141096023	0.253	0.727	0.03120346996124546	1.4821388857286591e-6	1.5109457523448264e-14	CD34+ SC
Spock2	7.556999298358389e-15	-0.2830968913535774	0.196	0.548	1.5909750622833917e-10	9.632498735638049e-8	-0.30475990107918355	0.108	0.424	0.0020279299588138785	9.632498735638049e-8	1.5113998596716696e-14	CD34+ SC
Gng10	7.872761505900184e-15	-0.3441767438663279	0.503	0.847	1.6574524798371658e-10	1.1297534026815773e-6	-0.32156340708645464	0.309	0.788	0.023784698386655246	1.1297534026815773e-6	1.5745523011800287e-14	CD34+ SC
mt-Atp8	9.196694136192837e-15	-0.31788072805624845	0.41	0.79	1.9361800164926782e-10	8.377173156898436e-15	-0.5525893558089682	0.264	0.909	1.7636462647218279e-10	9.196694136192837e-15	1.675434631379679e-14	CD34+ SC
Ndufa13	8.880409029961096e-15	-0.260208949023362	0.858	0.927	1.8695925130777096e-10	1.3622233462742622e-8	-0.4261023175488179	0.689	0.97	2.867888810911204e-4	1.3622233462742622e-8	1.776081805992204e-14	CD34+ SC
Cntln	9.3220955878099e-15	-0.25812026388930476	0.19	0.548	1.9625807841016182e-10	1.9381684964730413e-11	-0.2669040504682021	0.112	0.545	4.0804261356246937e-7	1.9381684964730413e-11	1.864419117561963e-14	CD34+ SC
Ctsz	1.624368900523103e-14	-0.3140003260378086	0.734	0.919	3.4197838462712883e-10	4.5039643604083086e-8	-0.4468219946035751	0.64	1	9.482196167967613e-4	4.5039643604083086e-8	3.248737801046174e-14	CD34+ SC
Cd9	1.907400369566818e-14	-0.42669948947389724	0.656	0.879	4.015649998049022e-10	2.871597112232912e-7	-0.4329379550269217	0.634	1	0.00604557340038395	2.871597112232912e-7	3.814800739133597e-14	CD34+ SC
Slc38a10	2.073794311636111e-14	-0.3344453852207774	0.524	0.847	4.365959164287505e-10	6.360971005804577e-6	-0.3111643415102551	0.345	0.788	0.13391752258520376	6.360971005804577e-6	4.147588623272173e-14	CD34+ SC
Polr2e	2.2160545196704246e-14	-0.25138772929922354	0.313	0.75	4.665459580262145e-10	5.975118946914489e-14	-0.4605113926032258	0.213	0.818	1.2579417918939074e-9	5.975118946914489e-14	4.432109039340794e-14	CD34+ SC
Ndufs8	2.3231076623781554e-14	-0.25567398246601153	0.334	0.758	4.89083856160473e-10	1.3669693107014401e-8	-0.3419278090611609	0.256	0.788	2.877880489819742e-4	1.3669693107014401e-8	4.646215324756247e-14	CD34+ SC
Crtap	2.650753127112361e-14	-0.33480237964436543	0.604	0.863	5.580630558509654e-10	4.1649067805531313e-8	-0.43391859737377353	0.388	0.848	8.768378245098507e-4	4.1649067805531313e-8	5.301506254224651e-14	CD34+ SC
Drap1	2.6962712956810288e-14	-0.3151338318766158	0.627	0.919	5.67645995879727e-10	1.6436199890127088e-8	-0.4493683746431004	0.446	0.909	3.4603131628684557e-4	1.6436199890127088e-8	5.3925425913619693e-14	CD34+ SC
Tshz2	3.41633234677947e-14	-0.36658619057406516	0.584	0.871	7.192404489674818e-10	7.358540349779499e-7	-0.4195705747202687	0.536	0.97	0.015491934998390779	7.358540349779499e-7	6.832664693558806e-14	CD34+ SC
Gm17056	3.573986780415602e-14	-0.3218725067561503	0.21	0.54	7.524314368808968e-10	2.0876160947842602e-8	-0.2678150996561699	0.099	0.424	4.395058164349303e-4	2.0876160947842602e-8	7.147973560831064e-14	CD34+ SC
Cd248	4.2807418004772514e-14	-0.45179090689769674	0.584	0.879	9.012245712544758e-10	0.007578494363838336	-0.28195700908048205	0.526	0.848	1	0.007578494363838336	8.561483600954296e-14	CD34+ SC
Zeb2	5.271147207104108e-14	-0.37492407406494355	0.777	0.895	1.1097346215116279e-9	2.042972321085261e-10	-0.5222918346150512	0.72	0.97	4.3010696275808006e-6	2.042972321085261e-10	1.0542294414207903e-13	CD34+ SC
Prdx4	6.73477088757328e-14	-0.3243328802052379	0.746	0.879	1.4178713149608025e-9	4.4570148104403545e-4	-0.29868010261099853	0.551	0.818	1	4.4570148104403545e-4	1.3469541775146085e-13	CD34+ SC
Mfap4	7.395183971589982e-14	-0.5291337116526702	0.196	0.508	1.556908081538839e-9	5.465126221590808e-10	-0.5249740630043073	0.091	0.424	1.1505730234315127e-5	5.465126221590808e-10	1.4790367943179417e-13	CD34+ SC
Ryk	7.855575728342256e-14	-0.28484019030678387	0.447	0.839	1.6538343580878951e-9	2.0745398789002205e-6	-0.3271488349103107	0.33	0.788	0.043675288070486346	2.0745398789002205e-6	1.5711151456683894e-13	CD34+ SC
Ndn	8.524550551717251e-14	-0.3215335949963305	0.656	0.871	1.7946736276530328e-9	9.374159620914128e-6	-0.3831718463370215	0.436	0.818	0.19735418249910514	9.374159620914128e-6	1.704910110343372e-13	CD34+ SC
Pam	9.357335243839357e-14	-0.35364466235009906	0.703	0.903	1.9699997888855e-9	2.6450974307400833e-6	-0.4315510737310061	0.518	0.909	0.05568723620937097	2.6450974307400833e-6	1.8714670487677818e-13	CD34+ SC
Clcn4	1.0528603806823816e-13	-0.28351868817973863	0.369	0.766	2.2165869594506183e-9	2.412643526908373e-6	-0.316210917443103	0.307	0.758	0.05079338417200198	2.412643526908373e-6	2.1057207613646487e-13	CD34+ SC
Lrrc58	1.0851091037878697e-13	-0.29639811307896596	0.45	0.831	2.284480196204602e-9	4.472748281204527e-6	-0.3607853657567527	0.424	0.848	0.0941647695641989	4.472748281204527e-6	2.1702182075756157e-13	CD34+ SC
Cdc26	1.3027348048694954e-13	-0.2712380511529404	0.429	0.855	2.742647584691749e-9	1.2107570200235781e-8	-0.3772096911107464	0.327	0.909	2.549006754255639e-4	1.2107570200235781e-8	2.6054696097388146e-13	CD34+ SC
Eln	1.3792236124734102e-13	-0.5844094968414163	0.511	0.839	2.9036794713402704e-9	2.971090141015393e-8	-0.7093707532415688	0.55	0.879	6.255036073879707e-4	2.971090141015393e-8	2.7584472249466265e-13	CD34+ SC
Wasl	1.776891548565998e-13	-0.25797610857500197	0.369	0.782	3.740889777195996e-9	1.253895210380965e-9	-0.3737049471117286	0.254	0.788	2.6398255864150458e-5	1.253895210380965e-9	3.5537830971316705e-13	CD34+ SC
Atp5d	2.0518703928162195e-13	-0.30755436190324525	0.767	0.927	4.319802737995987e-9	1.47058526079219e-8	-0.4544657505287607	0.575	0.97	3.0960231495457975e-4	1.47058526079219e-8	4.1037407856320073e-13	CD34+ SC
Smarca2	1.8015967451570943e-12	-0.2772403125629543	0.423	0.782	3.7929016275792307e-8	2.1287816384007222e-13	-0.5567663411800994	0.283	0.879	4.48172398332504e-9	1.8015967451570943e-12	4.2575632768009875e-13	CD34+ SC
Podn	2.2858412399068974e-13	-0.31734190478495833	0.311	0.694	4.812381562375991e-9	1.3650574346934035e-9	-0.40043923116670477	0.244	0.758	2.8738554172600226e-5	1.3650574346934035e-9	4.571682479813263e-13	CD34+ SC
Akap9	3.5650767030594156e-13	-0.3129327449806265	0.416	0.839	7.505555982950987e-9	1.0715862105748762e-6	-0.32021926148351104	0.316	0.848	0.022560104491232868	1.0715862105748762e-6	7.13015340611754e-13	CD34+ SC
Yif1b	3.8396477107195645e-13	-0.2833848162854922	0.351	0.71	8.0836103253779e-9	1.4418885488249244e-9	-0.31339538663749444	0.207	0.727	3.0356079618411133e-5	1.4418885488249244e-9	7.679295421437655e-13	CD34+ SC
Map4k4	5.120280737490425e-13	-0.33031282329300726	0.546	0.879	1.0779727036638592e-8	0.0016128182677091624	-0.258793390803411	0.493	0.848	1	0.0016128182677091624	1.0240561474978204e-12	CD34+ SC
Cope	5.191914797716883e-13	-0.2944123273043119	0.67	0.871	1.0930538223633353e-8	1.0351056565184932e-6	-0.4224373814633583	0.432	0.818	0.021792079386683837	1.0351056565184932e-6	1.0383829595431055e-12	CD34+ SC
Tmem14c	5.665433151825234e-13	-0.3053898289584989	0.52	0.839	1.1927436414537666e-8	2.4408277450108323e-5	-0.2959196876338152	0.401	0.848	0.5138674651571306	2.4408277450108323e-5	1.1330866303647255e-12	CD34+ SC
Rnf187	5.785150098364768e-13	-0.25912457450680054	0.431	0.806	1.2179476502087346e-8	2.398502068606573e-9	-0.3791938219896331	0.269	0.818	5.049566405037419e-5	2.398502068606573e-9	1.157030019672619e-12	CD34+ SC
Gsk3b	7.494268834667843e-13	-0.3093191237980672	0.48	0.831	1.577768417762621e-8	2.56861243548846e-4	-0.31791698838527593	0.481	0.848	1	2.56861243548846e-4	1.4988537669330034e-12	CD34+ SC
Ap2a2	7.563285600511693e-13	-0.3138912829319257	0.515	0.871	1.592298517475727e-8	3.77059887422029e-7	-0.40008018216000446	0.41	0.939	0.007938241809895977	3.77059887422029e-7	1.5126571201017645e-12	CD34+ SC
Twist1	8.830912129580019e-13	-0.3443195751604248	0.518	0.839	1.8591719306404813e-8	9.18861356976522e-6	-0.30168106305406284	0.362	0.848	0.1934478814842672	9.18861356976522e-6	1.7661824259152225e-12	CD34+ SC
Ecm2	9.673580605779662e-13	-0.35633114203691063	0.538	0.863	2.0365789249347922e-8	4.42889511078492e-8	-0.503928989058125	0.459	0.879	9.324152876735492e-4	4.42889511078492e-8	1.9347161211549954e-12	CD34+ SC
Irf2bp2	1.157929893031485e-12	-0.2895930390431607	0.433	0.847	2.4377898037991855e-8	7.778314581590421e-8	-0.40241374790917095	0.352	0.879	0.0016375685688622312	7.778314581590421e-8	2.3158597860616255e-12	CD34+ SC
Fabp4	1.3544262305286282e-12	-0.4135626794119375	0.268	0.653	2.8514735431319208e-8	1.0718492991115343e-5	-0.2793000722058598	0.385	0.909	0.2256564329419513	1.0718492991115343e-5	2.7088524610554195e-12	CD34+ SC
Colgalt1	1.4490376846223002e-12	-0.3147354153209715	0.569	0.855	3.050659037435328e-8	2.8066857061757965e-7	-0.41739737069649774	0.443	0.879	0.005908915417211905	2.8066857061757965e-7	2.898075369242501e-12	CD34+ SC
Klf2	1.51570422200647e-12	-0.3893096685872368	0.85	0.96	3.1910120985902217e-8	0.002843086369564652	-0.2780109627909806	0.765	0.939	1	0.002843086369564652	3.031408444010639e-12	CD34+ SC
Ace	1.5698567098670874e-12	-0.3784750406658667	0.429	0.782	3.3050193312831793e-8	1.1666726432529439e-5	-0.3688726107201562	0.279	0.697	0.24561959158404226	1.1666726432529439e-5	3.1397134197316997e-12	CD34+ SC
Rras	1.800349314982714e-12	-0.289191670835119	0.499	0.831	3.7902754128331076e-8	8.758080529125433e-4	-0.2601663660976684	0.432	0.788	1	8.758080529125433e-4	3.6006986299621824e-12	CD34+ SC
Prdx5	3.339644312275321e-12	-0.2963653611244581	0.664	0.887	7.030953170633234e-8	4.223731645260953e-6	-0.36659631247491775	0.544	0.939	0.08892222232767885	4.223731645260953e-6	6.679288624539482e-12	CD34+ SC
Ebf1	3.3646841792813254e-12	-0.2743687591794115	0.903	0.96	7.083669602640974e-8	4.655037034772481e-5	-0.3253603329098087	0.851	1	0.9800249469306505	4.655037034772481e-5	6.729368358551311e-12	CD34+ SC
Kmt2e	3.62625081520524e-12	-0.2572812976502069	0.414	0.815	7.634345841251592e-8	2.2223785388934186e-5	-0.32220868969084737	0.42	0.879	0.4678773537932314	2.2223785388934186e-5	7.2525016303973105e-12	CD34+ SC
Ufc1	4.03247914266918e-12	-0.2714879148000213	0.553	0.831	8.489578339061425e-8	4.7625365300482035e-5	-0.30660923301594	0.39	0.788	1	4.7625365300482035e-5	8.064958285322081e-12	CD34+ SC
Ppp1cc	4.06474717742356e-12	-0.26567847565424313	0.416	0.782	8.55751223262982e-8	2.4918898841878096e-6	-0.3213248431462937	0.305	0.758	0.052461757731805954	2.4918898841878096e-6	8.129494354830593e-12	CD34+ SC
Nucb2	4.5970098129463644e-12	-0.31350952911448227	0.645	0.855	9.678084759195981e-8	1.9901932592599678e-6	-0.38372070723629237	0.435	0.879	0.0418995386872001	1.9901932592599678e-6	9.194019625871582e-12	CD34+ SC
Cyba	4.849787527641896e-12	-0.29595626231364525	0.551	0.871	1.0210257681944484e-7	6.987896192232402e-6	-0.38316383067442017	0.517	0.909	0.14711617853506875	6.987896192232402e-6	9.69957505526024e-12	CD34+ SC
Prelp	7.075196954575428e-12	-0.3142696306328218	0.425	0.774	1.4895412148467647e-7	1.649636146944155e-6	-0.41396300696520255	0.376	0.818	0.03472978980161529	1.649636146944155e-6	1.4150393909100768e-11	CD34+ SC
Mia3	1.0184406258719626e-11	-0.3024969452699101	0.693	0.887	2.1441230496482428e-7	0.004446104811695377	-0.2604432892095643	0.517	0.848	1	0.004446104811695377	2.036881251733551e-11	CD34+ SC
Ctdsp2	1.2534983881626618e-11	-0.275046296752978	0.6	0.887	2.638990156598852e-7	2.2317824267847493e-4	-0.29816430629758484	0.508	0.818	1	2.2317824267847493e-4	2.5069967763096052e-11	CD34+ SC
Calm2	1.3096821318290504e-11	-0.27981937776362964	0.783	0.919	2.7572737921396996e-7	2.9246049631444813e-7	-0.4070100561944918	0.667	1	0.006157170828908077	2.9246049631444813e-7	2.6193642636409435e-11	CD34+ SC
Vamp8	1.3206686647655583e-11	-0.25802948897317113	0.419	0.798	2.78040373993093e-7	2.049560493150664e-6	-0.28219259093075666	0.297	0.788	0.04314939706230093	2.049560493150664e-6	2.641337329513675e-11	CD34+ SC
Rdx	1.4077695988393623e-11	-0.2842876791287402	0.66	0.911	2.9637773364365096e-7	4.20876269334846e-4	-0.30203297883050373	0.523	0.939	1	4.20876269334846e-4	2.8155391976589017e-11	CD34+ SC
Rsu1	1.80178080225286e-11	-0.2680820299242607	0.466	0.855	3.7932891229829464e-7	5.697834351373989e-7	-0.3430006029252118	0.345	0.879	0.011995650659947659	5.697834351373989e-7	3.603561604473248e-11	CD34+ SC
Mmp14	1.95403734630867e-11	-0.27290320318169026	0.835	0.927	4.113834825183643e-7	3.250459833793235e-7	-0.35311752542297614	0.787	0.97	0.006843193088084897	3.250459833793235e-7	3.9080746925791476e-11	CD34+ SC
Clec11a	2.3287604060168104e-11	-0.41911889308778877	0.221	0.492	4.902739282787191e-7	4.414084365018781e-9	-0.36710102505242365	0.17	0.606	9.29297181367404e-5	4.414084365018781e-9	4.657520811979389e-11	CD34+ SC
Mcrip1	2.9615864682217657e-11	-0.2908296183258544	0.666	0.887	6.235027991547283e-7	9.476159358393778e-9	-0.4655547785176467	0.467	0.879	1.995015829722642e-4	9.476159358393778e-9	5.923172936355811e-11	CD34+ SC
Cpxm1	3.9737089539477046e-11	-0.31717789387719686	0.513	0.839	8.365849460746102e-7	3.21517905987042e-4	-0.3308500550660809	0.492	0.848	1	3.21517905987042e-4	7.947417907737488e-11	CD34+ SC
Kitl	4.030128977444936e-11	-0.391778641361859	0.454	0.734	8.484630536214824e-7	0.005869308733720798	-0.28082660611877697	0.323	0.576	1	0.005869308733720798	8.06025795472744e-11	CD34+ SC
Pi16	4.207605412808161e-11	-0.44161674734393747	0.212	0.508	8.858271675585021e-7	0.001545922946380193	-0.35095214158409	0.102	0.273	1	0.001545922946380193	8.415210825439254e-11	CD34+ SC
Gpx1	4.984178546524687e-11	-0.29175911448845804	0.649	0.919	1.0493191093998424e-6	0.0011376149437355432	-0.27833734602181237	0.575	0.909	1	0.0011376149437355432	9.968357092800953e-11	CD34+ SC
