gene	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	3_p_val	3_avg_log2FC	3_pct.1	3_pct.2	3_p_val_adj	max_pval	minimump_p_val	lec_type
Lims2	3.3885907965118316e-47	-0.3093991361396474	0.244	0.411	7.066906106125425e-43	3.295389943265016e-70	-0.41521687924622214	0.234	0.444	6.87253572667919e-66	4.22045319196705e-74	-0.33017166014920335	0.212	0.392	8.801755131847283e-70	3.3885907965118316e-47	1.2661359575901138e-73	BEC
Efnb1	7.7422256093927874e-90	-0.399406252935397	0.276	0.511	1.6146411508388658e-85	8.964723118219253e-77	-0.38715471239679716	0.307	0.517	1.869593006304625e-72	3.608475563908443e-47	-0.26412756159218753	0.333	0.464	7.525475788531057e-43	3.608475563908443e-47	2.3226676828178264e-89	BEC
Anapc13	1.0613460026780901e-52	-0.32277392549393186	0.364	0.604	2.213437088585157e-48	5.148116072173243e-47	-0.3195049958396148	0.371	0.578	1.0736396068517297e-42	1.1129498091405017e-73	-0.3323104385114364	0.303	0.568	2.321056826962516e-69	5.148116072173243e-47	3.338849427421509e-73	PvC
Park7	1.0381411255643125e-65	-0.363601443137951	0.445	0.695	2.1650433173643736e-61	6.42675089314939e-47	-0.3022384035615808	0.512	0.675	1.3402988987663053e-42	1.9304824764681083e-74	-0.3354670283684352	0.436	0.689	4.02602120467424e-70	6.42675089314939e-47	5.791447429404247e-74	PvC
Drap1	4.905010887633584e-49	-0.3067516227430236	0.583	0.737	1.0229400206159839e-44	7.617259832097783e-47	-0.27727161317110616	0.641	0.756	1.5885795379839927e-42	1.3907056944008815e-75	-0.3298230577074337	0.552	0.749	2.9003167256730384e-71	7.617259832097783e-47	4.172117083202599e-75	PvC
Slc50a1	8.357580344753243e-99	-0.4138845601879765	0.345	0.555	1.7429733808982889e-94	7.859698956212343e-73	-0.3656325446637446	0.403	0.572	1.639140217318084e-68	1.2192523822157722e-46	-0.2670755218196156	0.424	0.512	2.5427508431109927e-42	1.2192523822157722e-46	2.507274103425979e-98	BEC
Ldb2	1.259378285834436e-89	-0.4271858418869936	0.383	0.588	2.6264334151077163e-85	7.225203880013738e-66	-0.3956043472649747	0.402	0.572	1.506816269176865e-61	1.4663214766128947e-46	-0.2964402891865752	0.42	0.516	3.058013439476192e-42	1.4663214766128947e-46	3.778134857503329e-89	BEC
Ndufb9	1.4210652407618048e-58	-0.3012341048708933	0.678	0.803	2.963631559608744e-54	1.671506973928658e-46	-0.2562582491913383	0.723	0.793	3.485927794128216e-42	6.916016675876823e-70	-0.2901376529899704	0.655	0.784	1.4423352777541115e-65	1.671506973928658e-46	2.0748050027630224e-69	PvC
Nostrin	1.1662987795042432e-51	-0.3045510462540636	0.215	0.384	2.432316104656099e-47	1.5015719340161376e-57	-0.3559707591410009	0.186	0.366	3.131528268390655e-53	1.6912995038439167e-46	-0.26092865352044226	0.211	0.341	3.5272051152664884e-42	1.6912995038439167e-46	4.504715802048406e-57	BEC
Ndufa6	1.6989332506313787e-86	-0.37362724330019625	0.501	0.654	3.54312529419174e-82	1.9034811687445144e-60	-0.3372046347388613	0.536	0.631	3.969709977416685e-56	1.7997787956940282e-46	-0.2571108811349381	0.537	0.597	3.7534386784198956e-42	1.7997787956940282e-46	5.096799751894096e-86	BEC
Ankrd29	2.7717142901491115e-46	-0.25042132095218805	0.118	0.319	5.780410152105972e-42	3.2207961362128924e-69	-0.2876901432450699	0.103	0.348	6.7169703420719874e-65	2.4857757743618815e-86	-0.25967802094995207	0.088	0.327	5.184085377431704e-82	2.7717142901491115e-46	7.45732732308553e-86	PvC
Top2b	1.0787238425096029e-48	-0.3128308397211248	0.48	0.663	2.2496785735537766e-44	2.319682496679224e-46	-0.3055092396424919	0.478	0.652	4.8376978468245214e-42	2.9114786022505617e-46	-0.26253149617188976	0.442	0.647	6.071888624993547e-42	2.9114786022505617e-46	3.236171527528801e-48	PvC
Impdh1	1.113714153845974e-53	-0.2833278279594126	0.231	0.398	2.3226508678457787e-49	3.3728466204204937e-46	-0.2710579181972492	0.236	0.391	7.03407162688694e-42	1.5032169379007528e-75	-0.2802707529179356	0.203	0.381	3.1349589239920198e-71	3.3728466204204937e-46	4.509650813702263e-75	BEC
Dlc1	4.812246244080882e-46	-0.3117271400032271	0.621	0.762	1.0035939542030679e-41	2.427124751155605e-52	-0.3178716279341296	0.645	0.768	5.061768668535014e-48	1.5951945709579265e-57	-0.2998141809174564	0.567	0.738	3.3267782777327556e-53	4.812246244080882e-46	4.785583712873784e-57	PvC
Chd4	3.9260157215625985e-51	-0.3178915163156022	0.598	0.76	8.187705787318799e-47	5.248846287518667e-46	-0.29374338705609626	0.619	0.751	1.094646893262018e-41	1.3291690262559418e-48	-0.26794201186136035	0.579	0.736	2.7719820042567667e-44	5.248846287518667e-46	1.177804716468779e-50	PvC
Ccnd2	2.0016092689725202e-54	-0.3512600029112196	0.738	0.806	4.174356130442191e-50	7.999045993396392e-46	-0.28017208315288555	0.799	0.79	1.6682010419228176e-41	1.1196594005348814e-58	-0.2838506635630247	0.753	0.802	2.3350496798154952e-54	7.999045993396392e-46	3.358978201604664e-58	PvC
Arhgef12	7.560373829383236e-61	-0.3482826007734312	0.51	0.712	1.5767159621178738e-56	1.0617343217143692e-66	-0.3664005266958281	0.527	0.717	2.214246927935317e-62	8.021570574800181e-46	-0.2537911985824215	0.487	0.679	1.6728985433745778e-41	8.021570574800181e-46	3.1852029651431283e-66	PvC
Ergic3	7.995481684465589e-70	-0.32588126533800343	0.314	0.496	1.6674577052952986e-65	1.219392467684858e-45	-0.27338675645558813	0.335	0.473	2.5430429913567713e-41	3.837446018003073e-50	-0.2592115730514813	0.328	0.451	8.002993670545409e-46	1.219392467684858e-45	2.398644505339698e-69	BEC
Ccl21a	1.2993747594938312e-45	-0.3757023038414551	0.739	0.846	2.709846060924385e-41	3.76033329725574e-66	-0.34632405731744087	0.74	0.889	7.842175091426846e-62	6.459983932212246e-157	-0.5743786215876132	0.74	0.922	1.3472296490628639e-152	1.2993747594938312e-45	1.937995179663625e-156	FRC
Sri	9.425249171441323e-63	-0.35042272760706616	0.519	0.735	1.965635714704088e-58	1.3614732137542636e-45	-0.29118572207585713	0.564	0.694	2.839352387284517e-41	1.6634432094108432e-64	-0.3115866129439546	0.485	0.695	3.4691108132263137e-60	1.3614732137542636e-45	4.9903296282324814e-64	PvC
Mtus1	1.8732367521589055e-57	-0.36945226869034775	0.22	0.479	3.9066352466273976e-53	1.4338084893698512e-45	-0.3249639711023809	0.217	0.434	2.990207604580825e-41	6.888432387679917e-77	-0.3286850998593364	0.2	0.473	1.4365825744506467e-72	1.4338084893698512e-45	2.0665297163039587e-76	PvC
Rsu1	1.962698274340122e-45	-0.262504159541771	0.483	0.587	4.0932072511363245e-41	3.05868791392408e-51	-0.30419040703388955	0.467	0.585	6.378893644488668e-47	4.3341357446088015e-47	-0.2591191188559074	0.47	0.551	9.038840095381655e-43	1.962698274340122e-45	9.176063741772161e-51	BEC
Arhgap42	4.927611893481318e-53	-0.35482640447151204	0.391	0.614	1.027653460385529e-48	4.8550929482161075e-45	-0.32856154236527224	0.452	0.622	1.0125296343504693e-40	1.1186863766124155e-58	-0.30950217756953824	0.368	0.592	2.3330204384251925e-54	4.8550929482161075e-45	3.3560591298372174e-58	PvC
Clec3b	6.284769094130292e-45	-0.29707306446579695	0.411	0.561	1.3106885945808725e-40	1.999157686232332e-169	-0.5176450883988556	0.409	0.663	4.1692433546375286e-165	1.688103951399975e-45	-0.2781374811963517	0.349	0.483	3.520540790644648e-41	6.284769094130292e-45	5.997473058697116e-169	FRC
Arhgap5	2.7087167199083274e-68	-0.3383624795707135	0.29	0.48	5.649028719368817e-64	9.299330615106552e-45	-0.29056673319654513	0.314	0.46	1.9393753997804715e-40	2.450616822722411e-47	-0.2672372306855708	0.344	0.465	5.110761383787588e-43	9.299330615106552e-45	8.126150159725003e-68	BEC
Cadm1	9.614084651771098e-45	-0.25663796676153183	0.069	0.243	2.0050173541268624e-40	1.5329233215218649e-62	-0.26808314174722286	0.052	0.247	3.196911587033849e-58	1.3036459792598204e-115	-0.3043378497138636	0.035	0.271	2.7187536897463553e-111	9.614084651771098e-45	3.910937937779457e-115	PvC
Syne2	9.75670305251998e-45	-0.3111377776553061	0.362	0.612	2.0347604216030417e-40	9.489100896866728e-59	-0.35561260296234387	0.34	0.608	1.978951992041556e-54	1.0261946859580507e-103	-0.3931695501776091	0.272	0.608	2.140129017565515e-99	9.75670305251998e-45	3.0785840578741613e-103	PvC
Lama4	1.026622729527103e-44	-0.30579853566578885	0.463	0.671	2.141021702428773e-40	2.475084693412964e-48	-0.3212469239513983	0.429	0.64	5.161789128112737e-44	6.011674372904886e-53	-0.2873031738381225	0.383	0.608	1.253734690469314e-48	1.026622729527103e-44	1.8035023118714685e-52	PvC
Egr3	5.0048526986607866e-45	-0.3045030599074287	0.192	0.341	1.043762030305707e-40	1.2804099677817288e-44	-0.29312645212946997	0.156	0.314	2.6702949878087953e-40	6.298499833288952e-65	-0.29154241357265936	0.158	0.318	1.313552140232411e-60	1.2804099677817288e-44	1.889549949986678e-64	BEC
Olfr558	1.6923489042856336e-44	-0.29751465672183997	0.168	0.402	3.529393639887689e-40	1.0871706526563243e-49	-0.3432183647613002	0.191	0.425	2.2672943961147645e-45	3.133526439760094e-86	-0.33483033999394973	0.13	0.399	6.534969390119676e-82	1.6923489042856336e-44	9.400579319280241e-86	PvC
Zfhx3	1.1653816769660203e-49	-0.34974009165323944	0.329	0.59	2.4304034873126354e-45	2.274534637793864e-52	-0.3541006205996185	0.333	0.58	4.743541987119103e-48	1.9831832407722131e-44	-0.2683774590634351	0.337	0.564	4.135928648630451e-40	1.9831832407722131e-44	6.823603913381545e-52	PvC
Pi15	1.1604683598907055e-55	-0.474660615285412	0.1	0.313	2.4201567645520662e-51	2.8853089993362444e-44	-0.3949288919057913	0.107	0.288	6.0173119181157375e-40	2.1306062706648295e-44	-0.33988747405492103	0.122	0.284	4.443379377471502e-40	2.8853089993362444e-44	3.481405079672114e-55	PvC
Crim1	5.917162393600338e-81	-0.4894689603802497	0.54	0.745	1.2340242171853505e-76	5.331862172836732e-72	-0.4707496710693869	0.554	0.73	1.1119598561451005e-67	4.601069134579376e-44	-0.3045733343845417	0.58	0.711	9.595529680165288e-40	4.601069134579376e-44	1.7751487180801187e-80	PvC
Itga7	6.41228645418118e-52	-0.32259676743728816	0.263	0.512	1.337282340019485e-47	4.960852243092095e-44	-0.3037507948775482	0.302	0.518	1.0345857352968565e-39	1.3405310006010262e-79	-0.3371438039683026	0.272	0.557	2.79567740175344e-75	4.960852243092095e-44	4.0215930018030775e-79	PvC
Lmod1	1.213473856468158e-66	-0.44117971236806297	0.201	0.482	2.530699727664344e-62	2.7267040346983813e-68	-0.44982966567478966	0.228	0.513	5.686541264363474e-64	5.796501898468911e-44	-0.3112438517495877	0.248	0.447	1.2088604709256915e-39	5.796501898468911e-44	8.180112104095218e-68	PvC
Tnrc6c	4.9532455008700096e-79	-0.3621388944439963	0.329	0.527	1.0329993492064406e-74	6.049525900643896e-48	-0.29038859683176105	0.355	0.494	1.2616286265792845e-43	5.854986622500209e-44	-0.2576532988622929	0.36	0.466	1.2210574601224187e-39	5.854986622500209e-44	1.4859736502610086e-78	BEC
Paip2	2.281651651360736e-50	-0.29091750911207237	0.461	0.575	4.758384518912816e-46	5.425680744083763e-58	-0.32078024802174765	0.44	0.573	1.1315257191786687e-53	6.28731473373863e-44	-0.25554875333997773	0.446	0.537	1.3112194877211913e-39	6.28731473373863e-44	1.6277042232251158e-57	BEC
Nrarp	8.691822084141663e-53	-0.3180435297375204	0.284	0.454	1.8126794956477437e-48	8.721368863691979e-44	-0.30442394266400097	0.292	0.448	1.8188414765229623e-39	5.515141744840286e-48	-0.27825222551285006	0.255	0.387	1.1501828108864415e-43	8.721368863691979e-44	2.607546625242492e-52	BEC
Spr	3.9309917351041786e-50	-0.27105067173191577	0.17	0.398	8.198083263559764e-46	1.2003469046184129e-43	-0.25386940062167174	0.193	0.398	2.5033234695817e-39	5.459873020705466e-69	-0.2616797218332503	0.163	0.405	1.1386565184681249e-64	1.2003469046184129e-43	1.6379619062116236e-68	PvC
Plxnd1	1.7965372058186442e-43	-0.30258334473890863	0.37	0.58	3.746678342734783e-39	5.983889784906063e-63	-0.3637722894800642	0.403	0.644	1.2479402146421594e-58	4.847354151309694e-47	-0.25234236388408593	0.379	0.606	1.0109157082556366e-42	1.7965372058186442e-43	1.7951669354718055e-62	PvC
Ushbp1	1.9758527603722048e-43	-0.2735624387323059	0.484	0.587	4.120640931756233e-39	4.3654365419828694e-57	-0.3454761211143955	0.489	0.596	9.104117908305275e-53	6.194957251627423e-52	-0.290393232267453	0.462	0.551	1.2919583348268992e-47	1.9758527603722048e-43	1.3096309625948665e-56	BEC
Steap4	5.879296002316808e-43	-0.3730546362546928	0.531	0.695	1.2261271812831704e-38	1.6002412135598315e-57	-0.4517633253103812	0.464	0.675	3.3373030508790284e-53	9.961872864710419e-45	-0.3330619420911338	0.42	0.595	2.077548585935358e-40	5.879296002316808e-43	4.80072364067943e-57	PvC
Ndufb4	2.5396664208875263e-61	-0.3113273095187875	0.503	0.632	5.296474320760936e-57	4.373430781405215e-60	-0.33863214821267806	0.498	0.616	9.120789894620576e-56	8.175573661460949e-43	-0.25431703354906654	0.512	0.571	1.7050158870976808e-38	8.175573661460949e-43	7.618999262662553e-61	BEC
Apbb2	4.804626149734961e-63	-0.3657646359481297	0.352	0.61	1.002004783527226e-58	9.634070095073544e-43	-0.2797544342047456	0.413	0.609	2.0091853183275877e-38	1.7386339140354234e-56	-0.28337588298282956	0.353	0.596	3.6259210277208755e-52	9.634070095073544e-43	1.4413878449204846e-62	PvC
Susd2	1.113232388987001e-42	-0.28516442501336786	0.249	0.464	2.3216461472323904e-38	7.4849134158089e-73	-0.39283089655080405	0.188	0.452	1.5609786928669461e-68	6.371653513582713e-90	-0.34265639738389386	0.189	0.466	1.3288083402576746e-85	1.113232388987001e-42	1.9114960540747962e-89	PvC
Kctd12	3.452657018383002e-63	-0.35063057592941915	0.491	0.627	7.20051621183775e-59	1.4357459251635737e-42	-0.3009578698098495	0.482	0.589	2.994248126928633e-38	8.320803083302205e-63	-0.31998695368682484	0.448	0.566	1.735303483022675e-58	1.4357459251635737e-42	1.035797105514902e-62	BEC
Ndufs6	1.655619937518321e-48	-0.3185876079013081	0.395	0.616	3.452795379694458e-44	1.8998090377350056e-42	-0.28768493767354436	0.417	0.604	3.9620517481963545e-38	1.2019563696023882e-46	-0.26552120877051666	0.385	0.595	2.5066800088057807e-42	1.8998090377350056e-42	4.966859812554968e-48	PvC
Mrpl14	3.4377127676290044e-56	-0.313815599122483	0.231	0.481	7.169349976890288e-52	1.9900504508580223e-42	-0.2694463566145062	0.287	0.495	4.1502502152644055e-38	4.3646634100696295e-55	-0.25039315147692837	0.239	0.471	9.102505541700212e-51	1.9900504508580223e-42	1.0313138302887056e-55	PvC
Meox1	3.764892000210016e-96	-0.44605371627304113	0.432	0.634	7.851682266437988e-92	2.7511454830754476e-42	-0.3273691108204667	0.462	0.578	5.737513904953846e-38	9.200603772832048e-64	-0.3508752687574326	0.449	0.561	1.9187859168241236e-59	2.7511454830754476e-42	1.1294676000629956e-95	BEC
Paip2	7.61965603243297e-44	-0.2919654604323697	0.482	0.689	1.589079265563896e-39	2.8582721219254353e-42	-0.2895753665696871	0.496	0.651	5.960926510275495e-38	1.0430231498552412e-53	-0.2792112904641596	0.457	0.667	2.1752247790231053e-49	2.8582721219254353e-42	3.129069449565729e-53	PvC
Tacc1	9.012331377412739e-59	-0.31986992178482554	0.456	0.586	1.8795217087594268e-54	1.2135199959283064e-48	-0.30569832962611615	0.473	0.58	2.530795951508483e-44	3.3739684593374314e-42	-0.25880648460369654	0.453	0.532	7.036411221948213e-38	3.3739684593374314e-42	2.7036994132238e-58	BEC
Ndufc2	3.082877261754493e-55	-0.3218395876192235	0.533	0.714	6.429340529388994e-51	3.5407808031333225e-42	-0.28259654003509393	0.579	0.709	7.384298364934544e-38	4.95495416967987e-49	-0.2675271269354931	0.493	0.692	1.0333556920867369e-44	3.5407808031333225e-42	9.248631785263513e-55	PvC
Jag2	4.414398874452811e-42	-0.2552917682843112	0.187	0.341	9.206228852671338e-38	1.0675860692363643e-43	-0.2600674783327818	0.205	0.374	2.2264507473924378e-39	5.81068481332808e-53	-0.25467932343314625	0.211	0.362	1.211818317819571e-48	4.414398874452811e-42	1.743205443998415e-52	BEC
Naa38	1.4706654245994238e-44	-0.28844333496061514	0.255	0.47	3.0670727430020985e-40	4.869926131746753e-42	-0.26633581128744893	0.275	0.481	1.0156230947757853e-37	2.5585023133241505e-65	-0.2643078657955836	0.228	0.486	5.335756574437516e-61	4.869926131746753e-42	7.675506939972438e-65	PvC
Klf13	1.3292861842436606e-69	-0.34896305201040556	0.518	0.649	2.772226337240154e-65	6.326567747744066e-42	-0.29185170409081695	0.55	0.618	1.3194057037920249e-37	6.101268589459228e-62	-0.30317404528063796	0.534	0.606	1.272419564331722e-57	6.326567747744066e-42	3.9878585527309295e-69	BEC
Lamb2	1.8876121980445668e-59	-0.3937433558768015	0.422	0.648	3.936615239021944e-55	3.544205285584194e-49	-0.3605545644498182	0.435	0.62	7.391440123085836e-45	8.285966248651132e-42	-0.270942772530286	0.449	0.64	1.7280382611561936e-37	8.285966248651132e-42	5.662836594133742e-59	PvC
Lxn	9.462627834029729e-42	-0.28781327769819987	0.203	0.415	1.9734310347869e-37	4.440481530129341e-54	-0.3102235880805152	0.173	0.405	9.260624231084741e-50	7.514355299854561e-64	-0.2622396541338648	0.172	0.413	1.5671187977846687e-59	9.462627834029729e-42	2.254306589956359e-63	PvC
Atp5k	1.1721340346042793e-41	-0.2853346829943585	0.615	0.769	2.4444855291672244e-37	7.592834561624859e-56	-0.31294112684049735	0.628	0.764	1.5834856478268644e-51	3.0765493158721708e-84	-0.3467811985939031	0.589	0.792	6.416143598251412e-80	1.1721340346042793e-41	9.229647947616423e-84	PvC
Ndufb4	1.1658643887766808e-49	-0.3127203638201884	0.477	0.671	2.431410182793768e-45	1.378300749523041e-41	-0.29410834981180645	0.509	0.663	2.8744462131303018e-37	1.778026115493382e-61	-0.3057912731844282	0.441	0.663	3.708073463861448e-57	1.378300749523041e-41	5.3340783464800924e-61	PvC
Ebf2	1.6241542763964226e-41	-0.28443501657158454	0.277	0.496	3.3871737434247393e-37	7.039233720740965e-56	-0.3141829661875705	0.233	0.481	1.4680321924605282e-51	1.0288437225568404e-71	-0.285694759484892	0.209	0.478	2.1456535833922906e-67	1.6241542763964226e-41	3.0865311676705517e-71	PvC
Sox17	1.5699635285780653e-62	-0.3834594012739379	0.313	0.505	3.274158938849555e-58	2.1323524810520163e-41	-0.3306135498381402	0.326	0.482	4.44702109923398e-37	8.921970298321983e-70	-0.3653189811383974	0.312	0.478	1.8606769057150497e-65	2.1323524810520163e-41	2.6765910894965963e-69	BEC
Kdelr1	7.84494581549134e-52	-0.3082287855441622	0.35	0.582	1.636063449820719e-47	2.338941130661573e-41	-0.2884236322304301	0.399	0.583	4.877861727994711e-37	3.4906232821403814e-57	-0.280630676159833	0.335	0.566	7.279694854903765e-53	2.338941130661573e-41	1.0471869846421006e-56	PvC
Rex1bd	1.3429540775525425e-46	-0.2924671716875192	0.312	0.542	2.8007307287358275e-42	3.9226178473484577e-41	-0.292608770510745	0.368	0.559	8.180619520645209e-37	4.346055380001898e-56	-0.2780477422859849	0.324	0.566	9.063698494993958e-52	3.9226178473484577e-41	1.3038166140005647e-55	PvC
Daam1	4.085039701584e-71	-0.41569836774961144	0.481	0.707	8.519350297653432e-67	4.2620553226213973e-41	-0.3177120404470064	0.551	0.677	8.888516375326924e-37	1.6350554322060023e-59	-0.3271422119462969	0.456	0.657	3.409908103865618e-55	4.2620553226213973e-41	1.225511910475211e-70	PvC
Ndn	1.307467137075009e-44	-0.2956704232801407	0.2	0.418	2.726722714369931e-40	1.518668095394925e-40	-0.294357039030237	0.199	0.394	3.167182312946116e-36	1.689839169660412e-57	-0.25789759831259823	0.156	0.368	3.524159588326789e-53	1.518668095394925e-40	5.0695175089811707e-57	PvC
Slc50a1	9.153897775289728e-69	-0.34598964380418695	0.226	0.512	1.909045381036673e-64	1.5619586316598682e-40	-0.27133481445420765	0.262	0.46	3.2574647263266553e-36	1.0905981269235227e-71	-0.28989689045569544	0.23	0.492	2.2744423936990068e-67	1.5619586316598682e-40	3.2717943807705904e-71	PvC
Meg3	2.0934114339893155e-43	-0.4014638800301904	0.607	0.738	4.3658095455847174e-39	1.57196441554103e-40	-0.39835789136050226	0.613	0.713	3.278331788610818e-36	4.94636079429253e-64	-0.4225678365908684	0.555	0.717	1.0315635436497072e-59	1.57196441554103e-40	1.483908238287747e-63	PvC
Hspg2	2.615478911815362e-54	-0.34262898535374037	0.365	0.61	5.454581270590937e-50	4.536868449457825e-72	-0.399979133098431	0.333	0.602	9.461639151344294e-68	1.5722055640581106e-40	-0.2569952806137637	0.349	0.541	3.27883470384319e-36	1.5722055640581106e-40	1.361060534837331e-71	PvC
Cd36	1.6863571045106353e-40	-0.4209023634068839	0.379	0.532	3.51689774145693e-36	2.5500156101148925e-139	-0.8581985973222122	0.275	0.587	5.3180575548946084e-135	1.5948520330550598e-96	-0.5317865667935786	0.309	0.54	3.3260639149363274e-92	1.6863571045106353e-40	7.650046830344797e-139	BEC
Cib1	1.5995143263501593e-40	-0.3161810346905889	0.298	0.494	3.335787127603257e-36	1.9841187326072715e-40	-0.32133734728269636	0.343	0.518	4.137879616852465e-36	1.1736333088904144e-60	-0.3148370795124519	0.272	0.497	2.4476122656909593e-56	1.9841187326072715e-40	3.520899926671218e-60	PvC
Ergic3	1.2823974012025801e-45	-0.2907300291726679	0.362	0.578	2.6744397802079806e-41	2.057241460749037e-40	-0.2776375849252527	0.365	0.548	4.290377066392117e-36	1.6209203136491234e-49	-0.25147953043798194	0.307	0.528	3.380429314115247e-45	2.057241460749037e-40	4.862760940947358e-49	PvC
Ifngr2	6.253959841217791e-54	-0.35413155839729027	0.338	0.577	1.3042633248859703e-49	3.3107536076258355e-40	-0.3100376030285388	0.37	0.563	6.90457664870368e-36	4.6092767826457665e-84	-0.3804558215747148	0.32	0.59	9.612646730207745e-80	3.3107536076258355e-40	1.3827830347937364e-83	PvC
Nr4a2	8.053158701139876e-75	-0.38636058686218033	0.171	0.38	1.679486247122721e-70	3.7438125757422886e-40	-0.31430367347319665	0.179	0.328	7.807721126710543e-36	5.884173389875117e-61	-0.29923677116956393	0.172	0.325	1.2271443604584557e-56	3.7438125757422886e-40	2.4159476103419605e-74	BEC
Chst2	8.627513540520047e-66	-0.38495914030958756	0.244	0.425	1.7992679488754557e-61	7.644120988013287e-48	-0.3565217094415567	0.245	0.4	1.594181432050171e-43	9.419948524801151e-40	-0.2932614548952485	0.27	0.376	1.96453026484728e-35	9.419948524801151e-40	2.5882540621560433e-65	BEC
Man1a	9.920200133741456e-40	-0.31413672862312986	0.412	0.588	2.0688577378917806e-35	1.4009537839131888e-49	-0.34908042877287215	0.362	0.569	2.9216891163509556e-45	2.274572632420514e-84	-0.3797304014755279	0.307	0.585	4.7436212249129826e-80	9.920200133741456e-40	6.82371789726153e-84	PvC
Mcam	2.2203015387541447e-82	-0.48783984929852997	0.457	0.739	4.630438859071769e-78	1.797238230573952e-73	-0.45088892777633827	0.527	0.75	3.7481403298619767e-69	1.1264596148228711e-39	-0.26237291872944823	0.587	0.738	2.3492315267130977e-35	1.1264596148228711e-39	6.660904616262445e-82	PvC
Maged2	9.937742425330271e-50	-0.3949431044366863	0.325	0.536	2.072516182802628e-45	1.2806525969125213e-39	-0.36057115493793196	0.357	0.525	2.670800990861063e-35	2.142090767538181e-74	-0.36792007567714796	0.261	0.516	4.467330295700876e-70	1.2806525969125213e-39	6.426272302614498e-74	PvC
Jag1	1.4037815143878433e-39	-0.2792358661564021	0.282	0.512	2.927586348255847e-35	6.373292602269966e-41	-0.27680352531352204	0.313	0.535	1.3291501722034013e-36	6.401400500659418e-55	-0.2707508152288743	0.275	0.525	1.3350120744125216e-50	1.4037815143878433e-39	1.9204201501978174e-54	PvC
Timp2	4.307855686215912e-121	-0.49106770207020567	0.186	0.476	8.984033033603285e-117	8.433158018193895e-39	-0.27893479688271106	0.215	0.379	1.7587351046943367e-34	6.157311705356991e-64	-0.33555281638521217	0.241	0.405	1.2841073561522005e-59	8.433158018193895e-39	1.2923567058647388e-120	BEC
Tsen34	6.94140769550216e-62	-0.34009316030010733	0.323	0.583	1.4476305748969754e-57	1.5683284584420146e-38	-0.2752739043287634	0.353	0.536	3.2707490000808212e-34	3.5448462669434246e-67	-0.28415516761291926	0.285	0.553	7.392776889710512e-63	1.5683284584420146e-38	1.0634538800830104e-66	PvC
Ltbp4	2.7388190011697125e-38	-0.3105479444278466	0.54	0.601	5.711807026939435e-34	2.557354840413669e-53	-0.3963112193094258	0.497	0.592	5.3333635196827065e-49	2.0667384940295262e-67	-0.3772833902981666	0.528	0.595	4.3101831292985767e-63	2.7388190011697125e-38	6.200215482088489e-67	BEC
Dnajb1	4.576942130797417e-53	-0.34376059371995704	0.528	0.654	9.545212813778013e-49	1.7315162402319407e-83	-0.3823117557287501	0.514	0.638	3.611077119003712e-79	3.6262368879988426e-38	-0.2573987190267	0.462	0.575	7.562517029921586e-34	3.6262368879988426e-38	5.19454872069587e-83	FRC
Rtl8b	1.7734292642754173e-37	-0.26800816532655736	0.389	0.509	3.698486730646383e-33	7.57138644211291e-44	-0.31298942480611797	0.392	0.527	1.5790126425026474e-39	9.072618605607444e-42	-0.2727681800313977	0.383	0.482	1.8920946101994325e-37	1.7734292642754173e-37	2.271415932633872e-43	BEC
Ndufa11	3.9470954408487356e-64	-0.3549670978044732	0.524	0.736	8.231667541890038e-60	5.181002442837683e-37	-0.2679999298713768	0.586	0.689	1.0804980594537989e-32	2.3405119739468626e-54	-0.28560578044032525	0.517	0.713	4.881137721666182e-50	5.181002442837683e-37	1.1841286322546132e-63	PvC
Ostf1	5.770669988532837e-37	-0.2819503160989326	0.532	0.672	1.203473226108523e-32	2.8523783629166775e-41	-0.2856971557983191	0.559	0.687	5.948635075862731e-37	3.074776655546935e-94	-0.38289088856707	0.446	0.708	6.412446715143133e-90	5.770669988532837e-37	9.224329966640684e-94	PvC
Id4	2.1168096875234802e-46	-0.4850710754177939	0.243	0.453	4.414606603330218e-42	6.406931730497702e-37	-0.4269462183348817	0.238	0.416	1.336165612395296e-32	2.6267357532963397e-67	-0.4414725368686842	0.174	0.398	5.478057413499516e-63	6.406931730497702e-37	7.880207259888914e-67	PvC
Mrpl42	1.7477691474523786e-52	-0.30798867854424844	0.25	0.49	3.644972557011936e-48	8.790673512134558e-37	-0.2653076875622841	0.324	0.51	1.833294960955662e-32	1.197871378807915e-83	-0.3216919871657778	0.224	0.508	2.4981607605039067e-79	8.790673512134558e-37	3.5936141364237866e-83	PvC
Nfix	8.777776041945631e-50	-0.34634502308155857	0.503	0.69	1.8306051935477614e-45	1.4080936196703736e-36	-0.27894906119386875	0.528	0.673	2.936579243822564e-32	7.436998343687252e-64	-0.32691026129504086	0.453	0.671	1.5509860045759763e-59	1.4080936196703736e-36	2.2310995031061617e-63	PvC
Anapc5	1.977901702513035e-62	-0.34017895534471604	0.357	0.616	4.124914000590935e-58	1.5716667997394054e-36	-0.26533812326324013	0.391	0.565	3.27771111085653e-32	6.840489145094488e-96	-0.35948430777423646	0.289	0.593	1.4265840112094557e-91	1.5716667997394054e-36	2.0521467435283293e-95	PvC
