gene	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	3_p_val	3_avg_log2FC	3_pct.1	3_pct.2	3_p_val_adj	max_pval	minimump_p_val	subtype
Hmgb1	0	-0.5853239263759813	0.758	0.881	0	0	-0.63587816717195	0.746	0.915	0	0	-0.4945895682859993	0.805	0.872	0	0	0	BEC
Atox1	0	-0.7430101139349241	0.69	0.876	0	0	-0.7075879292116585	0.694	0.887	0	0	-0.5835804573383356	0.749	0.848	0	0	0	BEC
Cd300lg	0	-1.0140237105544694	0.313	0.748	0	0	-0.9188180296925439	0.409	0.804	0	0	-0.8955959657388545	0.366	0.748	0	0	0	BEC
Crip1	0	-0.9768548594517122	0.504	0.845	0	0	-0.8973374474198778	0.531	0.862	0	0	-0.800256071978663	0.595	0.833	0	0	0	BEC
Gucy1a1	5.681513642639694e-302	-1.1349096064762882	0.254	0.832	1.1848796701725082e-297	0	-1.1775099603523573	0.226	0.873	0	0	-1.1040260181669208	0.225	0.826	0	5.681513642639694e-302	0	PvC
Selenop	6.165671564321759e-299	-0.8974722595884621	0.355	0.747	1.2858508047393029e-294	0	-0.8684585978857936	0.447	0.809	0	0	-0.775201668554701	0.429	0.75	0	6.165671564321759e-299	0	BEC
Aspn	0	-1.2093669688684678	0.114	0.799	0	1.739633590994298e-288	-1.1118149448173127	0.14	0.79	3.6280058540186084e-284	0	-1.122327939202524	0.128	0.801	0	1.739633590994298e-288	0	PvC
Ckb	5.879503600728133e-267	-0.9410600532676964	0.137	0.742	1.2261704759318521e-262	1.1797404593376803e-280	-0.947727897795063	0.105	0.744	2.4603487279487323e-276	0	-1.0245294579918347	0.131	0.794	0	5.879503600728133e-267	0	PvC
Nedd4	2.5697519174810417e-250	-0.6868612791400758	0.753	0.893	5.359217623906712e-246	2.1808343738837987e-272	-0.8043013155286269	0.68	0.921	4.548130086734662e-268	2.0334160487394082e-297	-0.6170494027939355	0.728	0.892	4.2406891696460355e-293	2.5697519174810417e-250	6.10024814621888e-297	PvC
Ptms	1.34673826674243e-246	-0.7092536845526909	0.734	0.912	2.8086226552913376e-242	1.2696603822181008e-242	-0.721265696916857	0.691	0.933	2.647876727115849e-238	9.2710118120843e-301	-0.6208308347958409	0.731	0.917	1.9334695134101808e-296	1.2696603822181008e-242	2.7813035436254703e-300	PvC
H3f3a	1.0605530159035784e-231	-0.3976504981537814	0.793	0.869	2.211783314666913e-227	1.1273444242817989e-254	-0.4258899170712511	0.792	0.895	2.3510767968396916e-250	0	-0.45687795788660024	0.813	0.876	0	1.0605530159035784e-231	0	BEC
Sparcl1	8.858643534121754e-272	-0.8083333194396894	0.589	0.793	1.8474701090410918e-267	2.0882555411531485e-230	-0.6390865721988424	0.655	0.816	4.355056931074891e-226	5.67377942310975e-279	-0.6641592506109605	0.634	0.775	1.1832666986895385e-274	2.0882555411531485e-230	1.7021338269329826e-278	BEC
Ypel3	8.553972063095171e-241	-0.585471861961989	0.013	0.521	1.7839308737584979e-236	5.619640594059764e-237	-0.6119942341992838	0.023	0.558	1.1719760458911637e-232	5.47624696269551e-227	-0.5121780800119801	0.042	0.492	1.1420713040701486e-222	5.47624696269551e-227	2.5661916189288005e-240	PvC
Aoc3	1.589591812681855e-266	-0.8446500705526208	0.116	0.721	3.3150937253480084e-262	2.1622405442328052e-225	-0.791503076835361	0.145	0.705	4.509352654997515e-221	4.3153553894154025e-293	-0.7754507564782138	0.133	0.704	8.999673664625822e-289	2.1622405442328052e-225	1.2946066168247336e-292	PvC
Mxd4	6.289595295870466e-225	-0.742763899069091	0.21	0.597	1.3116950989537856e-220	4.2804992970696657e-249	-0.7284794718163861	0.216	0.631	8.926981284038787e-245	4.2751691141148606e-260	-0.6534728989314216	0.264	0.6	8.915865187486541e-256	6.289595295870466e-225	1.2825507342344632e-259	BEC
Galnt16	7.435265207126553e-238	-0.7037426167089651	0.059	0.6	1.5506245589462426e-233	1.593748211933529e-224	-0.7167529116672424	0.081	0.619	3.3237618959873746e-220	0	-0.7155256374352535	0.05	0.615	0	1.593748211933529e-224	0	PvC
Gng11	8.038498063504892e-279	-0.5555191954495216	0.758	0.884	1.6764287711439453e-274	2.1161898627825864e-244	-0.4934331107883043	0.765	0.909	4.413313958833084e-240	5.146236528882591e-221	-0.36664014920450727	0.816	0.862	1.0732476280984643e-216	5.146236528882591e-221	2.4115494190517157e-278	BEC
Myl12b	3.0994288210410592e-217	-0.7028414882965732	0.479	0.735	6.463858806281129e-213	1.2500211081947163e-220	-0.6363943497267992	0.532	0.774	2.606919021140081e-216	2.799689299484026e-285	-0.6727911744563829	0.486	0.731	5.838752034073936e-281	3.0994288210410592e-217	8.399067898452293e-285	BEC
Gpx4	4.9758940864098524e-216	-0.7592999537530978	0.561	0.858	1.0377227117207747e-211	1.766256170684451e-258	-0.8847393488228535	0.482	0.893	3.6835272439624225e-254	0	-0.8210680655465369	0.479	0.877	0	4.9758940864098524e-216	0	PvC
Myl9	1.5362970245454283e-218	-0.8966901945635585	0.577	0.907	3.2039474446894907e-214	2.6559493681017916e-214	-0.8727901285079832	0.585	0.927	5.5389824071762866e-210	0	-0.9071267317838014	0.579	0.924	0	2.6559493681017916e-214	0	PvC
Ano1	5.9416753294460334e-214	-0.6922799438481776	0.098	0.631	1.2391363899559702e-209	4.5756628676246704e-246	-0.7726890671410087	0.084	0.675	9.54254491043125e-242	7.369927887833941e-237	-0.6375804749236391	0.108	0.621	1.5369984610077684e-232	5.9416753294460334e-214	1.3726988602875176e-245	PvC
Pde5a	1.6049410569121616e-214	-0.6738273975421173	0.097	0.622	3.347104574190313e-210	3.9726710145911476e-213	-0.691482514450475	0.097	0.634	8.285005400929838e-209	5.1498791702298446e-213	-0.5870631492198024	0.115	0.588	1.074007300951434e-208	5.1498791702298446e-213	4.814823170736505e-214	PvC
Ypel3	1.3846561784383404e-211	-0.4970530075421759	0.046	0.432	2.887700460133159e-207	1.4193653382325854e-238	-0.48074412140666517	0.044	0.443	2.960086412884057e-234	3.032844223818071e-256	-0.4434706510193277	0.079	0.423	6.324996628772587e-252	1.3846561784383404e-211	9.098532671454485e-256	BEC
Gpx4	1.0190911094215248e-209	-0.6993355409066346	0.48	0.717	2.12531450869859e-205	1.0792289010890637e-281	-0.758145352193422	0.448	0.769	2.2507318732212423e-277	7.82538874780603e-260	-0.6209794001888821	0.521	0.731	1.6319848233549473e-255	1.0190911094215248e-209	3.2376867032674386e-281	BEC
Rasgrp2	1.5961109321755905e-216	-0.7699726560833112	0.156	0.691	3.328689349052194e-212	5.776297041497498e-208	-0.7477406600114851	0.121	0.649	1.2046467480043032e-203	3.6684170650764176e-218	-0.6562808645643868	0.183	0.662	7.650483789216869e-214	5.776297041497498e-208	1.100525119522947e-217	PvC
Cavin2	6.387730978996116e-242	-0.9321065735829649	0.25	0.679	1.3321612956696398e-237	2.34132354763184e-238	-0.8412220462155693	0.259	0.694	4.882830258586202e-234	2.2402411079531022e-206	-0.7022693568269905	0.302	0.642	4.672022830636195e-202	2.2402411079531022e-206	1.9163192936989105e-241	BEC
Crip2	1.0853195080308943e-204	-0.5458281857901927	0.658	0.802	2.2634338339984302e-200	8.522030659874563e-250	-0.6083802910067633	0.639	0.831	1.7772694941168401e-245	1.7890536391493518e-272	-0.5473768739294071	0.673	0.792	3.7310713644459734e-268	1.0853195080308943e-204	5.367160917448425e-272	BEC
Tle5	1.6689544822963865e-204	-0.753780377257354	0.228	0.736	3.480604572829114e-200	8.958223218277266e-211	-0.7827124952859494	0.241	0.772	1.8682374521717236e-206	5.896731119048573e-283	-0.7868524262786023	0.203	0.747	1.2297632748775798e-278	1.6689544822963865e-204	1.7690193357146984e-282	PvC
Zbtb20	3.188798182162602e-228	-0.9137353709714822	0.324	0.816	6.650238608900107e-224	5.0064965067803517e-203	-0.8176510656303801	0.409	0.848	1.0441048464890424e-198	1.1287552769524356e-211	-0.7172192980797489	0.379	0.796	2.3540191300843044e-207	5.0064965067803517e-203	9.566394546488571e-228	PvC
H3f3a	2.9419256835991357e-201	-0.4277698454715877	0.872	0.93	6.135386013145997e-197	1.1666319286282875e-202	-0.4542203567582992	0.842	0.928	2.4330108871542935e-198	0	-0.5843606264047025	0.793	0.933	0	2.9419256835991357e-201	0	PvC
Pdlim2	1.5313798966063984e-199	-0.6266230585698119	0.057	0.531	3.193692774372644e-195	1.8796499895085232e-207	-0.6441738488336453	0.046	0.54	3.9200100531200254e-203	1.530192508256066e-213	-0.5528554064615072	0.061	0.497	3.191216475968026e-209	1.5313798966063984e-199	4.5905775247680906e-213	PvC
Nfia	2.3940298854756003e-207	-0.6282629324125265	0.155	0.549	4.992749326159364e-203	1.9734319519128263e-268	-0.6672964335483089	0.152	0.604	4.115592335714199e-264	1.2493373790609263e-196	-0.5191901663577834	0.24	0.54	2.6054931040315617e-192	1.2493373790609263e-196	5.920295855738838e-268	BEC
Igfbp4	4.6793723586263054e-195	-0.6027182756658873	0.127	0.528	9.75883105391516e-191	4.985950553529123e-247	-0.6887735064243872	0.138	0.577	1.0398199879384987e-242	8.374251226982758e-223	-0.5859213186354331	0.184	0.528	1.746450093387254e-218	4.6793723586263054e-195	1.4957851660588777e-246	BEC
Tle5	3.017695031431302e-193	-0.6522614015594905	0.42	0.68	6.293402988049981e-189	1.4606482341154758e-228	-0.6783934470807196	0.405	0.713	3.0461818922478247e-224	5.291521042561495e-226	-0.5863683800636146	0.458	0.685	1.1035467134261997e-221	3.017695031431302e-193	4.381944702346574e-228	BEC
Aldh2	2.080063667226498e-229	-0.7823725182664821	0.192	0.733	4.337972778000862e-225	1.4104411241961814e-191	-0.7094106243387024	0.263	0.754	2.9414749645111365e-187	4.746738497290972e-264	-0.7172158285892128	0.164	0.691	9.899323136100322e-260	1.4104411241961814e-191	1.4240215491873621e-263	PvC
Nfic	1.914743636386963e-190	-0.67093407299101	0.166	0.66	3.993197853685011e-186	1.002819380510301e-206	-0.7194016773634448	0.151	0.685	2.091379818054233e-202	2.269639120847959e-240	-0.6496339839768693	0.159	0.667	4.733332386528418e-236	1.914743636386963e-190	6.808917362543999e-240	PvC
Nfia	1.5595568576376794e-215	-0.8298021339213951	0.255	0.756	3.2524558266033803e-211	3.6090704845005806e-190	-0.7520234335278289	0.312	0.788	7.52671649542596e-186	1.822735742953274e-216	-0.6977488546395938	0.282	0.738	3.801315391929053e-212	3.6090704845005806e-190	5.468207228859701e-216	PvC
Cygb	8.584116135235897e-203	-0.8741115907617663	0.203	0.704	1.7902174200034464e-198	1.9551203517738587e-189	-0.8714908002662898	0.252	0.738	4.0774034936243824e-185	9.876191495991078e-202	-0.7724423810441557	0.213	0.655	2.0596797364889392e-197	1.9551203517738587e-189	2.5752348405707033e-202	PvC
Selenop	3.7147862769668e-236	-0.8637338578068416	0.22	0.757	7.747186780614261e-232	3.947317321367223e-188	-0.7676859986467216	0.304	0.779	8.232130273711344e-184	1.077334518918079e-213	-0.7032224444540621	0.262	0.733	2.2467811392036537e-209	3.947317321367223e-188	1.1144358830901091e-235	PvC
Angptl2	3.8760541323785893e-190	-0.632526314888417	0.077	0.557	8.083510893075548e-186	3.623186636449059e-203	-0.6883434942657031	0.093	0.621	7.556155730314512e-199	4.3093706155564063e-188	-0.5436748621756848	0.103	0.538	8.987192418742885e-184	4.3093706155564063e-188	1.0869559909346993e-202	PvC
Selenom	5.680830124671848e-188	-0.5946305836356418	0.172	0.538	1.184737122500314e-183	8.106103348566575e-215	-0.5854255212390415	0.173	0.567	1.6905278533435593e-210	6.108242590835615e-192	-0.5006413440776918	0.222	0.522	1.2738739923187676e-187	5.680830124671848e-188	2.431831004569943e-214	BEC
Crip2	1.6352363590468924e-187	-0.7405552966562017	0.42	0.826	3.410285426792294e-183	8.043179782883563e-232	-0.8513365948471721	0.391	0.871	1.677405143720367e-227	7.157519601959585e-287	-0.8174913314729073	0.406	0.841	1.4927007129886714e-282	1.6352363590468924e-187	2.147255880587892e-286	PvC
Cmtm8	6.432858217394839e-195	-0.4935343229411646	0.051	0.415	1.3415725812376936e-190	2.995336381140207e-187	-0.42404752153328157	0.056	0.396	6.246774022867902e-183	1.2799162635811794e-191	-0.3763730121068374	0.092	0.383	2.66926536769855e-187	2.995336381140207e-187	1.9298574652184737e-194	BEC
Tmem176a	3.2163706882196696e-187	-0.6970433687390565	0.481	0.717	6.707741070282121e-183	7.830028844662208e-222	-0.673509624281987	0.526	0.774	1.6329525155543035e-217	1.2338229767792024e-206	-0.5781152911924456	0.527	0.718	2.573137818073027e-202	3.2163706882196696e-187	2.3490086533986404e-221	BEC
Gstm1	1.1444307905851922e-195	-0.6025720895348362	0.112	0.491	2.3867104137654183e-191	1.0118776129222537e-185	-0.5558519742642349	0.166	0.532	2.11027076174936e-181	1.3297870406178489e-269	-0.5902515205705394	0.132	0.504	2.7732708732085236e-265	1.0118776129222537e-185	3.98936112185382e-269	BEC
Crip1	5.083451685438463e-209	-0.8748067125068406	0.588	0.93	1.0601538489981915e-204	2.7179941523946085e-185	-0.7774444564039964	0.653	0.941	5.668376804818955e-181	3.2723276528813114e-287	-0.825719354770658	0.644	0.948	6.824439320083975e-283	2.7179941523946085e-185	9.816982958644513e-287	PvC
Ttc28	2.8054565446584746e-190	-0.6340175255188434	0.104	0.594	5.850779623885249e-186	3.2538455202969695e-185	-0.652833541543657	0.127	0.628	6.78589483257933e-181	2.4834885217970216e-192	-0.569376874577812	0.142	0.593	5.1793153122076886e-188	3.2538455202969695e-185	7.450465565391074e-192	PvC
Mxd4	6.469342795531248e-184	-0.6999423842573904	0.246	0.711	1.3491814400080418e-179	1.1417038987099793e-232	-0.7954840163154254	0.198	0.756	2.381023480759662e-228	9.018262904599678e-239	-0.6831092594948344	0.196	0.696	1.880758728754263e-234	6.469342795531248e-184	2.705478871380025e-238	PvC
Slc11a1	5.1932966177933356e-183	-0.559006209157344	0.038	0.474	1.0830620096408001e-178	7.135478638197427e-189	-0.5850868336969373	0.044	0.51	1.4881040699960733e-184	2.015569414809275e-239	-0.5694032477698349	0.029	0.479	4.203470014584744e-235	5.1932966177933356e-183	6.046708244428199e-239	PvC
Snhg18	6.358335041511274e-185	-0.7619432707514091	0.323	0.754	1.3260307729071763e-180	1.360146405825827e-198	-0.8043275491246344	0.27	0.753	2.836585329349762e-194	6.480766910101545e-183	-0.6416271281458975	0.313	0.726	1.351563939101677e-178	6.480766910101545e-183	4.08043921747751e-198	PvC
Nr2f2	7.282254212817075e-182	-0.6850717712006889	0.604	0.86	1.5187141160830011e-177	7.857325905784196e-205	-0.7571913004855131	0.568	0.878	1.638645317651294e-200	2.1517375489410295e-242	-0.7003589020471735	0.545	0.858	4.487448658316517e-238	7.282254212817075e-182	6.4552126468237345e-242	PvC
Ech1	5.887101105645006e-190	-0.7027087143776045	0.214	0.694	1.2277549355822661e-185	3.6758816654152607e-181	-0.6958865870971503	0.23	0.71	7.666051213223526e-177	6.154844271563504e-270	-0.708590236462587	0.157	0.69	1.2835927728345688e-265	3.6758816654152607e-181	1.8464532814691804e-269	PvC
Tmem176b	5.889484073785674e-181	-0.5891597890788762	0.631	0.779	1.2282519035880023e-176	9.633588471039277e-208	-0.5736263324361709	0.635	0.815	2.0090848756352414e-203	5.254316005288183e-209	-0.5061537398548773	0.67	0.774	1.0957876029028506e-204	5.889484073785674e-181	1.5762948015864348e-208	BEC
Ndufa4l2	1.4978914625792914e-192	-0.928262828704052	0.209	0.695	3.123852645209112e-188	1.0200350150141132e-180	-0.9111057750817215	0.211	0.698	2.127283023811933e-176	6.275490174614695e-255	-0.9318527481049337	0.196	0.695	1.3087534759158947e-250	1.0200350150141132e-180	1.8826470523845166e-254	PvC
Spns2	2.684475356762742e-186	-0.7076267417085726	0.083	0.543	5.598473356528699e-182	1.3357476897569797e-179	-0.7392305145729294	0.099	0.566	2.785701806988181e-175	4.8911764214349636e-216	-0.6803921166847223	0.097	0.547	1.0200548426902616e-211	1.3357476897569797e-179	1.4673529264304773e-215	PvC
Serf2	6.576695985233877e-179	-0.3472305424677067	0.817	0.865	1.3715699477205252e-174	6.863084666740007e-204	-0.37541807582144626	0.805	0.895	1.4312963072486286e-199	3.5969479865909897e-186	-0.2746049947642095	0.841	0.863	7.501435026035509e-182	6.576695985233877e-179	2.0589254000219502e-203	BEC
Gnas	2.3432540311258447e-208	-0.2945969286478729	0.867	0.902	4.886856281912949e-204	4.009636715315708e-178	-0.2650277782034769	0.874	0.918	8.362097369790909e-174	3.362749081559228e-268	-0.27503346173341825	0.886	0.891	7.01301320959177e-264	4.009636715315708e-178	1.0088247244678273e-267	BEC
Cd81	4.2036902020612923e-227	-0.5580447846549663	0.708	0.864	8.766795916398826e-223	1.122902496067086e-176	-0.43141694825906973	0.762	0.872	2.341813155547908e-172	2.329381793599011e-286	-0.49820867152602055	0.77	0.854	4.8579257305507375e-282	1.122902496067086e-176	6.988145380797573e-286	BEC
Mki67	3.9235119452710476e-296	-1.326770631826547	0.013	0.821	8.18248416186277e-292	4.979220682582167e-229	-1.4871323167124857	0.018	0.909	1.0384164733525108e-224	3.539484595419975e-176	-1.2267258808692114	0.026	0.766	7.381595123748358e-172	3.539484595419975e-176	1.1770535835813626e-295	Cxcl9+ TRC
Il34	2.697375367613145e-193	-0.7222655250680274	0.142	0.63	5.625376329157214e-189	7.034985255199483e-176	-0.7164692168635349	0.157	0.632	1.4671461749718521e-171	3.071385952436715e-246	-0.7153821720489779	0.112	0.609	6.405375403806769e-242	7.034985255199483e-176	9.214157857311075e-246	PvC
Gstm1	1.0784461790096113e-223	-0.9924347154072778	0.258	0.778	2.2490995063245443e-219	8.468463147728152e-176	-0.8729608395716175	0.382	0.806	1.7660979894587061e-171	0	-1.0097194280517432	0.228	0.799	0	8.468463147728152e-176	0	PvC
Fcgrt	2.5866866637884994e-179	-0.6242590499388967	0.167	0.64	5.394535037330916e-175	2.3455100396327724e-175	-0.6207292278795372	0.174	0.653	4.891561187654147e-171	1.975768982792699e-211	-0.5772213717193448	0.158	0.633	4.120466213614174e-207	2.3455100396327724e-175	5.927306948377922e-211	PvC
Nedd4	3.4202081414827135e-177	-0.481271108329001	0.669	0.773	7.132844079062199e-173	1.751523211462637e-250	-0.5923588204963985	0.631	0.808	3.6528016575053297e-246	8.587514170537332e-175	-0.36890762978793046	0.726	0.76	1.7909260802655606e-170	8.587514170537332e-175	5.2545696343883617e-250	BEC
Clec14a	8.719722185389151e-173	-0.7032440324804554	0.284	0.588	1.8184980617629076e-168	1.738181905069376e-254	-0.7935304923398092	0.244	0.645	3.624978363022184e-250	1.9755269651686675e-277	-0.7257570973399257	0.275	0.614	4.119961485859256e-273	8.719722185389151e-173	5.926580895506114e-277	BEC
Gas1	1.3147107074138344e-171	-0.662042232912961	0.083	0.541	2.7418291803115518e-167	4.575169187092412e-193	-0.7241595190547166	0.076	0.581	9.541515339681226e-189	1.550734302015972e-213	-0.6455877420824644	0.075	0.529	3.2340563868543095e-209	1.3147107074138344e-171	4.652202906047777e-213	PvC
Dpysl2	1.8153726840062e-173	-0.6962972930553663	0.236	0.686	3.7859597324949305e-169	1.1229910255739837e-170	-0.705537950314679	0.228	0.686	2.341997783834543e-166	8.814920656374113e-208	-0.6676057117675114	0.24	0.69	1.8383517028868212e-203	1.1229910255739837e-170	2.6444761969122775e-207	PvC
Hmgcs2	6.949342170374679e-185	-0.5400755732107904	0.003	0.399	1.4492853096316393e-180	5.0320359363986475e-170	-0.5054079030847692	0.004	0.387	1.0494310945359379e-165	4.2323582105602737e-212	-0.4836142196527721	0.005	0.383	8.82658304812345e-208	5.0320359363986475e-170	1.2697074631680622e-211	PvC
Btnl9	5.628759354415615e-191	-0.7456590530610745	0.074	0.441	1.1738777633633764e-186	4.746683033508937e-168	-0.6438841789945516	0.1	0.432	9.899207466382889e-164	2.9410133180093715e-244	-0.6830477158984002	0.105	0.449	6.133483274708544e-240	4.746683033508937e-168	8.823039954028316e-244	BEC
Dpysl2	1.0645137273899407e-167	-0.5757536738220006	0.261	0.58	2.2200433784717213e-163	4.44613751441108e-226	-0.6443713079867818	0.239	0.625	9.272419786304308e-222	7.85369592621262e-167	-0.5079240252214665	0.317	0.564	1.6378882854116417e-162	7.85369592621262e-167	1.333841254323439e-225	BEC
Igfbp4	1.2088952424044602e-220	-0.8234297793345553	0.102	0.64	2.521151028034502e-216	6.436565956456937e-166	-0.7051265822828803	0.147	0.628	1.3423458302190942e-161	4.927684480653167e-182	-0.6313212628831624	0.163	0.613	1.027668598440218e-177	6.436565956456937e-166	3.626685727213402e-220	PvC
Anp32a	2.1040832974122608e-165	-0.6107620282775568	0.17	0.626	4.38806571675327e-161	1.2139835663309069e-209	-0.6864036238559292	0.144	0.684	2.5317627275831063e-205	1.1352095618077134e-216	-0.5949353065749108	0.163	0.654	2.3674795411499863e-212	2.1040832974122608e-165	3.405628685423055e-216	PvC
Aplp2	2.0707887670849628e-216	-0.5431113159449023	0.695	0.796	4.31862997375569e-212	3.0879852602728597e-205	-0.4787708994988036	0.711	0.823	6.439993260299049e-201	8.006357468112641e-163	-0.3662532288818259	0.759	0.767	1.6697258499748914e-158	8.006357468112641e-163	6.212366301254959e-216	BEC
Col6a1	1.5892628500347016e-175	-0.6332549405882408	0.69	0.865	3.31440767374737e-171	1.252989884579799e-162	-0.54813006653168	0.735	0.898	2.613110404291171e-158	2.481953507148852e-223	-0.5927723068866861	0.67	0.875	5.176114039158931e-219	1.252989884579799e-162	7.445860521446689e-223	PvC
Grcc10	1.4185505829221023e-187	-0.7165129013501361	0.278	0.739	2.9583872406840444e-183	1.2177523525548396e-161	-0.6494060005940936	0.297	0.748	2.5396225312531178e-157	1.2494706952478816e-212	-0.6495414401534263	0.28	0.745	2.605771134939457e-208	1.2177523525548396e-161	3.748412085743617e-212	PvC
Cdca8	1.0028798068712486e-242	-0.8191262114843634	0.009	0.657	2.0915058372299888e-238	9.999593107812094e-212	-0.8576511709806336	0.01	0.727	2.0854151426342123e-207	2.426708462325562e-161	-0.6954611696930604	0.016	0.596	5.0609004981799596e-157	2.426708462325562e-161	3.0086394206137415e-242	Cxcl9+ TRC
Idh2	3.9015891482373264e-161	-0.5364339806816624	0.095	0.531	8.136764168648944e-157	6.145730981254163e-161	-0.5384764042198156	0.098	0.548	1.2816921961405557e-156	5.812102727657195e-221	-0.5423656025779736	0.084	0.554	1.212114023852908e-216	6.145730981254163e-161	1.743630818297144e-220	PvC
Atp2b4	1.2758062456983364e-160	-0.45472813292311176	0.091	0.427	2.6606939254038804e-156	1.5331390813195173e-192	-0.4726165977614183	0.09	0.455	3.197361554091853e-188	1.043372859907421e-174	-0.40019099504943234	0.13	0.419	2.1759540993369266e-170	1.2758062456983364e-160	4.599417243958482e-192	BEC
Ptms	8.553368539194086e-160	-0.5425471569555048	0.614	0.752	1.7838050088489267e-155	1.8910018409716975e-215	-0.6060319756559708	0.579	0.797	3.943684339346475e-211	2.681738518453307e-166	-0.45020659539372776	0.665	0.746	5.592765680234371e-162	8.553368539194086e-160	5.673005522915065e-215	BEC
Nrep	1.2205869443880217e-174	-0.5351594801024794	0.036	0.46	2.5455340725212194e-170	1.189477162545407e-159	-0.5027213444732649	0.05	0.476	2.4806546224884464e-155	5.694913621673655e-194	-0.486077480920487	0.036	0.432	1.1876742358000408e-189	1.189477162545407e-159	1.7084740865020894e-193	PvC
Smarca2	2.3482199206332092e-158	-0.5797808378082908	0.228	0.539	4.897212644480558e-154	3.276381677091622e-211	-0.6344350600556605	0.204	0.576	6.832893987574578e-207	2.837576857275336e-162	-0.49588415470157976	0.278	0.525	5.917766535847713e-158	2.3482199206332092e-158	9.829145031274993e-211	BEC
Slc9a3r2	1.095653328159603e-157	-0.47566664112003965	0.057	0.467	2.284985015876852e-153	5.285998152388366e-177	-0.5238879813658783	0.049	0.506	1.1023949146805937e-172	1.7203381043203913e-181	-0.4575933192959049	0.066	0.47	3.5877651165601763e-177	1.095653328159603e-157	5.161014312961288e-181	PvC
Gamt	1.8512564930660624e-160	-0.47841618683589926	0.052	0.467	3.860795416289273e-156	2.061829702187978e-156	-0.4768027246089793	0.052	0.477	4.299945843913028e-152	7.468446511826327e-223	-0.5040498914063735	0.042	0.489	1.5575445200413804e-218	2.061829702187978e-156	2.2405339535479554e-222	PvC
Mns1	6.331914757185956e-183	-0.3391190649385546	0.003	0.418	1.3205208226111312e-178	2.804689707961924e-156	-0.3718435641152731	0.003	0.409	5.849180385954593e-152	2.9785645158170464e-178	-0.3581698936111969	0.004	0.362	6.21179629773645e-174	2.804689707961924e-156	1.899574427155792e-182	Cxcl9+ TRC
Cbfa2t3	3.661253916870212e-156	-0.5869848547629685	0.113	0.55	7.635545043632827e-152	6.491668709813102e-200	-0.6827632256681994	0.076	0.587	1.3538375094315223e-195	5.66821032809156e-207	-0.6063538179115243	0.111	0.578	1.1821052639234948e-202	3.661253916870212e-156	1.7004630984274252e-206	PvC
Tspan13	2.471697179923169e-216	-0.7960777989189094	0.237	0.619	5.154724468729769e-212	4.3373665487860966e-213	-0.7083072616581263	0.27	0.65	9.045577937493404e-209	9.37931064842607e-156	-0.5404040692732877	0.322	0.588	1.9560552357292568e-151	9.37931064842607e-156	7.415091539769324e-216	BEC
2900026A02Rik	2.1844725292859906e-154	-0.5513817457516023	0.237	0.548	4.5557174598259336e-150	2.2111867203616112e-201	-0.6120214542730654	0.223	0.584	4.61142990531414e-197	2.076184569829696e-155	-0.4511573799386536	0.274	0.531	4.329882920379831e-151	2.1844725292859906e-154	6.633560161084888e-201	BEC
Mrvi1	3.7441975185730405e-154	-0.5276549603585612	0.109	0.545	7.808523924984075e-150	4.173830069598952e-164	-0.5414311884424663	0.088	0.549	8.704522610148614e-160	6.270327176520666e-159	-0.45009217917547073	0.106	0.504	1.3076767326633848e-154	3.7441975185730405e-154	1.252149020879674e-163	PvC
Tcf7l1	6.71779044193351e-154	-0.5329015734085346	0.113	0.545	1.4009951966652335e-149	8.23683347295604e-160	-0.5429830352230695	0.102	0.553	1.7177916207849822e-155	5.796678345677621e-176	-0.4688564983137558	0.102	0.519	1.2088972689910678e-171	6.71779044193351e-154	1.7390035037033214e-175	PvC
Sult1a1	1.2113178029545152e-187	-0.6298894151618233	0.084	0.459	2.5262032780616412e-183	3.9237018569543223e-212	-0.6406407044703017	0.109	0.508	8.18288022267824e-208	2.1738758032949477e-153	-0.44908508240881423	0.156	0.441	4.533617987771613e-149	2.1738758032949477e-153	1.1771105570862904e-211	BEC
Cd81	2.3818656944603836e-165	-0.6311838607751183	0.654	0.886	4.96738090579713e-161	1.9817743189981665e-152	-0.6048491691087605	0.66	0.89	4.1329903422706765e-148	4.408069353322393e-231	-0.6125576320650676	0.633	0.894	9.19302863635385e-227	1.9817743189981665e-152	1.3224208059967162e-230	PvC
Dag1	8.98557908121806e-169	-0.6945093766728793	0.379	0.745	1.8739425173880263e-164	1.6405053359723216e-160	-0.6651317890811476	0.376	0.773	3.4212738781702766e-156	9.825393007665932e-152	-0.5445679079227637	0.372	0.722	2.0490857117487302e-147	9.825393007665932e-152	2.6956737243653767e-168	PvC
Grcc10	7.354600935568472e-151	-0.5762796174524829	0.407	0.639	1.5338020251128047e-146	1.2601121853634554e-190	-0.5998910119954639	0.41	0.695	2.627963962575486e-186	9.267466101490876e-151	-0.4545859599246507	0.48	0.656	1.932730055465922e-146	9.267466101490876e-151	3.780336556090374e-190	BEC
Cst3	6.6065085872111115e-186	-0.5686410713721973	0.691	0.799	1.3777873658628774e-181	1.4084943029299657e-181	-0.5149387508923788	0.714	0.842	2.9374148687604436e-177	1.297448853273763e-150	-0.39352386421059293	0.774	0.802	2.7058295835024327e-146	1.297448853273763e-150	1.9819525761633802e-185	BEC
