gene	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	3_p_val	3_avg_log2FC	3_pct.1	3_pct.2	3_p_val_adj	max_pval	minimump_p_val	subtype
Ndufa3	5.213425577376766e-9	-0.8272729880385357	0.227	0.95	1.0872599041619245e-4	1.0296848940308732e-14	-0.9459036341726467	0.114	0.933	2.1474078465013862e-10	1.529740197960222e-8	-0.6565158669064386	0.225	0.929	3.190273182846043e-4	1.529740197960222e-8	3.0890546820925814e-14	FDC
Sirpa	2.8988204933622578e-16	-0.5645905150265199	0.12	0.537	6.045490138906988e-12	7.871948756924721e-31	-0.6888429194384589	0.147	0.588	1.6416949132566505e-26	1.5603776416291597e-8	-0.3169589265214366	0.207	0.36	3.2541675716176127e-4	1.5603776416291597e-8	2.3615846270774096e-30	Marco_LEC
Ablim1	3.5007273611367886e-25	-0.3908576202567741	0.133	0.552	7.300766911650772e-21	1.573994798189031e-8	-0.31037926514570197	0.135	0.409	3.282566151623224e-4	1.9201571127754266e-9	-0.28568516705989044	0.169	0.511	4.004487658693152e-5	1.573994798189031e-8	1.0502182083410341e-24	Cxcl9+ TRC
Epb41l2	1.5904846010888896e-8	-0.3394245007027827	0.48	0.701	3.3169556355708795e-4	1.493372944283343e-10	-0.5495634546405714	0.461	0.773	3.114429275302912e-6	3.490790297308236e-9	-0.4643696715619463	0.458	0.745	7.280043165036326e-5	1.5904846010888896e-8	4.480118832180983e-10	Cxcl9+ TRC
Rad21	2.3258407254168368e-20	-0.6158597579765435	0.478	0.836	4.850540832856813e-16	1.3946389980539508e-12	-0.6177145726165054	0.451	0.795	2.9085196304415143e-8	1.6399150227463487e-8	-0.5068753267608257	0.424	0.723	3.4200427799375104e-4	1.6399150227463487e-8	6.977522176250513e-20	Cxcl9+ TRC
Cops9	1.6438879435992607e-08	-0.8066197367411423	0.136	0.935	3.4283283063762585e-4	2.1464938952497605e-12	-0.7840907059520777	0.171	0.95	4.4765130185433756e-8	1.8665865165262803e-9	-0.6390926005393699	0.175	0.905	3.892766180215557e-5	1.6438879435992607e-08	6.4394816857354696e-12	FDC
Atp5k	1.657269319596893e-8	-0.8140243427962728	0.227	0.965	3.4562351660193206e-4	2.5782682884133343e-11	-0.7538852456659696	0.229	0.944	5.376978515486009e-7	1.6718242708834594e-12	-0.8601078689986542	0.15	0.952	3.4865895169274544e-8	1.657269319596893e-8	5.015472812642003e-12	FDC
Adamts5	1.429808302900571e-85	-0.9309162330393258	0.392	0.918	2.9818652156991404e-81	9.378819544307238e-32	-0.6678545901269427	0.47	0.872	1.9559528159652746e-27	1.669768444645274e-8	-0.31930346017666955	0.392	0.677	3.482302091307719e-4	1.669768444645274e-8	4.289424908701703e-85	CD34+ SC
Akr1a1	6.711771425619128e-10	-0.8694244500843642	0.136	0.96	1.3997399308128692e-5	1.698137860509166e-8	-0.6982846650264998	0.257	0.972	3.541466508091866e-4	2.613833321695233e-9	-0.6999875645572724	0.2	0.976	5.451149392395408e-5	1.698137860509166e-8	2.013531426334304e-9	FDC
Serpinb8	1.0759899410299599e-19	-0.30769297976298754	0.054	0.313	2.243977022017981e-15	1.711618148148859e-15	-0.2874266312599396	0.042	0.295	3.569579647964445e-11	1.7434465417965736e-8	-0.2797583379744062	0.052	0.234	3.6359577629167545e-4	1.7434465417965736e-8	3.227969823089883e-19	Cxcl9+ TRC
Pdcd4	1.754155444869957e-8	-0.6756102894163863	0.091	0.875	3.658291180276295e-4	8.330685635719375e-15	-0.7823933016944165	0.057	0.9	1.7373644893292757e-10	6.59538870968333e-15	-0.7792712695562107	0.05	0.897	1.3754683154044586e-10	1.754155444869957e-8	1.978616612904989e-14	FDC
Dap	3.396162541471522e-26	-0.4810514327599121	0.205	0.672	7.082696980238859e-22	1.774913522402587e-8	-0.31925385010415475	0.217	0.545	3.701582150970595e-4	2.3338860905374914e-10	-0.33593154723214574	0.174	0.511	4.867319441815938e-6	1.774913522402587e-8	1.0188487624414542e-25	Cxcl9+ TRC
Epha3	2.997241569083717e-14	-0.3361063665738466	0.317	0.508	6.250747292324091e-10	3.731552400146209e-22	-0.5142303432744042	0.285	0.615	7.782152530504918e-18	1.775406428790494e-8	-0.2722287141703708	0.304	0.567	3.702610107242575e-4	1.775406428790494e-8	1.1194657200438576e-21	CD34+ SC
Dynlrb1	2.479265809720358e-10	-0.7593735320634454	0	0.815	5.170508846171807e-6	5.28569395104912e-9	-0.5522964680034326	0.143	0.839	1.102331473491294e-4	1.7790379257362333e-8	-0.4648483165052323	0.125	0.802	3.7101835941229146e-4	1.7790379257362333e-8	7.437797427317051e-10	FDC
Mydgf	1.8100921255426967e-8	-0.679471207446763	0.091	0.87	3.774947127819294e-4	4.0100527507669554e-11	-0.630399279496248	0.086	0.844	8.362965011724486e-7	8.140587720008402e-11	-0.53981850383204	0.125	0.897	1.697719569007752e-6	1.8100921255426967e-8	1.203015825181847e-10	FDC
Trmt112	1.8242537504839982e-8	-0.6624680823354642	0.045	0.765	3.804481196634378e-4	9.199377689339425e-9	-0.4740038250688129	0.143	0.844	1.918530217111737e-4	6.252933299303948e-14	-0.7138488271660648	0.05	0.857	1.3040492395698384e-9	1.8242537504839982e-8	1.8758799897910682e-13	FDC
Cdk2ap1	1.8286231108148164e-8	-0.6380866963078001	0	0.715	3.8135934976043e-4	1.216398812768932e-14	-0.6785375047044444	0	0.811	2.5367997240296073e-10	4.505590615766129e-12	-0.5564754541397787	0.05	0.794	9.396409229180261e-8	1.8286231108148164e-8	3.64919643830675e-14	FDC
Fkbp4	1.82864023530637e-8	-0.5778600285635986	0	0.715	3.8136292107314343e-4	7.727874076962252e-11	-0.4860788182492979	0.029	0.722	1.6116481387504776e-6	2.0081318333461147e-11	-0.47400172695078624	0.05	0.77	4.1879589384433223e-7	1.82864023530637e-8	6.024395499917385e-11	FDC
Gltp	2.6641699231624093e-14	-0.3382271071952614	0.179	0.507	5.556126374755204e-10	2.145775185423446e-9	-0.3355276162603755	0.144	0.432	4.475014149200597e-5	1.878676669176922e-8	-0.2669598378293477	0.131	0.404	3.917980193568471e-4	1.878676669176922e-8	7.992509769487031e-14	Cxcl9+ TRC
Prnp	1.895687095427164e-8	-0.9028261501771359	0.364	0.955	3.9534554375133505e-4	4.5237027875129303e-13	-0.9849739977703794	0.343	0.972	9.434182163358215e-9	1.0910451159619034e-9	-0.8133201070652366	0.275	0.913	2.2753745893385496e-5	1.895687095427164e-8	1.3571108362532675e-12	FDC
H2afz	1.0753983434803502e-14	-0.6086621480371173	0.293	0.669	2.2427432453282705e-10	7.281357848992175e-20	-0.5639639796063355	0.447	0.703	1.5185271794073181e-15	1.908478077590533e-8	-0.3420051541135609	0.43	0.528	3.9801310308150564e-4	1.908478077590533e-8	2.1844073546976503e-19	Marco_LEC
Ndufb11	1.0950766179091235e-8	-0.8013083640263109	0.091	0.9	2.283782286649477e-4	1.9244245274513375e-8	-0.5942962162147107	0.229	0.911	4.013387351999764e-4	7.410481823995831e-14	-0.8043078714574816	0.075	0.921	1.5454559843943305e-9	1.9244245274513375e-8	2.2231445471985855e-13	FDC
Chpt1	9.467662023271135e-17	-0.41305921679827534	0.256	0.672	1.974480914953195e-12	2.753041551152957e-11	-0.4262525120344326	0.244	0.636	5.741468154929492e-7	1.9528821680394688e-8	-0.3024254931935634	0.208	0.532	4.0727357614463123e-4	1.9528821680394688e-8	2.840298606981326e-16	Cxcl9+ TRC
Bnip3l	1.2993990062341425e-15	-0.41330992982676223	0.303	0.687	2.7098966275013042e-11	1.953757883896349e-8	-0.36669375229037365	0.295	0.636	4.074562066865836e-4	1.7112703079444823e-11	-0.46476213029333785	0.28	0.681	3.5688542272182176e-7	1.953757883896349e-8	3.898197018702425e-15	Cxcl9+ TRC
Ptov1	6.084031122282159e-13	-0.3726323248843952	0.067	0.409	1.2688246905519444e-8	2.1753598889003933e-18	-0.3694333699836729	0.075	0.382	4.53671304830177e-14	1.9568780080312565e-8	-0.25389912226221867	0.13	0.285	4.081069085749185e-4	1.9568780080312565e-8	6.526079666701146e-18	Marco_LEC
Otulin	1.9700988728326198e-8	-0.2779655705641388	0.1	0.361	4.1086411992924285e-4	3.223218091404637e-13	-0.3034835772533704	0.105	0.364	6.722021329624371e-9	1.2279057498174769e-9	-0.25117190655067034	0.092	0.247	2.560797441244348e-5	1.9700988728326198e-8	9.669654274210796e-13	Marco_LEC
Iscu	1.9920181320106635e-8	-0.8408314571580504	0.227	0.95	4.154353814308239e-4	6.0136388136873e-11	-0.7924659459874466	0.257	0.961	1.2541443745944865e-6	2.659036759581996e-11	-0.7555312577044263	0.175	0.952	5.545421162108253e-7	1.9920181320106635e-8	7.977110278533887e-11	FDC
Tmem258	3.086269407404847e-9	-0.8449343890046143	0.045	0.85	6.436414849142808e-5	5.705797819799699e-15	-0.8963262705781007	0.114	0.9	1.189944135319227e-10	1.9959572988097206e-8	-0.6143275544700735	0.2	0.897	4.1625689466676726e-4	1.9959572988097206e-8	1.711739345939901e-14	FDC
Gxylt2	2.0628599330808645e-8	-0.7051006420508728	0.045	0.8	4.302094390440143e-4	1.6611256465680522e-12	-0.7006553290831873	0.057	0.828	3.464277535917673e-8	3.316782844201451e-11	-0.6612525942468399	0.075	0.802	6.917150621582125e-7	2.0628599330808645e-8	4.9833769396958785e-12	FDC
Cd248	6.904001313672485e-18	-0.30382058120525385	0.053	0.299	1.4398294739663968e-13	3.2955647549095727e-12	-0.32316356358906784	0.055	0.295	6.872900296363914e-8	2.097206077312474e-8	-0.3253183079076527	0.082	0.298	4.3737232742351647e-4	2.097206077312474e-8	2.0712003941017354e-17	Cxcl9+ TRC
Ndfip1	2.1084193920467743e-8	-0.696120375767086	0.136	0.93	4.3971086421135477e-4	4.00511432479839e-12	-0.7447216699099397	0.143	0.944	8.352665924367043e-8	1.1832477808805293e-12	-0.765661844441072	0.125	0.944	2.467663247026344e-8	2.1084193920467743e-8	3.5497433426373862e-12	FDC
Ifi27	2.128029463793809e-8	-0.648135913797524	0.091	0.85	4.4380054467419886e-4	9.659176050163255e-9	-0.5200890237308073	0.143	0.822	2.014421165261547e-4	4.6055362495953076e-12	-0.6672741287480068	0.075	0.841	9.604845848531014e-8	2.128029463793809e-8	1.3816608748722322e-11	FDC
Rap2a	2.342985118640794e-18	-0.2925685002065335	0.464	0.73	4.8862954649253765e-14	1.7075622561265773e-15	-0.37241966457364306	0.416	0.687	3.561121085151977e-11	2.1733235107067978e-8	-0.25741778992131714	0.333	0.63	4.5324661815790266e-4	2.1733235107067978e-8	7.028955355922347e-18	CD34+ SC
Aldh2	2.206208086307786e-8	-0.6873710237679362	0.045	0.79	4.601046963994888e-4	3.002639844792817e-11	-0.652675341236203	0.086	0.8	6.26200539631542e-7	7.094578340157046e-13	-0.7235482755190823	0.05	0.825	1.4795743128397519e-8	2.206208086307786e-8	2.12837350204561e-12	FDC
Bmyc	2.2293594810189026e-8	-0.6259884923307827	0	0.71	4.649329197664921e-4	1.627710444334978e-9	-0.5416128710805012	0.029	0.65	3.3945901316605966e-5	5.5959731747190816e-12	-0.5510852824682074	0	0.683	1.1670402055876645e-7	2.2293594810189026e-8	1.6787919524063335e-11	FDC
Eif3l	2.2293594810189026e-8	-0.5665725360214809	0	0.71	4.649329197664921e-4	1.1755530647696808e-8	-0.43715283411144473	0.086	0.717	2.4516159165771694e-4	3.09795237010593e-11	-0.5108099055790042	0.05	0.762	6.460779667855917e-7	2.2293594810189026e-8	9.293857110029885e-11	FDC
Glrx3	2.271388285844831e-8	-0.2658108893575304	0.113	0.375	4.736980270129395e-4	2.044831834199915e-15	-0.3430975795496308	0.158	0.464	4.2644967902239226e-11	1.2723574408410362e-8	-0.26405310539868876	0.136	0.29	2.6535014428739814e-4	2.271388285844831e-8	6.134495502599698e-15	Marco_LEC
Capns1	6.556657826682583e-9	-0.8317859804629499	0.227	0.965	1.3673909897546528e-4	7.887959714220698e-12	-0.8011299754113282	0.229	0.961	1.6450339984007266e-7	2.3076930951851755e-8	-0.6757245480333716	0.25	0.944	4.812693950008684e-4	2.3076930951851755e-8	2.3663879142475462e-11	FDC
Nfix	4.399616732585239e-11	-0.9309850654133072	0.091	0.96	9.175400695806515e-7	7.311822304042822e-10	-0.6875951516967296	0.229	0.961	1.5248805415081305e-5	2.3152575241408565e-8	-0.6424921990893162	0.225	0.96	4.828469566595756e-4	2.3152575241408565e-8	1.3198850197175041e-10	FDC
Tpx2	3.33622426078698e-11	-0.5082577770235781	0.475	0.731	6.957695695871247e-7	2.3166582442951146e-8	-0.5907990124161345	0.405	0.659	4.8313907684774615e-4	2.4701207479912384e-10	-0.6158860700614575	0.406	0.723	5.151436819935728e-6	2.3166582442951146e-8	1.0008672782027053e-10	Cxcl9+ TRC
Zmiz1	1.4817047718185965e-15	-0.5968340230075375	0.167	0.568	3.090095301627683e-11	2.5587233860913164e-25	-0.615424448528296	0.267	0.648	5.33621762169344e-21	2.3485112103822358e-8	-0.328390313717113	0.253	0.397	4.897820129252153e-4	2.3485112103822358e-8	7.676170158273938e-25	Marco_LEC
Brd9	2.3537558845343967e-8	-0.2698322573838583	0.276	0.552	4.908757897196484e-4	6.32585793851733e-13	-0.46586448356731147	0.266	0.682	1.3192576730777892e-8	3.2773471424571435e-12	-0.4318364194452525	0.218	0.617	6.834907465594373e-8	2.3537558845343967e-8	1.8977573815539987e-12	Cxcl9+ TRC
Dab2ip	2.388310543363213e-8	-0.25907979709393814	0.206	0.463	4.980821638183981e-4	6.60830691183893e-9	-0.3571180240359846	0.183	0.477	1.378162406464009e-4	7.390020590047224e-17	-0.4713671188900116	0.168	0.596	1.5411887940543485e-12	2.388310543363213e-8	2.2170061770141682e-16	Cxcl9+ TRC
Crip2	2.1574171914230138e-38	-0.4605342102562363	0.332	0.714	4.499293552712695e-34	5.130757553625295e-24	-0.4737276660024274	0.321	0.693	1.0700194878085553e-19	2.3976203211164878e-8	-0.31825962783012846	0.286	0.512	5.000237179688435e-4	2.3976203211164878e-8	6.47225157426906e-38	CD34+ SC
Rpl35	2.405757648273403e-8	-0.8768246624795684	0.318	0.975	5.017207575474182e-4	3.006210488483318e-14	-0.8893822700593745	0.343	0.967	6.26945197373196e-10	1.6981947949598602e-11	-0.7177181201216454	0.45	0.96	3.541585244888788e-7	2.405757648273403e-8	9.018631465449707e-14	FDC
Mcam	2.4695928496081884e-8	-0.4983515817530825	0.131	0.343	5.150335887857877e-4	8.245447008317493e-18	-0.6633420907445186	0.14	0.568	1.7195879735846131e-13	2.317448811017202e-13	-0.6806171117106892	0.171	0.532	4.833039495376375e-9	2.4695928496081884e-8	2.47363410249524e-17	Cxcl9+ TRC
Irf2bp2	5.168855783610768e-28	-0.3396483531440848	0.433	0.781	1.0779648736720258e-23	9.90566088727541e-24	-0.4341637055763003	0.424	0.754	2.0658255780412867e-19	2.5051975290058194e-8	-0.2518196389797397	0.352	0.661	5.224589446741636e-4	2.5051975290058194e-8	1.550656735083223e-27	CD34+ SC
Ifi27	1.9511074912665922e-15	-0.4959344617957948	0.586	0.881	4.069034673036478e-11	2.5694093559472427e-8	-0.47152845345532335	0.563	0.773	5.358503211827974e-4	4.8999619635452895e-11	-0.5234000278254213	0.363	0.723	1.0218870674973702e-6	2.5694093559472427e-8	5.853322473799748e-15	Cxcl9+ TRC
Col5a1	3.050516670918652e-20	-0.6695432848190186	0.404	0.806	6.361852517200848e-16	1.4408725339367066e-15	-0.6473337335882237	0.408	0.841	3.004939669525002e-11	2.619348617521806e-8	-0.4301857179506195	0.453	0.766	5.462651541841727e-4	2.619348617521806e-8	9.151550012755946e-20	Cxcl9+ TRC
Tnrc18	2.6496333042382446e-8	-0.25113356576221635	0.234	0.493	5.525810255988859e-4	8.276984036278603e-9	-0.31581269060534245	0.222	0.545	1.7261650207659027e-4	1.0985603988372097e-8	-0.29062493481517215	0.193	0.532	2.2910477117750008e-4	2.6496333042382446e-8	2.483095190331044e-8	Cxcl9+ TRC
Ndufb2	1.6630189174588384e-8	-0.3628327083245253	0.187	0.473	3.4682259523604074e-4	2.6998305060981334e-14	-0.3946402978114386	0.218	0.506	5.630496520467657e-10	2.6737357960761402e-8	-0.30210430489669626	0.217	0.378	5.57607600271679e-4	2.6737357960761402e-8	8.099491518294181e-14	Marco_LEC
Naalad2	1.2128887593875863e-13	-0.3323185969942378	0.217	0.567	2.529479507702811e-9	2.6793345783058218e-8	-0.3778358014793837	0.238	0.545	5.587752263056791e-4	8.918618350013632e-15	-0.44751397783894936	0.164	0.553	1.859977856895343e-10	2.6793345783058218e-8	2.6755855050040785e-14	Cxcl9+ TRC
Map3k20	2.7136887228216064e-8	-0.611148338941287	0	0.705	5.65939783144446e-4	5.2833568017023256e-12	-0.5635818714506539	0.057	0.822	1.10184406099502e-7	7.1974032598729e-9	-0.3554522182991541	0.1	0.762	1.501018449846493e-4	2.7136887228216064e-8	1.5850070405023233e-11	FDC
Il11ra1	2.7153271310641672e-8	-0.692252233114422	0.091	0.86	5.662814731834321e-4	4.392491815334969e-11	-0.7083394819662345	0.114	0.839	9.160541680881078e-7	1.3194686047912533e-12	-0.6871543934845002	0.075	0.873	2.7517517752921588e-8	2.7153271310641672e-8	3.958405814368535e-12	FDC
1700025G04Rik	2.2341462719805632e-15	-0.42015629578439617	0.297	0.657	4.659312050215464e-11	1.411640289671787e-19	-0.5755562250306936	0.26	0.795	2.9439758241105117e-15	2.746104215356356e-8	-0.37995858407452154	0.244	0.553	5.72700034112568e-4	2.746104215356356e-8	4.2349208690153646e-19	Cxcl9+ TRC
Etfb	2.89387520623391e-8	-0.5914398127283083	0.045	0.795	6.035176742600819e-4	3.5553079097393744e-13	-0.707864228382595	0.057	0.817	7.414594645761466e-9	3.355158812345022e-13	-0.6397901881755648	0.075	0.881	6.997183703145543e-9	2.89387520623391e-8	1.0065476437031692e-12	FDC
Nudc	2.89387520623391e-8	-0.5507487703049163	0.045	0.795	6.035176742600819e-4	3.6214502260003647e-10	-0.5333594994651667	0.114	0.856	7.5525344463237605e-6	1.8463284326524576e-8	-0.4518817603230723	0.15	0.849	3.8505179462967003e-4	2.89387520623391e-8	1.0864350674066624e-9	FDC
Bloc1s1	8.336086052020204e-9	-0.6938569821222906	0.045	0.82	1.7384907461488137e-4	2.9044565927715314e-8	-0.5372595401172893	0.171	0.844	6.057244224225029e-4	9.150676466778101e-14	-0.6835025498142121	0.05	0.857	1.908373577146573e-9	2.9044565927715314e-8	2.7452029400331865e-13	FDC
Prelp	1.5452159753478638e-50	-0.5402874304543162	0.425	0.824	3.22254791658797e-46	1.7946094020047363e-21	-0.4476133576100287	0.443	0.782	3.7426579078808773e-17	2.97956586537393e-8	-0.28470734662726865	0.376	0.654	6.213884612237331e-4	2.97956586537393e-8	4.635647926043573e-50	CD34+ SC
Gpx8	3.0085184850840036e-8	-0.573418615200739	0.045	0.77	6.27426530064269e-4	7.187795082790449e-11	-0.5475522424379227	0.057	0.756	1.499014664515948e-6	5.566447530369883e-13	-0.6043962908614618	0	0.722	1.1608826324586391e-8	3.0085184850840036e-8	1.669934259110039e-12	FDC
Maz	3.5204596451672515e-11	-0.39232563880002774	0.391	0.687	7.341918589996303e-7	3.0116526058607585e-8	-0.37807388203538245	0.34	0.659	6.280801509522612e-4	4.1436372633147325e-9	-0.38466029187022077	0.307	0.66	8.641555512642874e-5	3.0116526058607585e-8	1.0561378935129968e-10	Cxcl9+ TRC
Cox6b1	3.1096348768392107e-8	-0.8451664259242261	0.318	0.965	6.485143535648174e-4	1.5823666304167545e-13	-0.9557129120165638	0.229	0.978	3.3000256077341417e-9	1.9189855163131203e-10	-0.8713890374781272	0.25	0.96	4.002044294271012e-6	3.1096348768392107e-8	4.747099891249518e-13	FDC
Chmp5	1.026600816378959e-9	-0.7009730111183917	0.045	0.875	2.140976002558319e-5	3.115036340710362e-8	-0.47373797046061256	0.171	0.833	6.49640828855146e-4	7.298058234988202e-13	-0.6233058576091546	0.05	0.825	1.5220100449067896e-8	3.115036340710362e-8	2.1894174704948617e-12	FDC
Edf1	3.1167421465351936e-8	-0.8092535366758644	0.182	0.935	6.499965746599146e-4	8.344800186513383e-15	-0.9345886425781826	0.086	0.956	1.7403080788973659e-10	6.118587276649177e-12	-0.8076124952316828	0.15	0.944	1.2760313765451859e-7	3.1167421465351936e-8	2.503440055953991e-14	FDC
Sgk1	6.57982114621508e-16	-0.674347067359687	0.153	0.564	1.372221700043155e-11	1.3213230269449416e-22	-0.6278852881324535	0.192	0.555	2.755619172693676e-18	3.129955070090692e-8	-0.36287076860089684	0.238	0.382	6.527521298674137e-4	3.129955070090692e-8	3.963969080834809e-22	Marco_LEC
Ddost	2.158906491869641e-9	-0.7933806164026396	0.091	0.9	4.5023994887941364e-5	3.5999521218228456e-11	-0.7005997277605365	0.143	0.906	7.507700150061545e-7	3.1444678214308916e-8	-0.5739529307982462	0.2	0.921	6.557787641594125e-4	3.1444678214308916e-8	1.0799856365079755e-10	FDC
Cox14	3.811633972557149e-9	-0.6737774483997947	0.045	0.845	7.949162649767934e-5	3.1468656931512974e-8	-0.5252054409265846	0.229	0.889	6.562788403067031e-4	8.976742351881658e-15	-0.6914836674637933	0.05	0.889	1.87209961748492e-10	3.1468656931512974e-8	2.693022705564472e-14	FDC
Sec62	3.248557136790178e-8	-0.7702928488179894	0.318	0.975	6.774865908775917e-4	2.3647674458105692e-8	-0.681619454941365	0.257	0.978	4.931722508237942e-4	2.7544232476395106e-9	-0.7142882179325407	0.25	0.992	5.7443496829521993e-5	3.248557136790178e-8	8.263269720158004e-9	FDC
Tmed10	2.130607802579775e-9	-0.8988286214559629	0.273	0.98	4.443382572280121e-5	7.636358438930553e-15	-0.954906700990856	0.229	0.989	1.5925625524389668e-10	3.2537112681684954e-8	-0.7119583366471401	0.3	0.984	6.785614849765397e-4	3.2537112681684954e-8	2.2909075316791462e-14	FDC
Yipf3	4.371457540112355e-9	-0.5957540271558365	0	0.75	9.116674699904316e-5	3.015978378546615e-10	-0.467641069379397	0.086	0.806	6.289822908458966e-6	3.281506385575007e-8	-0.2966378020273531	0.1	0.73	6.843581567116678e-4	3.281506385575007e-8	9.04793513291103e-10	FDC
Hp1bp3	3.926033434376321e-17	-0.5515931370836732	0.631	0.851	8.187742727391817e-13	3.2961436776909134e-8	-0.47519049178164174	0.574	0.773	6.8741076398244e-4	1.4958316121055003e-8	-0.4546139997002733	0.578	0.787	3.119556827046021e-4	3.2961436776909134e-8	1.177810030312895e-16	Cxcl9+ TRC
Mdh2	1.2502428114222845e-9	-0.7355148314966086	0.045	0.87	2.607381383221174e-5	1.7249346831276803e-8	-0.5398568926341281	0.2	0.894	3.5973512816627775e-4	3.298064203527217e-8	-0.49284270275463765	0.175	0.889	6.87811289645601e-4	3.298064203527217e-8	3.750728429577531e-9	FDC
Cygb	3.2981618868701553e-8	-0.6259264525981435	0	0.7	6.878316615067709e-4	2.062454860153071e-11	-0.6545884954966553	0	0.689	4.3012496108492293e-7	1.3090340540945151e-13	-0.6811598562792838	0	0.746	2.7299905198141113e-9	3.2981618868701553e-8	3.9271021622830393e-13	FDC
Igf1	3.2981618868701553e-8	-0.8189375879914759	0	0.7	6.878316615067709e-4	3.465739576375686e-10	-0.6838971927543924	0.086	0.778	7.227799886531493e-6	9.985497922456427e-12	-0.7332728387969916	0.025	0.722	2.0824755917282878e-7	3.2981618868701553e-8	2.995649376707015e-11	FDC
Yif1b	3.2981618868701553e-8	-0.6083558350361706	0	0.7	6.878316615067709e-4	7.510651309686717e-10	-0.49029752786329484	0.057	0.733	1.566346330635165e-5	5.09118275719473e-9	-0.4376935040222847	0.075	0.714	1.061766164012961e-4	3.2981618868701553e-8	2.2531953912137225e-9	FDC
Hhip	9.078362943801742e-17	-0.36043977603162597	0.086	0.373	1.8932925919298533e-12	3.3551552326899585e-8	-0.32890789519433145	0.103	0.341	6.997176237774909e-4	2.8703133111633024e-9	-0.29020913171181384	0.092	0.34	5.9860384104310674e-5	3.3551552326899585e-8	2.723508883140514e-16	Cxcl9+ TRC
Efnb1	3.3307225443515332e-18	-0.42930820247347956	0.218	0.612	6.946221866245123e-14	3.3608807842654404e-8	-0.3257374196802217	0.197	0.523	7.009116875585576e-4	6.191021848422829e-11	-0.3920394994452623	0.211	0.596	1.291137606488581e-6	3.3608807842654404e-8	9.992167633054541e-18	Cxcl9+ TRC
Gmfg	9.869289428478447e-9	-0.39972195845315134	0.153	0.436	2.0582403103091803e-4	4.951476626172334e-10	-0.3587565603284118	0.229	0.442	1.0326304503882403e-5	3.376860367130304e-8	-0.3263497299425613	0.174	0.313	7.042442295650248e-4	3.376860367130304e-8	1.485442987116187e-9	Marco_LEC
Nedd4	3.413067163537704e-8	-0.6990865605754918	0.545	0.995	7.117951569557881e-4	1.200713995400145e-12	-0.7140625441866933	0.514	0.994	2.5040890374070026e-8	7.799568305993018e-15	-0.9107543472084119	0.375	1	1.626599970214844e-10	3.413067163537704e-8	2.3398704917978976e-14	FDC
Ttyh3	3.9311373273375604e-31	-0.42199272499795737	0.104	0.537	8.198386896162482e-27	4.910088684014578e-19	-0.3880484543867436	0.092	0.477	1.0239989950512402e-14	3.4414912622336884e-8	-0.254273601017883	0.111	0.362	7.177230027388357e-4	3.4414912622336884e-8	1.1793411982012733e-30	Cxcl9+ TRC
Prdx4	1.8836768113753775e-20	-0.5904695140126259	0.671	0.866	3.9284079901233495e-16	3.459612420152872e-8	-0.4710266152936755	0.677	0.818	7.215021702228814e-4	8.467774434177196e-16	-0.6482163281896349	0.575	0.851	1.7659543582476542e-11	3.459612420152872e-8	5.651030434126132e-20	Cxcl9+ TRC
Ppic	3.4828801369716435e-8	-0.7158029069369871	0.091	0.875	7.263546525654363e-4	1.050426544237577e-9	-0.6496117173778575	0.143	0.894	2.190664558007467e-5	6.409454824906126e-14	-0.8176322547052752	0.075	0.913	1.3366918037341725e-9	3.4828801369716435e-8	1.9228364474717193e-13	FDC
Ryk	3.515035985735944e-8	-0.5330205244033914	0.045	0.79	7.330607548252312e-4	3.9235574500897915e-12	-0.5606300592176731	0.057	0.822	8.18257906216226e-8	1.5075353815531527e-10	-0.5312768387339355	0.075	0.778	3.1439650382291e-6	3.515035985735944e-8	1.177067235022321e-11	FDC
Sumo2	3.5466328387194265e-8	-0.7165747050208114	0.409	0.96	7.396502785149364e-4	4.5654664010199764e-10	-0.6805267846263646	0.4	0.967	9.521280179327161e-6	2.146877361094437e-11	-0.8549079866684629	0.25	0.992	4.477312736562448e-7	3.5466328387194265e-8	6.440632083145035e-11	FDC
Erp44	3.547731168454439e-8	-0.6843355326469702	0.182	0.905	7.398793351811732e-4	2.0025605767267898e-13	-0.7249464990352326	0.086	0.922	4.1763400827637205e-9	2.8349990206240094e-11	-0.5919045424319646	0.125	0.929	5.912390457511372e-7	3.547731168454439e-8	6.007681730179174e-13	FDC
Rpl10a	3.592780433439621e-8	-0.600787328824322	0.727	1	7.49274359393833e-4	1.3265511144327627e-12	-0.5134991420320718	0.8	0.994	2.7665223491495266e-8	1.2463887381328074e-18	-0.7909679025925593	0.625	1	2.5993437133759698e-14	3.592780433439621e-8	3.739166214398426e-18	FDC
Fam173a	3.6313104284362085e-8	-0.5880824200566923	0.045	0.785	7.573097898503713e-4	2.139880540734032e-10	-0.5470811869537788	0.057	0.75	4.462720867700824e-6	1.5886703110990794e-10	-0.4685930694714986	0.05	0.73	3.31317193379713e-6	3.6313104284362085e-8	4.766010932540074e-10	FDC
