gene	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	3_p_val	3_avg_log2FC	3_pct.1	3_pct.2	3_p_val_adj	max_pval	minimump_p_val	lec_type
Psme2b	0.005358960429810838	0.632960128345957	0.408	0.152	1	9.99352417463654e-4	0.5818268136585066	0.312	0.082	1	8.176818666325868e-6	0.761585531178549	0.476	0.148	0.17052755328622599	0.005358960429810838	2.4530255418433793e-5	Marco_LEC
AI662270	4.296029149267726e-4	0.7238940478071624	0.429	0.061	1	0.005427903261329496	0.4562160606335813	0.338	0.102	1	0.0029389310585510218	0.4666479675051582	0.388	0.148	1	0.005427903261329496	0.0012882551480737174	Marco_LEC
Pcdh17	0.003574063645978483	0.7181492806922444	0.531	0.242	1	0.0024492760742201095	0.5235922201942274	0.532	0.265	1	0.0067313512838244	0.41213756119621925	0.592	0.426	1	0.0067313512838244	0.007329846055889846	Marco_LEC
Gm26917	3.390403349588726e-6	0.5932179512587938	0.75	0.283	0.07070686185567288	7.356732550140834e-9	0.8282740294128528	0.929	0.335	1.534246573331871e-4	0.008229497972798636	0.6628378965288276	0.5	0.292	1	0.008229497972798636	2.2070197488057967e-8	PvC
Slfn5	8.764828610603701e-5	0.515315204405058	0.918	0.727	1	0.008302935029671256	0.25550980354075437	0.935	0.796	1	0.0013107749733930795	0.28300660772392505	0.922	0.815	1	0.008302935029671256	2.6292181232527253e-4	Marco_LEC
mt-Nd5	0.006099201240707836	0.6924366744549466	0.818	0.712	1	1.437408688608826e-4	0.7469662468840724	0.8	0.667	1	0.008564528537090228	0.3758583897952026	0.673	0.724	1	0.008564528537090228	4.3116062524039807e-4	BEC
mt-Nd1	0.008825531826859502	0.5455956292819866	1	0.876	1	0.0038399573765866392	0.29864300622453266	0.85	0.832	1	3.32819259145782e-5	0.21355997352951905	0.878	0.884	0.6940945649485284	0.008825531826859502	9.98424547208228e-5	BEC
9930111J21Rik2	9.666767390775936e-4	0.4775185346820554	0.682	0.477	1	1.6047894538443374e-5	0.5819009482240098	0.76	0.453	0.3346788405992366	0.009307878242009508	0.2731749083044131	0.553	0.363	1	0.009307878242009508	4.814291101470561e-5	FRC
Gmeb1	0.010279097906987748	0.6982063251754157	0.367	0.152	1	0.0016026740954947544	0.6410952714975291	0.403	0.143	1	0.0052275584775184755	0.5295071734529513	0.291	0.111	1	0.010279097906987748	0.004800320710286553	Marco_LEC
Taf4b	0.0018317028088961896	0.41528058507619603	0.364	0.155	1	0.01131727211339073	0.23507425400846366	0.32	0.156	1	0.013068400729226453	0.20470325086094485	0.237	0.115	1	0.013068400729226453	0.005485049166758748	FRC
Fxyd1	0.006853699440479326	0.5512695145626667	0.5	0.279	1	0.004098449930277883	0.5292750925689871	0.571	0.321	1	0.013535251348737252	0.335953206554652	0.5	0.242	1	0.013535251348737252	0.012245026758200203	PvC
Olfr920	7.908941303693423e-4	0.6823169457448746	0.469	0.091	1	0.0020660319655487524	0.566795626402047	0.351	0.122	1	0.013868927136551343	0.39976512147470705	0.379	0.204	1	0.013868927136551343	0.0023708063452466464	Marco_LEC
Prpf4	0.013937509674078858	0.6361436921104298	0.367	0.152	1	0.006828829292774152	0.4519381053606644	0.377	0.163	1	0.0014261848051477502	0.6042025524690832	0.35	0.148	1	0.013937509674078858	0.004272455307012261	Marco_LEC
mt-Nd1	3.280274597548584e-12	0.7468608157678245	0.976	0.662	6.841012673187572e-8	1.556890367249816e-8	0.4671046073784606	0.914	0.694	3.2468948608994913e-4	0.014775246168749001	0.20715641541130925	0.941	0.804	1	0.014775246168749001	9.840823792613485e-12	unassigned-LEC
Col1a2	0.0016813749644007932	0.5882269622603162	0.636	0.241	1	0.015056629165917787	0.49455763568990463	0.35	0.174	1	9.044639432083492e-9	0.7949891222443404	0.673	0.385	1.8862595535610124e-4	0.015056629165917787	2.7133918050834047e-8	BEC
mt-Cytb	0.015434848798003425	0.5216492718238288	1	0.905	1	7.235958621040411e-6	0.45446225172475185	0.95	0.862	0.15090591704179776	9.015507590367293e-10	0.340622796893715	0.918	0.898	1.880184107971099e-5	0.015434848798003425	2.7046522746718075e-9	BEC
Zfp36l1	0.01642660610631257	0.19876888460147812	0.955	0.927	1	2.1007930994924984e-4	0.2646947077448678	1	0.924	1	0.0026061925984160695	0.15791802866371296	0.947	0.931	1	0.01642660610631257	6.3010553916984e-4	FRC
Sdad1	0.005593087797758601	0.6774055152879284	0.51	0.273	1	0.0025523028881358593	0.5108098358652378	0.442	0.184	1	0.016452349831764846	0.4632900127686955	0.359	0.204	1	0.016452349831764846	0.0076373825406483966	Marco_LEC
mt-Nd2	3.7170112360054463e-6	0.42798612721524676	1	0.945	0.07751826932689358	5.214609608432178e-5	0.3501193744857225	1	0.932	1	0.01881151125157518	0.23901637909006412	0.944	0.922	1	0.01881151125157518	1.1150992259550098e-5	PvC
Serf2	0.002496501686564714	0.3877491035317584	0.938	0.826	1	8.18369406418246e-4	0.43867609298252885	1	0.801	1	0.022886198818099928	0.27735803182104823	0.833	0.817	1	0.022886198818099928	0.002453099581883958	PvC
Fam129a	9.9882019799359e-5	0.33487709517724745	0.25	0.046	1	6.650065835358566e-8	0.34015173979959784	0.357	0.047	0.001386871229964029	0.023770623175026297	0.21647409092243963	0.167	0.051	1	0.023770623175026297	1.995019617937444e-7	PvC
mt-Nd6	0.001822131209273199	0.7145157384941458	0.293	0.091	1	0.0030402729374640926	0.5810013032107411	0.247	0.108	1	0.025671771754447733	0.32840391486853954	0.216	0.11	1	0.025671771754447733	0.005456439191159237	unassigned-LEC
