gene	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	3_p_val	3_avg_log2FC	3_pct.1	3_pct.2	3_p_val_adj	max_pval	minimump_p_val	lec_type
Wls	0.02581665752035899	0.3376496283328639	0.5	0.274	1	0.013528129994654694	0.24432156607529815	0.571	0.29	1	0.017066165861147013	0.3944368423991254	0.444	0.24	1	0.02581665752035899	0.04003783486765161	PvC
Cpxm2	1.8403995265499674e-6	0.43145156457609374	0.25	0.034	0.03838153212619957	1.944484991102066e-4	0.42775763517619947	0.214	0.035	1	0.027530995717649397	0.23810527068754384	0.111	0.027	1	0.027530995717649397	5.5211884184448785e-6	PvC
Ntrk3	4.45540654697595e-9	0.3945318471137469	0.312	0.036	9.291750353718343e-5	0.02825216695264365	0.2069900534892662	0.143	0.036	1	0.023581614922724044	0.20258975525642836	0.111	0.027	1	0.02825216695264365	1.336621958137594e-8	PvC
Itga8	1.8829186763463261e-6	0.4300181376501454	0.25	0.034	0.03926826899520263	1.2687317482719185e-6	0.31840050204503434	0.286	0.038	0.026459400610210862	0.02981300643885191	0.20631824521100228	0.111	0.028	1	0.02981300643885191	3.8061904157770487e-6	PvC
Cavin1	0.030019825065983854	0.41692262692866056	0.75	0.523	1	0.018902690823692964	0.36918635346025075	0.857	0.543	1	0.0037649735112975087	0.45835555601528544	0.778	0.519	1	0.030019825065983854	0.011252448825865895	PvC
mt-Nd4l	3.4271116200548245e-5	0.43004186521119026	0.909	0.778	0.7147241283624337	0.0303502321701916	0.27302184731136625	0.88	0.75	1	0.0016329867236275595	0.29461650970970443	0.842	0.669	1	0.0303502321701916	1.028098251136796e-4	FRC
Ttn	4.3721772542154895e-4	0.8111524806706407	0.51	0.152	1	0.03151213951878106	0.30261062629217494	0.416	0.204	1	0.0024263221893801095	0.5437998672648279	0.32	0.111	1	0.03151213951878106	0.001311079781824631	Marco_LEC
Ccnl2	1.5362286786096174e-4	0.752366250088462	0.673	0.394	1	0.03233206395607863	0.3912201011655002	0.506	0.367	1	0.0013151937030543557	0.5853743069536835	0.544	0.37	1	0.03233206395607863	4.6079780725179307e-4	Marco_LEC
Nrp2	0.008600216740193439	0.5285841769385234	0.673	0.515	1	0.0028274491564098934	0.4731315752252432	0.597	0.367	1	0.036912871847986056	0.3450266409863837	0.534	0.389	1	0.036912871847986056	0.008458386666987306	Marco_LEC
Gm26917	0.04047805179866448	0.560631738315132	0.39	0.26	1	4.376757090167417e-5	0.6737833944878941	0.481	0.207	0.9127726911544148	2.378141873269138e-8	0.8077399580392549	0.608	0.292	4.959614876702788e-4	0.04047805179866448	7.134425450140669e-8	unassigned-LEC
Smtn	7.44714607040817e-5	0.18671302382319563	0.25	0.044	1	0.04225784341499603	0.20593741762192752	0.143	0.04	1	0.04140995474954662	0.24990120304789085	0.167	0.06	1	0.04225784341499603	2.2339774452988538e-4	PvC
Prickle2	0.003506268942816309	0.6473024086253142	0.49	0.182	1	0.04521333015091192	0.26145468933401395	0.39	0.204	1	0.009822251937067992	0.4107428577811163	0.476	0.241	1	0.04521333015091192	0.010481968168547393	Marco_LEC
Cst3	0.03962026660202805	0.22655962392481888	0.875	0.843	1	0.0255791759533521	0.2865680963033823	1	0.831	1	0.04822360109704577	0.253044868298673	0.889	0.846	1	0.04822360109704577	0.07479138144025163	PvC
Sdad1	0.001531151960706934	0.4272968380174224	0.636	0.424	1	0.001681403108517556	0.2926509759713285	0.68	0.416	1	0.04842002715127339	0.1635744148332397	0.474	0.341	1	0.04842002715127339	0.004586426192813442	FRC
Fmod	0.04928597218308179	0.22331926590259382	0.312	0.154	1	0.02161621546779391	0.29898916094908745	0.429	0.195	1	0.045236500738085245	0.23888230676600938	0.333	0.168	1	0.04928597218308179	0.06345696449944029	PvC
