gene	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	3_p_val	3_avg_log2FC	3_pct.1	3_pct.2	3_p_val_adj	max_pval	minimump_p_val	subtype
Gbp4	0	1.451008959275344	0.912	0.057	0	0	1.4967180941862464	0.9	0.06	0	0	1.4811841010283424	0.896	0.047	0	0	0	PvC
Gbp6	0	1.2613177238591182	0.927	0.141	0	0	1.3450121716930745	0.904	0.097	0	0	1.2502333186528014	0.873	0.114	0	0	0	PvC
Oasl2	0	1.0873659801321849	0.907	0.201	0	0	1.17569060217483	0.884	0.175	0	0	1.1202028442442222	0.86	0.176	0	0	0	PvC
Ifitm3	0	0.38351882982085295	0.999	0.979	0	0	0.4000038692427128	1	0.972	0	0	0.38328888044223985	1	0.978	0	0	0	PvC
Irf7	0	1.4311339291845115	0.951	0.216	0	0	1.4526660889080003	0.945	0.22	0	0	1.34004933121543	0.938	0.228	0	0	0	PvC
Bst2	0	0.9456453508337845	0.98	0.733	0	0	0.9700362311895132	0.976	0.743	0	0	0.9220883261768216	0.98	0.752	0	0	0	PvC
Calhm6	0	1.5309651375587663	0.908	0.073	0	0	1.540803164088978	0.882	0.073	0	0	1.4897415099059443	0.867	0.064	0	0	0	PvC
Igtp	0	1.1419508954360837	0.901	0.184	0	0	1.2060982381939045	0.888	0.171	0	0	1.1743086394560804	0.871	0.164	0	0	0	PvC
Rsad2	0	1.4397710857644956	0.891	0.066	0	0	1.5546459316673038	0.902	0.032	0	0	1.4793825866209607	0.869	0.032	0	0	0	PvC
Phf11d	0	1.1600663308847885	0.941	0.366	0	0	1.1937182547905885	0.92	0.358	0	0	1.084124440252382	0.887	0.334	0	0	0	PvC
Ly6a	0	1.5439601662624813	0.935	0.176	0	0	1.5806316338061102	0.936	0.173	0	0	1.679352636232805	0.971	0.193	0	0	0	PvC
Iigp1	0	1.2590602998252713	0.988	0.543	0	0	1.372974569474169	0.989	0.552	0	0	1.3491904249257778	0.984	0.489	0	0	0	PvC
Ifit3	0	1.5403265397384445	0.965	0.191	0	0	1.7292979649887035	0.949	0.107	0	0	1.5250391448909306	0.929	0.135	0	0	0	PvC
H2-T23	0	1.0279696902451132	0.951	0.568	0	1.0075353626495967e-306	1.09545321366621	0.932	0.543	2.1012149988057338e-302	0	1.0626050010118813	0.938	0.528	0	1.0075353626495967e-306	0	PvC
Gbp5	5.1244172323174124e-306	1.158010507892588	0.883	0.169	1.0686972137997964e-301	0	1.2350913188282366	0.884	0.163	0	0	1.1008346491342709	0.836	0.166	0	5.1244172323174124e-306	0	PvC
Herc6	0	0.7770940019830797	0.752	0.252	0	3.433352757135167e-302	0.7954304718020941	0.721	0.25	7.16025717500539e-298	0	0.8813974080597535	0.767	0.192	0	3.433352757135167e-302	0	BEC
Chmp4b	3.046623026057047e-302	0.6912043856000238	0.833	0.537	6.353732320841971e-298	2.4646846168816663e-301	0.6609547561763784	0.834	0.597	5.140099768506715e-297	0	0.6145659360487418	0.84	0.535	0	2.4646846168816663e-301	0	BEC
Naa25	0	0.7483021776450471	0.695	0.154	0	6.545531580370898e-299	0.7203851035106772	0.666	0.164	1.3650706110863509e-294	0	0.7370051977084109	0.692	0.15	0	6.545531580370898e-299	0	BEC
Tap1	0	0.8627254642250819	0.815	0.389	0	2.652193920653837e-297	0.7496226087857965	0.797	0.458	5.531150421523576e-293	0	0.9057273574993849	0.844	0.361	0	2.652193920653837e-297	0	BEC
Xaf1	4.3236520127444935e-297	0.7153489042951601	0.823	0.481	9.016976272578641e-293	0	0.7960759760687011	0.829	0.467	0	0	0.806466023321346	0.855	0.424	0	4.3236520127444935e-297	0	BEC
Gbp7	8.432189467393043e-305	1.063724122373892	0.942	0.425	1.7585331134248192e-300	5.881225983608835e-295	1.1047550589942996	0.914	0.426	1.2265296788816225e-290	0	1.0642013193215194	0.914	0.398	0	5.881225983608835e-295	0	PvC
Usp18	9.498284123606655e-295	1.1125322023851223	0.872	0.181	1.980867153978168e-290	0	1.2464067677065533	0.874	0.127	0	0	1.0845041614921773	0.811	0.135	0	9.498284123606655e-295	0	PvC
Lap3	0	0.8853305625835712	0.73	0.231	0	3.2547715337014363e-293	0.8055328452084242	0.71	0.261	6.787826033534346e-289	0	0.755934712134191	0.721	0.246	0	3.2547715337014363e-293	0	BEC
